COMMUNE_NOM;ENFANT_SEXE;ENFANT_PRENOM;NOMBRE_OCCURRENCES;ANNEE;COLL_INSEE
Rosny-sous-Bois;Féminin;Bano;1;2020;93064
Rosny-sous-Bois;Masculin;Ibrahim;1;2020;93064
Rosny-sous-Bois;Féminin;Leyla;1;2020;93064
Rosny-sous-Bois;Féminin;Naomie ;1;2020;93064
Rosny-sous-Bois;Féminin;Nohva;1;2020;93064
Rosny-sous-Bois;Féminin;Soumayya;1;2020;93064
Rosny-sous-Bois;Féminin;Teeyah;1;2020;93064
