objectid,inseecom,commune,date_maj,nom,st_areashape,st_lengthshape
4580,90050,FRAIS,2020/08/17 00:00:00+00,ilot parcellaire,62538.56385,1243.11631473088
4581,90050,FRAIS,2020/08/17 00:00:00+00,ilot parcellaire,9317.61665,630.665680275627
4582,90050,FRAIS,2020/08/17 00:00:00+00,ilot parcellaire,209.6053,96.1496078904665
4583,90050,FRAIS,2020/08/17 00:00:00+00,ilot parcellaire,187108.494182,2090.60871831964
4584,90050,FRAIS,2020/08/17 00:00:00+00,ilot parcellaire,10105.41475,427.012787511177
4585,90050,FRAIS,2020/08/17 00:00:00+00,ilot parcellaire,16540.28885,524.352600877848
4586,90050,FRAIS,2020/08/17 00:00:00+00,ilot parcellaire,8921.9478,414.963285325085
4587,90050,FRAIS,2020/08/17 00:00:00+00,ilot parcellaire,2081.5256,196.929475500908
4588,90050,FRAIS,2020/08/17 00:00:00+00,ilot parcellaire,921259.116374,7102.13452979396
4937,90059,LACOLLONGE,2020/07/27 00:00:00+00,ilot parcellaire,97953.215760355,2119.09055187436
4938,90059,LACOLLONGE,2020/07/27 00:00:00+00,ilot parcellaire,57902.74275,1852.68218745761
4939,90059,LACOLLONGE,2020/07/27 00:00:00+00,ilot parcellaire,5608.6531,360.660104280663
4940,90059,LACOLLONGE,2020/07/27 00:00:00+00,ilot parcellaire,61460.9444,1288.72644416779
4941,90059,LACOLLONGE,2020/07/27 00:00:00+00,ilot parcellaire,104128.48745,1615.41320099544
4942,90059,LACOLLONGE,2020/07/27 00:00:00+00,ilot parcellaire,241368.55145,3564.25367335368
4943,90059,LACOLLONGE,2020/07/27 00:00:00+00,ilot parcellaire,304210.4454,2532.14734703957
4944,90059,LACOLLONGE,2020/07/27 00:00:00+00,ilot parcellaire,6017.71365,391.030537014225
4945,90059,LACOLLONGE,2020/07/27 00:00:00+00,ilot parcellaire,122058.0386,1944.47305600842
4946,90059,LACOLLONGE,2020/07/27 00:00:00+00,ilot parcellaire,80500.91035,1122.59650907203
4947,90059,LACOLLONGE,2020/07/27 00:00:00+00,ilot parcellaire,3267.3312,431.207698615483
4948,90059,LACOLLONGE,2020/07/27 00:00:00+00,ilot parcellaire,115495.71235,1362.0853585447
4949,90059,LACOLLONGE,2020/07/27 00:00:00+00,ilot parcellaire,83979.2813,1966.8046430326
4950,90059,LACOLLONGE,2020/07/27 00:00:00+00,ilot parcellaire,133598.90435,1838.87603848486
4951,90059,LACOLLONGE,2020/07/27 00:00:00+00,ilot parcellaire,8582.6,742.951019959883
4952,90059,LACOLLONGE,2020/07/27 00:00:00+00,ilot parcellaire,36485.34732802,811.931550900154
4953,90059,LACOLLONGE,2020/07/27 00:00:00+00,ilot parcellaire,6799.709,417.655526640939
4954,90059,LACOLLONGE,2020/07/27 00:00:00+00,ilot parcellaire,41608.893618,1084.34663976246
4956,90059,LACOLLONGE,2020/07/27 00:00:00+00,ilot parcellaire,7716.24685,576.786889744918
4957,90059,LACOLLONGE,2020/07/27 00:00:00+00,ilot parcellaire,275875.39795,2886.05817186106
5337,90060,LAGRANGE,2020/07/27 00:00:00+00,ilot parcellaire,240245.7534,3688.48310987965
5338,90060,LAGRANGE,2020/07/27 00:00:00+00,ilot parcellaire,287280.31575,3161.06412872939
5339,90060,LAGRANGE,2020/07/27 00:00:00+00,ilot parcellaire,143180.1879225,2596.47412616868
5340,90060,LAGRANGE,2020/07/27 00:00:00+00,ilot parcellaire,15497.37065,558.007083513583
5341,90060,LAGRANGE,2020/07/27 00:00:00+00,ilot parcellaire,100154.5859,1637.97186419538
5342,90060,LAGRANGE,2020/07/27 00:00:00+00,ilot parcellaire,72027.1383,1763.29190055081
5343,90060,LAGRANGE,2020/07/27 00:00:00+00,ilot parcellaire,6208.76685,367.572083107949
5344,90060,LAGRANGE,2020/07/27 00:00:00+00,ilot parcellaire,17617.86775,533.228595778038
5345,90060,LAGRANGE,2020/07/27 00:00:00+00,ilot parcellaire,3705.26875,275.120000673436
5346,90060,LAGRANGE,2020/07/27 00:00:00+00,ilot parcellaire,13.04525,69.1614131729777
5347,90060,LAGRANGE,2020/07/27 00:00:00+00,ilot parcellaire,4.6156,8.68537163893639
5348,90060,LAGRANGE,2020/07/27 00:00:00+00,ilot parcellaire,9.1566,50.4453343279899
5349,90060,LAGRANGE,2020/07/27 00:00:00+00,ilot parcellaire,118.6828,123.002771235291
5737,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,195190.33245,1679.23507228529
5738,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,247346.195,2650.05692471683
5739,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,41658.1278,868.035869895843
5740,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,179416.1007,2454.13572042894
5741,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,116117.7643,1663.32920303918
5742,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,103024.8434,1302.59841098806
5743,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,8793.31735,465.72247494275
5744,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,424594.28015,4015.84021706692
5745,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,124154.4241,2050.66288852415
5746,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,39896.801,879.680173472004
5747,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,108217.2499,1487.63251412341
5748,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,35729.82355,964.089928345639
5749,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,801.6285,204.30645827828
5750,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,10289.3534,620.09471448042
5751,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,157598.3287,2200.77056768254
5752,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,244.52365,123.156063371878
5753,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,97693.0695,1721.30616846222
5754,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,18286.1677,669.820243269805
5755,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,312611.3272,2649.71022602608
5756,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,111042.6409,1555.65394561474
5757,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,186553.62995,1794.49552390163
5758,90062,LARIVIERE,2020/07/28 00:00:00+00,ilot parcellaire,33318.3896,1191.32912305409
