"Identifiant","Nom","Adresse","Adresse 2","Code postal","Ville","Pays","Longitude","Latitude","Modification"
"196470","EGLISE","rue de la Chapelle","rue des Vosges","68620","Bitschwiller-les-Thann","FR","7,07849500","47,83092800","07/04/2020 10:44:25"
"94423","Maison des Associations","4 rue du Pont","","68620","Bitschwiller-les-Thann","FR","7,07998200","47,82997000","16/07/2019 17:14:30"
"94422","Salle des Fêtes","3 rue de la Gare","","68620","Bitschwiller-les-Thann","FR","7,07932700","47,82679400","16/07/2019 17:13:02"
"94421","STADE MUNICIPAL","32 rue du Rhin","","68620","Bitschwiller-les-Thann","FR","7,08055700","47,82365500","07/04/2020 10:45:41"
