objectid,nom,insee_comm,commune,gc_key,adresse,n_de_telep,grille,informatio,institutio,mise_a_jou,prochaine_,fax,code_posta,section,source,code_epci,nom_abrege,url,deneigemen,capacite_d,statut_jur,quartier,code_depar,date_maj,haut_debit,f_longitud,f_latidude,longitude,latitude,pv_cat,pv_sous_ca,raccorde_g,num_rac_gf,numero,nom_canton,planche,pv_libelle,image,source_de_,usage,pont,tunnel,objectid_1,st_length_,st_lengthshape
78,SNCF,90032,DANJOUTIN,0, , , , , ,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00, , , , ,0, , ,0,0, , ,0,1970/01/01 00:00:00+00, ,"6° 51' 22.41"" E","47° 37' 33.22"" E","6° 51' 22.41"" E","47° 37' 33.22"" E", , ,0,0,0, , , , , , ,N,N,58,262.810863383,262.994420100589
120,SNCF,90010,BELFORT,0, , , , , ,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00, , , , ,0, , ,0,0, , ,0,1970/01/01 00:00:00+00, ,"6° 51' 17.81"" E","47° 37' 38.29"" E","6° 51' 17.81"" E","47° 37' 38.29"" E", , ,0,0,0, , , , , , ,N,N,130,645.26517577,645.714643700957
143,SNCF,90010,BELFORT,0, , , , , ,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00, , , , ,0, , ,0,0, , ,0,1970/01/01 00:00:00+00, ,"6° 51' 22.59"" E","47° 37' 35.05"" E","6° 51' 22.59"" E","47° 37' 35.05"" E", , ,0,0,0, , , , , , ,N,N,165,102.127672676,102.198946400885
167,SNCF,90010,BELFORT,0, , , , , ,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00, , , , ,0, , ,0,0, , ,0,1970/01/01 00:00:00+00, ,"6° 51' 17.77"" E","47° 37' 37.54"" E","6° 51' 17.77"" E","47° 37' 37.54"" E", , ,0,0,0, , , , , , ,N,N,204,730.373983226,730.882704217585
181,SNCF,90010,BELFORT,0, , , , , ,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00, , , , ,0, , ,0,0, , ,0,1970/01/01 00:00:00+00, ,"6° 51' 17.70"" E","47° 37' 35.20"" E","6° 51' 17.70"" E","47° 37' 35.20"" E", , ,0,0,0, , , , , , ,N,N,205,72.5239742216,72.5746442109917
211,SNCF,90010,BELFORT,0, , , , , ,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00, , , , ,0, , ,0,0, , ,0,1970/01/01 00:00:00+00, ,"6° 51' 10.25"" E","47° 37' 58.42"" E","6° 51' 10.25"" E","47° 37' 58.42"" E", , ,0,0,0, , , , , , ,N,N,237,59.3581012133,59.3993986711987
212,SNCF,90032,DANJOUTIN,0, , , , , ,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00, , , , ,0, , ,0,0, , ,0,1970/01/01 00:00:00+00, ,"6° 51' 23.75"" E","47° 37' 33.25"" E","6° 51' 23.75"" E","47° 37' 33.25"" E", , ,0,0,0, , , , , , ,N,N,238,60.5246988331,60.5669346598455
217,SNCF,90032,DANJOUTIN,0, , , , , ,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00, , , , ,0, , ,0,0, , ,0,1970/01/01 00:00:00+00, ,"6° 51' 22.41"" E","47° 37' 33.22"" E","6° 51' 22.41"" E","47° 37' 33.22"" E", , ,0,0,0, , , , , , ,N,N,270,58.467362898,58.5082052845582
231,SNCF,0, ,0, , , , , ,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00, , , , ,0, , ,0,0, , ,0,1970/01/01 00:00:00+00, , , , , , , ,0,0,0, , , , , , , , ,271,5954.203913,5958.75308960034
237,SNCF,0, ,0, , , , , ,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00, , , , ,0, , ,0,0, , ,0,1970/01/01 00:00:00+00, , , , , , , ,0,0,0, , , , , , , , ,302,1128.0656561,1128.85573470684
239,SNCF,0, ,0, , , , , ,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00, , , , ,0, , ,0,0, , ,0,1970/01/01 00:00:00+00, , , , , , , ,0,0,0, , , , , , , , ,340,20172.325638,20186.9981641387
14181,SNCF,0, ,0, , , , , ,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00, , , , ,0, , ,0,0, , ,0,1970/01/01 00:00:00+00, , , , , , , ,0,0,0, , , , , , , , ,12452,25901.9783259,25920.7623545154
14182,SNCF,0, ,0, , , , , ,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00, , , , ,0, , ,0,0, , ,0,1970/01/01 00:00:00+00, , , , , , , ,0,0,0, , , , , , , , ,12453,33333.1796822,33357.9921057258
14180,SNCF,0, ,0, , , , , ,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00, , , , ,0, , ,0,0, , ,0,1970/01/01 00:00:00+00, , , , , , , ,0,0,0, , , , , , , , ,12454,31431.636426,31453.3751118786
