;Description;URL PROFIL ACHETEUR;CODET SIRET;ADRESSE
Données essentielles des marchés publics;"La Communauté d'agglomération du Val de Fensch met à disposition les données essentielles des contrats de commande publique d'un montant supérieur à 25 000 euros HT.
Cette publication répond à l'exigence de transparence inhérente au développement de l'open data, suivant les modalités décrites par l'arrêté du 27 juillet 2018 relatif aux données essentielles dans la commande publique.
L'accès aux données s'effectue depuis le lien fourni. (profil d'acheteur de la collectivité) 

";https://www.achatpublic.com/sdm/ent/essentialData/searchDE.do ;(Code SIRET à indiquer sur le profil acheteur via l'URL : 24570122200144);Communauté agglomération du Val de Fensch. 10 Rue de Wendel, 57700 HAYANGE 
