DepCode,DepLib,ComInsee,ComLib,InsNumeroInstall,InsNom,EquipementId,EquNom,EquNomBatiment,EquNbEquIdentique,EquipementTypeCode,EquipementTypeLib,GestionTypeProprietairePrincLib,GestionTypeGestionnairePrincLib,GestionTypeProprietaireSecLib,GestionTypeGestionnaireSecLib,EquGestionDSP,EquDouche,EquEclairage,EquErpCTS,EquErpREF,EquErpL,EquErpN,EquErpO,EquErpOA,EquErpP,EquErpPA,EquErpR,EquErpRPE,EquErpSG,EquErpX,EquErpCategorie,EquAnneeService,AnneeServiceLib,EquNbPlaceTribune,NatureSolLib,NatureLibelle,EquHauteurEvolution,EquLongueurEvolution,EquLargeurEvolution,EquSurfaceEvolution,EquHauteurSurfaceEvo,EquNbCouloirPiste,EquNbVestiaireSpo,EquVestiaireSpoChauffe,EquNbVestiaireArbitre,EquSanitaireSportif,EquSanitairePublic,EquOuvertSaison,EquProximite,EquSono,EquTableauFixe,EquChrono,EquAmenagementAucun,EquUtilScolaire,EquUtilClub,EquUtilAutre,EquUtilIndividuel,EquUtilPerformance,EquUtilFormation,EquUtilRecreation,EquDateDernierTravauxReal,AnneeTravauxRealLibelle,EquDateDernierTravauxAucun,EquTravauxRealConformite,EquTravauxRealNorme,EquTravauxRealUsager,EquTravauxRealDegradation,EquTravauxRealVetuste,EquAccesHandimAire,EquAccesHandimTribune,EquAccesHandimVestiaire,EquAccesHandimSaniSpo,EquAccesHandimSaniPub,EquAccesHandimAucun,EquAccesHandisAucun,EquAccesHandisAire,EquAccesHandisTribune,EquAccesHandisVestiaire,EquAccesHandisSaniSpo,EquAccesHandisSaniPub,EquAccueilClub,EquAccueilSalle,EquAccueilBuvette,EquAccueilDopage,EquAccueilMedic,EquAccueilInfirmerie,EquAccueilBureau,EquAccueilReception,EquAccueilLocalRangement,EquAccueilAutre,EquAccueilAucun,EquChauffageNon,EquChauffageFuel,EquChauffageGaz,EquChauffageElectricite,EquChauffageSolaire,EquChauffageAutre,EquConfortSauna,EquConfortBainBouillonant,EquConfortBainVapeur,EquConfortSolarium,EquConfortAutre,EquConfortAucun,EquDemarcheHQE,EquSaeNbCouloir,EquSaeHauteur,EquSaeSurface,EquNatureSignal,EquNatureAlert,EquNatureAcPubPed,EquNatureAcPubRout,EquNatureAcPubMec,EquNatureAcPubNau,EquNatureAcSecPed,EquNatureAcSecRout,EquNatureAcSecMec,EquNatureAcSecNau,EquNatureLocTec,EquNatureLocPed,EquNatureAutorise,EquNaturePDESI,EquipNatureSituationLib,EquNatureSEVoies,EquNatureClassFedeMini,EquNatureClassFedeMaxi,EquNatureESTour,EquNatureAETreuil,EquNatureSKAltitudeBasse,EquNatureSKAltitudeHaute,EquNatureSKDebit,EquNatureSKTotalRemontee,EquNatureSKNbKMSkiAlpin,EquNatureSKNbKMSkiNordique,EquNatureSHNbPisteNeigeArti,EquNatureSKSnowPark,EquNatureSKHalfpipe,EquNatureSKKmLance,EquNatureSKBorder,EquNatureSKSlalom,EquNatureSKTremplin,EquNatureSKJardinAlpin,EquNatureSKJardinNordique,EquipementTir10,EquipementTir25,EquipementTir50,EquipementTir100,EquipementTir200,EquipementTir300,EquipementTirPlateau,EquipementTirAutre,EquAthDev,EquAthLongLigneDroite,EquAthNbCouloirLigne,EquAthNbCouloirHorsLigne,EquAthRiviere,EquNatSurv,EquAthNbSautTotal,EquAthNbSautHauteur,EquAthNbSautLongueur,EquAthNbSautTriple,EquAthNbSautPerche,EquAthNbLancerTotal,EquAthNbPoids,EquAthNbDisque,EquAthNbJavelot,EquAthNbMarteau,EquAthNBMarteauMixte,EquNatFormeLib,EquNatLongueurBassin,EquNatLargeurBassin,EquNatSurfaceBassin,EquNatProfMini,EquNatProfMax,EquNatCouloir,EquNatSurfacePlageBassin,EquNatNbTTotal,EquNatNbT1,EquNatNbT3,EquNatNbPTotal,EquNatNbP3,EquNatNbP5,EquNatNbP7,EquNatNbP10,EquNatMaV,EquNatTobog,EquNatPentaglisse,EquNatRiviere,EquNatImHandi,EquNatFM,EquNatMM,EquNatEclSub,EquNatSonorisationSub,EquNatAutre,EquPresencePataugeoir,longitude,latitude,EquDateCreation,EquDateMaj
33,Gironde,33001,Abzac,330010001,Stade Fernand Rode,234986,Plateau Eps,,1,1701,Plateau EPS/Multisports/city-stades,Commune,Commune,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1962,1945-1964,0,Bitume,Découvert,.00,26.00,14.00,364.00,.00,0,0,0,0,0,0,0,-1,0,0,0,-1,1,,,1,0,1,1,1999,1995-2004,0,0,0,0,0,-1,Oui,Non-concerne,Non-concerne,Non-concerne,Non-concerne,Non,Oui,Non,Non-concerne,Non-concerne,Non-concerne,Non-concerne,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13337000,45.01647000,2005-12-12 00:00:00,2014-11-17 00:00:00
33,Gironde,33001,Abzac,330010001,Stade Fernand Rode,234987,Terrain de Football d'Entrainement,,1,2802,Terrain de football,Commune,Commune,,,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,,1962,1945-1964,0,Gazon naturel,Découvert,.00,108.00,67.00,7236.00,.00,0,4,-1,2,-1,-1,0,0,0,0,0,-1,2,1,3,4,1,3,2,2003,1995-2004,0,0,0,0,0,-1,Oui,Non-concerne,Oui,Oui,Oui,Non,Oui,Non,Non-concerne,Non,Non,Non,-1,-1,-1,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13386000,45.01570000,2005-12-12 00:00:00,2014-12-10 00:00:00
33,Gironde,33001,Abzac,330010001,Stade Fernand Rode,234988,Terrain de Football,,1,2802,Terrain de football,Commune,Commune,,,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1983,1975-1984,250,Gazon naturel,Découvert,.00,114.00,69.00,7866.00,.00,0,4,-1,2,-1,-1,0,0,0,0,0,-1,2,1,,3,1,2,3,2003,1995-2004,0,0,0,0,0,-1,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,-1,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13470000,45.01485000,2005-12-12 00:00:00,2014-11-17 00:00:00
33,Gironde,33001,Abzac,330010001,Stade Fernand Rode,234989,Mur de Tennis,,1,1105,Mur de tennis,Commune,Commune,,,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,,1995,1995-2004,0,Béton,Découvert,3.00,18.00,7.00,126.00,3.00,0,2,-1,0,-1,0,0,-1,0,0,0,-1,,1,,2,0,1,2,2005,A partir de 2005,0,0,0,0,0,-1,Oui,Non-concerne,Non,Non,Non-concerne,Non,Oui,Non,Non-concerne,Non,Non,Non-concerne,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13358000,45.01639000,2005-12-12 00:00:00,2014-11-17 00:00:00
33,Gironde,33001,Abzac,330010001,Stade Fernand Rode,234990,Court de Tennis,,2,501,Court de tennis,Commune,Commune,,,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,5,1990,1985-1994,0,Béton,Découvert,.00,36.00,18.00,648.00,.00,0,2,-1,0,-1,0,0,0,0,0,0,-1,1,1,4,1,1,2,3,2005,A partir de 2005,0,0,0,0,0,-1,Oui,Non-concerne,Non,Non,Non-concerne,Non,Oui,Non,Non-concerne,Non,Non,Non-concerne,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13381000,45.01643000,2005-12-12 00:00:00,2014-11-17 00:00:00
33,Gironde,33001,Abzac,330010002,Point d'Embarquement Sur Isle,283289,Halte Nautique Sur l'Isle,,1,2410,Point d'embarquement et de débarquement isolé,Commune,Commune,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1995-2004,0,Surface naturelle,Site naturel,.00,.00,.00,.00,,,0,0,0,0,0,0,-1,0,0,0,-1,1,1,1,1,,,1,,,-1,0,0,0,0,0,Non,Non-concerne,Non-concerne,Non-concerne,Non-concerne,Oui,Oui,Non,Non-concerne,Non-concerne,Non-concerne,Non-concerne,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,,,,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,Rivière fleuve,,I,II,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12460000,45.01868000,2007-10-12 00:00:00,2014-11-17 00:00:00
33,Gironde,33002,Aillas,330020002,Foyer Rural,234991,Salle Polyvalente,,1,2201,Salles polyvalentes / des fêtes / non spécialisées,Commune,Commune,,,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,4,1954,1945-1964,0,Parquet,Intérieur,5.00,19.00,11.00,217.00,5.00,0,0,0,0,-1,-1,0,0,0,0,0,-1,2,,1,,0,2,1,1985,1985-1994,0,0,0,0,0,-1,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,0,-1,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7307000,44.47375000,2005-12-12 00:00:00,2013-05-14 00:00:00
33,Gironde,33002,Aillas,330020001,Stade Municipal,234992,Court de Tennis,,2,501,Court de tennis,Commune,Commune,,,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,5,1985,1985-1994,0,Béton,Découvert,.00,36.00,18.00,648.00,.00,0,2,-1,1,-1,-1,0,0,0,0,0,-1,1,1,1,1,1,2,3,2003,1995-2004,0,0,0,0,0,-1,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7269000,44.47560000,2005-12-12 00:00:00,2013-05-14 00:00:00
33,Gironde,33002,Aillas,330020001,Stade Municipal,234993,Terrain de Football Annexe,,1,2802,Terrain de football,Commune,Commune,,,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,5,1985,1985-1994,0,Gazon naturel,Découvert,.00,60.00,40.00,2400.00,.00,0,4,-1,2,-1,-1,0,0,0,0,0,-1,2,1,3,,1,2,3,1997,1995-2004,0,0,0,0,0,-1,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7508000,44.47542000,2005-12-12 00:00:00,2013-05-14 00:00:00
33,Gironde,33002,Aillas,330020001,Stade Municipal,234994,Terrain de Football,,1,2802,Terrain de football,Commune,Commune,,,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,5,1966,1965-1974,0,Gazon naturel,Découvert,.00,114.00,71.00,8037.00,.00,0,4,0,2,-1,-1,0,0,0,0,0,-1,2,1,3,,1,2,3,1997,1995-2004,0,0,0,0,0,-1,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7388000,44.47539000,2005-12-12 00:00:00,2013-05-14 00:00:00
33,Gironde,33002,Aillas,330020003,Poney Club de Paupail,234995,Carrière,,1,901,Carrière,Privé non commercial,Etablissement privé commercial,,,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,5,2003,1995-2004,0,Sable,Découvert,.00,70.00,35.00,2450.00,.00,0,0,0,0,-1,0,0,0,0,0,0,-1,,2,,1,2,,1,,,-1,0,0,0,0,0,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,-1,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5457000,44.48103000,2005-12-12 00:00:00,2013-05-14 00:00:00
33,Gironde,33002,Aillas,330020004,Chemin de Randonnee,282934,Boucle Locale Cadane,,1,3012,Boucle de randonnée,Commune,Commune,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1995-2004,0,Surface naturelle,Site naturel aménagé,,11000.00,.00,.00,,,0,0,0,0,0,0,-1,0,0,0,-1,,1,,1,,,1,,,-1,0,0,0,0,0,Non,Non-concerne,Non-concerne,Non-concerne,Non-concerne,Oui,Oui,Non,Non-concerne,Non-concerne,Non-concerne,Non-concerne,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,,,,0,0,-1,-1,0,0,-1,-1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7216000,44.47368000,2007-10-03 00:00:00,2015-11-04 15:11:01.873000000
33,Gironde,33002,Aillas,330020008,Ecuries du Tempo,348140,Carrière,,1,901,Carrière,Etablissement privé commercial,Etablissement privé commercial,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,,2014,A partir de 2005,0,Sable,Découvert,,60.00,25.00,1500.00,,,0,,0,,,,,0,0,0,-1,,1,,1,1,,1,,,-1,0,0,0,0,0,Non-renseigne,Non-concerne,Non-concerne,Non-concerne,Non-concerne,Non-renseigne,Non-renseigne,Non-renseigne,Non-concerne,Non-concerne,Non-concerne,Non-concerne,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7279000,44.49933000,2014-11-21 15:08:16.380000000,
33,Gironde,33002,Aillas,330020008,Ecuries du Tempo,348141,Manège,,1,903,Manège,Etablissement privé commercial,Etablissement privé commercial,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,2014,A partir de 2005,0,Sable,Extérieur couvert,5.00,42.00,21.60,800.00,,,0,,0,,,,,0,0,0,-1,,1,,1,1,,1,,,-1,0,0,0,0,0,Non-renseigne,Non-concerne,Non-concerne,Non-concerne,Non-concerne,Non-renseigne,Non-renseigne,Non-renseigne,Non-concerne,Non-concerne,Non-concerne,Non-concerne,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7279000,44.49932660,2014-11-21 15:08:16.577000000,
33,Gironde,33003,Ambarès-et-Lagrave,330030022,Body Gym,234996,Salle de Cours Collectifs,,1,801,Salle de cours collectifs,Etablissement privé commercial,Etablissement privé commercial,,,,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,5,1996,1995-2004,0,Parquet,Intérieur,3.00,13.00,13.00,169.00,3.00,0,2,-1,0,-1,0,0,0,-1,0,0,0,,,,1,2,0,1,,,-1,0,0,0,0,0,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.48870000,44.92649000,2005-12-12 00:00:00,2007-10-17 00:00:00
33,Gironde,33003,Ambarès-et-Lagrave,330030022,Body Gym,234997,Salle de Musculation,,1,802,Salle de musculation/cardiotraining,Etablissement privé commercial,Etablissement privé commercial,,,,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,5,1996,1995-2004,0,Synthétique (hors gazon),Intérieur,3.00,22.00,15.00,330.00,3.00,10,2,-1,0,-1,-1,0,0,-1,0,0,0,,,,1,0,0,0,,,0,0,0,0,0,0,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.48870000,44.92649000,2005-12-12 00:00:00,2007-10-17 00:00:00
33,Gironde,33003,Ambarès-et-Lagrave,330030002,Plateau Multisports Erables,235000,Terrain de Basket-Ball,,1,2901,Terrain de basket-ball,Commune,Commune,,,,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,5,1989,1985-1994,0,Bitume,Découvert,.00,30.00,18.00,540.00,.00,0,0,0,0,0,0,0,-1,0,0,0,-1,1,,,1,0,1,1,,,-1,0,0,0,0,0,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.47972330,44.93285300,2005-12-12 00:00:00,2013-01-02 00:00:00
33,Gironde,33003,Ambarès-et-Lagrave,330030003,Plateau Multisports Bel Air,235001,Terrain de Basket-Ball,,1,1701,Plateau EPS/Multisports/city-stades,Commune,Commune,,,,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,5,1995,1995-2004,0,Stabilisé/cendrée,Découvert,.00,32.00,18.00,576.00,.00,0,0,0,0,0,0,0,-1,0,0,0,-1,,,,1,0,0,1,,,-1,0,0,0,0,0,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.50170000,44.92477000,2005-12-12 00:00:00,2012-10-10 00:00:00
33,Gironde,33003,Ambarès-et-Lagrave,330030005,Boulodrome des Erables,235003,Terrain de Pétanque,,1,202,Terrain de pétanque,Commune,Commune,,,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,5,2002,1995-2004,0,Stabilisé/cendrée,Découvert,.00,15.00,11.00,165.00,.00,0,0,0,0,0,0,0,-1,0,0,0,-1,,,,1,0,0,1,,,0,0,0,0,0,0,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.47799000,44.93311000,2005-12-12 00:00:00,2012-10-10 00:00:00
33,Gironde,33003,Ambarès-et-Lagrave,330030007,Fronton,235004,Fronton,,1,1103,Fronton place libre,Commune,Commune,,,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,5,1970,1965-1974,0,Bitume,Découvert,9.00,24.00,12.00,288.00,9.00,0,0,0,0,0,0,0,-1,0,0,0,-1,,1,1,1,0,0,1,2002,1995-2004,0,0,0,0,0,0,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.48913000,44.94677000,2005-12-12 00:00:00,2012-10-10 00:00:00
33,Gironde,33003,Ambarès-et-Lagrave,330030008,Gymnase Ambares 1,235005,Gymnase Ambares1,,1,1901,Salle multisports,Commune,Commune,,,,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,5,1965,1965-1974,0,Synthétique (hors gazon),Intérieur,6.00,26.00,12.00,312.00,6.00,0,2,-1,0,-1,-1,0,0,0,0,0,-1,1,2,,,2,1,0,1998,1995-2004,0,0,0,0,0,0,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.49175000,44.92612000,2005-12-12 00:00:00,2012-10-10 00:00:00
33,Gironde,33003,Ambarès-et-Lagrave,330030009,Salle des Sports,235006,Salle de Gymnastique,,1,2106,Salle de gymnastique sportive,Commune,Commune,,,,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,3,2001,1995-2004,0,Bitume,Intérieur,7.00,15.00,9.00,131.00,7.00,0,2,-1,0,-1,-1,0,0,0,0,0,-1,,1,,,0,1,0,,,-1,0,0,0,0,0,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.48209000,44.92849000,2005-12-12 00:00:00,2012-10-10 00:00:00
33,Gironde,33003,Ambarès-et-Lagrave,330030009,Salle des Sports,235007,Salle des Sports,,1,1901,Salle multisports,Commune,Commune,,,,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,3,1983,1975-1984,0,Synthétique (hors gazon),Intérieur,9.00,36.00,18.00,648.00,9.00,0,2,-1,0,-1,-1,0,0,0,0,0,-1,1,2,,,1,1,1,2005,A partir de 2005,0,0,0,0,0,0,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.48209000,44.92849000,2005-12-12 00:00:00,2012-10-10 00:00:00
33,Gironde,33003,Ambarès-et-Lagrave,330030021,Pas de Tir À l'Arc,235008,Pas de Tir a l'Arc,,1,1401,Pas de tir à l'arc,Commune,Commune,,,,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,5,,1965-1974,0,Surface naturelle,Découvert,.00,100.00,.00,.00,.00,0,0,0,0,0,0,-1,0,0,0,0,-1,,1,,,,1,0,,,-1,0,0,0,0,0,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.48136000,44.92879000,2005-12-12 00:00:00,2012-10-10 00:00:00
33,Gironde,33003,Ambarès-et-Lagrave,330030011,Piscine Couverte,235009,Bassin de Natation Sportive,,1,102,Bassin sportif de natation,Commune,Commune,,,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,3,1971,1965-1974,0,Carrelage,Intérieur,,,,,3.00,0,6,-1,0,-1,-1,0,0,0,0,0,-1,1,1,,1,1,1,1,1993,1985-1994,0,0,0,0,0,0,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Rectangulaire/carré,25.00,12.50,312.50,1.79,3.20,5,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.48250000,44.92806000,2005-12-12 00:00:00,2013-01-02 00:00:00
33,Gironde,33003,Ambarès-et-Lagrave,330030012,Complexe Sportif Lachaze,235011,Dojo,,1,1801,Dojo / Salle d'arts martiaux,Commune,Commune,,,,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,3,1972,1965-1974,0,Parquet,Intérieur,5.00,15.00,10.00,150.00,5.00,0,2,-1,1,-1,-1,0,0,0,0,0,-1,2,1,,,1,1,1,1997,1995-2004,0,0,0,0,0,0,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.49641000,44.94158000,2005-12-12 00:00:00,2012-10-10 00:00:00
33,Gironde,33003,Ambarès-et-Lagrave,330030012,Complexe Sportif Lachaze,235012,Terrain d'Honneur,,1,2802,Terrain de football,Commune,Commune,,,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,5,1974,1965-1974,500,Gazon naturel,Découvert,.00,110.00,65.00,7150.00,.00,0,5,-1,2,-1,-1,0,0,0,0,0,-1,,1,,,1,1,0,,,0,0,0,0,0,0,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,-1,0,-1,0,0,-1,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.49546000,44.94268000,2005-12-12 00:00:00,2013-01-02 00:00:00
