COLL_NOM;COLL_SIRET;STATION_TYPE;STATION_NOM;STATION_NBRE;STATION_FONCTIONNEMENT;STATION_PUISSANCE;CONNECTEUR_TYPE;CONNECTEUR_NBRE;ADR_NUMERO;ADR_NOMVOIE;ADR_COMPLEMENTAIRE;ADR_CODEPOSTAL;ADR_VILLE;EQUIP_LAT;EQUIP_LONG;EQUIP_X;EQUIP_Y
Sixt-sur-Aff;21350328700012;Borne recharge électrique;Borne Place Charles de Gaulle;1;Authentification avec le badge béa-SDE35 ou l'appli Alizecharge;3,7-22 kVA;Prise E/F et prise T3 d'un côté - Prise E/F et prise T2 de l'autre côté;2;8;Rue des Templiers;;35550;Sixt-sur-Aff;47.776271;-2.080533;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
