INSEE;DATAPPRO;ETENDUE;LIBELLE;URLFIC;IDURBA;TYPEPSC;ID_NCA;TXT;NOMFIC;DATVALID;geometry
06122;2017-03-13;;Venelles piétonnes à protéger;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/saint-jeannet-plu;00000612220170313;24;;Venelles;PLU de Saint-Jeannet;2017-03-13;{"type": "LineString", "coordinates": [[7.14393659, 43.74948494], [7.14412565, 43.74943341], [7.14428771, 43.74938669], [7.14437566, 43.74936532], [7.14457676, 43.74931873]]}
06122;2017-03-13;;Venelles piétonnes à protéger;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/saint-jeannet-plu;00000612220170313;24;;Venelles;PLU de Saint-Jeannet;2017-03-13;{"type": "LineString", "coordinates": [[7.14380794, 43.74920777], [7.14383124, 43.74920157], [7.14392139, 43.74917633], [7.14398148, 43.7491599]]}
06122;2017-03-13;;Axe commercial à protéger;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/saint-jeannet-plu;00000612220170313;22;;Axe comm;PLU de Saint-Jeannet;2017-03-13;{"type": "LineString", "coordinates": [[7.1440343, 43.74974465], [7.14389439, 43.74950769], [7.14382081, 43.74933626], [7.14372508, 43.74914722], [7.14358545, 43.74868961]]}
