X,Y,nom_dept,nom_com,insee_com,nom_station,code_station,typologie,influence,nom_poll,id_poll_ue,valeur,unite,metrique,date_debut,date_fin,statut_valid,x_wgs84,y_wgs84,y_l93,x_l93,the_geom,id,ObjectId
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,NO,38,1.3,µg/m3,mensuelle,2020/03/01 00:00:00+00,2020/03/31 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,176,176
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,NO,38,1.4,µg/m3,mensuelle,2020/10/01 00:00:00+00,2020/10/31 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,177,177
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,NO,38,1.4,µg/m3,mensuelle,2020/09/01 00:00:00+00,2020/09/30 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,178,178
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,NO,38,1.9,µg/m3,mensuelle,2020/02/01 00:00:00+00,2020/02/29 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,179,179
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,NO,38,2.4,µg/m3,mensuelle,2020/12/01 00:00:00+00,2020/12/31 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,180,180
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,NO,38,3.3,µg/m3,mensuelle,2020/01/01 00:00:00+00,2020/01/31 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,181,181
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,NO,38,4.6,µg/m3,mensuelle,2020/11/01 00:00:00+00,2020/11/30 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,182,182
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,PM10,5,21.5,µg/m3,mensuelle,2021/01/01 00:00:00+00,2021/01/31 23:59:59+00,0,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,183,183
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,PM10,5,9.6,µg/m3,mensuelle,2020/06/01 00:00:00+00,2020/06/30 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,184,184
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,PM10,5,9.7,µg/m3,mensuelle,2020/12/01 00:00:00+00,2020/12/31 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,185,185
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,PM10,5,10.6,µg/m3,mensuelle,2020/10/01 00:00:00+00,2020/10/31 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,186,186
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,PM10,5,10.8,µg/m3,mensuelle,2020/08/01 00:00:00+00,2020/08/31 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,187,187
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,PM10,5,10.8,µg/m3,mensuelle,2020/05/01 00:00:00+00,2020/05/31 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,188,188
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,PM10,5,12.9,µg/m3,mensuelle,2020/09/01 00:00:00+00,2020/09/30 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,189,189
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,PM10,5,13.2,µg/m3,mensuelle,2020/07/01 00:00:00+00,2020/07/31 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,190,190
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,PM10,5,13.9,µg/m3,mensuelle,2020/02/01 00:00:00+00,2020/02/29 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,191,191
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,PM10,5,15.1,µg/m3,mensuelle,2020/03/01 00:00:00+00,2020/03/31 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,192,192
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,PM10,5,15.9,µg/m3,mensuelle,2020/04/01 00:00:00+00,2020/04/30 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,193,193
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,PM10,5,15.9,µg/m3,mensuelle,2020/01/01 00:00:00+00,2020/01/31 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,194,194
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,PM10,5,21,µg/m3,mensuelle,2020/11/01 00:00:00+00,2020/11/30 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,195,195
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,O3,7,22.4,µg/m3,mensuelle,2021/01/01 00:00:00+00,2021/01/31 23:59:59+00,0,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,196,196
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,O3,7,30.9,µg/m3,mensuelle,2020/11/01 00:00:00+00,2020/11/30 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,197,197
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,O3,7,36.5,µg/m3,mensuelle,2020/01/01 00:00:00+00,2020/01/31 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,198,198
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,O3,7,37.5,µg/m3,mensuelle,2020/12/01 00:00:00+00,2020/12/31 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,199,199
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,O3,7,42.9,µg/m3,mensuelle,2020/10/01 00:00:00+00,2020/10/31 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,200,200
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,O3,7,55,µg/m3,mensuelle,2020/02/01 00:00:00+00,2020/02/29 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,201,201
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,O3,7,55.6,µg/m3,mensuelle,2020/09/01 00:00:00+00,2020/09/30 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,202,202
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,O3,7,56.8,µg/m3,mensuelle,2020/03/01 00:00:00+00,2020/03/31 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,203,203
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,O3,7,61.8,µg/m3,mensuelle,2020/06/01 00:00:00+00,2020/06/30 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,204,204
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,O3,7,62,µg/m3,mensuelle,2020/08/01 00:00:00+00,2020/08/31 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,205,205
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,O3,7,65.1,µg/m3,mensuelle,2020/07/01 00:00:00+00,2020/07/31 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,206,206
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,O3,7,66.9,µg/m3,mensuelle,2020/04/01 00:00:00+00,2020/04/30 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,207,207
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,O3,7,69.9,µg/m3,mensuelle,2020/05/01 00:00:00+00,2020/05/31 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,208,208
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,NO2,8,13.4,µg/m3,mensuelle,2021/01/01 00:00:00+00,2021/01/31 23:59:59+00,0,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,209,209
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,NO2,8,4.3,µg/m3,mensuelle,2020/07/01 00:00:00+00,2020/07/31 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,210,210
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,NO2,8,4.4,µg/m3,mensuelle,2020/05/01 00:00:00+00,2020/05/31 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,211,211
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,NO2,8,4.5,µg/m3,mensuelle,2020/06/01 00:00:00+00,2020/06/30 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,212,212
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,NO2,8,5.7,µg/m3,mensuelle,2020/08/01 00:00:00+00,2020/08/31 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,213,213
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,NO2,8,6.8,µg/m3,mensuelle,2020/04/01 00:00:00+00,2020/04/30 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,214,214
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,NO2,8,8.1,µg/m3,mensuelle,2020/10/01 00:00:00+00,2020/10/31 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,215,215
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,NO2,8,9,µg/m3,mensuelle,2020/09/01 00:00:00+00,2020/09/30 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,216,216
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,NO2,8,9.2,µg/m3,mensuelle,2020/03/01 00:00:00+00,2020/03/31 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,217,217
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,NO2,8,9.8,µg/m3,mensuelle,2020/02/01 00:00:00+00,2020/02/29 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,218,218
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,NO2,8,10.8,µg/m3,mensuelle,2020/12/01 00:00:00+00,2020/12/31 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,219,219
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,NO2,8,13.3,µg/m3,mensuelle,2020/11/01 00:00:00+00,2020/11/30 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,220,220
2.405325,47.082784,CHER,Bourges,18033,Leblanc,FR34032,Urbaine,Fond,NO2,8,15.4,µg/m3,mensuelle,2020/01/01 00:00:00+00,2020/01/31 23:59:59+00,1,2.405325,47.082784,"6 664 895,6921612","654 882,4399415",0101000020E610000075029A081B3E0340E75086AA988A4740,221,221
1.40968,47.170154,INDRE,Faverolles-en-Berry,36072,Faverolles,FR34054,Rurale régionale,Fond,O3,7,25.3,µg/m3,mensuelle,2021/01/01 00:00:00+00,2021/01/31 23:59:59+00,0,1.40968,47.170154,"6 675 643,3172571","579 545,9279148",0101000020E610000059349D9D0C8EF63F4CA4349BC7954740,222,222
1.40968,47.170154,INDRE,Faverolles-en-Berry,36072,Faverolles,FR34054,Rurale régionale,Fond,O3,7,40.2,µg/m3,mensuelle,2020/11/01 00:00:00+00,2020/11/30 23:59:59+00,1,1.40968,47.170154,"6 675 643,3172571","579 545,9279148",0101000020E610000059349D9D0C8EF63F4CA4349BC7954740,223,223
1.40968,47.170154,INDRE,Faverolles-en-Berry,36072,Faverolles,FR34054,Rurale régionale,Fond,O3,7,48,µg/m3,mensuelle,2020/10/01 00:00:00+00,2020/10/31 23:59:59+00,1,1.40968,47.170154,"6 675 643,3172571","579 545,9279148",0101000020E610000059349D9D0C8EF63F4CA4349BC7954740,224,224
1.40968,47.170154,INDRE,Faverolles-en-Berry,36072,Faverolles,FR34054,Rurale régionale,Fond,O3,7,49.4,µg/m3,mensuelle,2020/01/01 00:00:00+00,2020/01/31 23:59:59+00,1,1.40968,47.170154,"6 675 643,3172571","579 545,9279148",0101000020E610000059349D9D0C8EF63F4CA4349BC7954740,225,225
1.40968,47.170154,INDRE,Faverolles-en-Berry,36072,Faverolles,FR34054,Rurale régionale,Fond,O3,7,51,µg/m3,mensuelle,2020/12/01 00:00:00+00,2020/12/31 23:59:59+00,1,1.40968,47.170154,"6 675 643,3172571","579 545,9279148",0101000020E610000059349D9D0C8EF63F4CA4349BC7954740,226,226
1.40968,47.170154,INDRE,Faverolles-en-Berry,36072,Faverolles,FR34054,Rurale régionale,Fond,O3,7,56.6,µg/m3,mensuelle,2020/06/01 00:00:00+00,2020/06/30 23:59:59+00,1,1.40968,47.170154,"6 675 643,3172571","579 545,9279148",0101000020E610000059349D9D0C8EF63F4CA4349BC7954740,227,227
1.40968,47.170154,INDRE,Faverolles-en-Berry,36072,Faverolles,FR34054,Rurale régionale,Fond,O3,7,59.4,µg/m3,mensuelle,2020/09/01 00:00:00+00,2020/09/30 23:59:59+00,1,1.40968,47.170154,"6 675 643,3172571","579 545,9279148",0101000020E610000059349D9D0C8EF63F4CA4349BC7954740,228,228
1.40968,47.170154,INDRE,Faverolles-en-Berry,36072,Faverolles,FR34054,Rurale régionale,Fond,O3,7,59.6,µg/m3,mensuelle,2020/08/01 00:00:00+00,2020/08/31 23:59:59+00,1,1.40968,47.170154,"6 675 643,3172571","579 545,9279148",0101000020E610000059349D9D0C8EF63F4CA4349BC7954740,229,229
1.40968,47.170154,INDRE,Faverolles-en-Berry,36072,Faverolles,FR34054,Rurale régionale,Fond,O3,7,61.6,µg/m3,mensuelle,2020/02/01 00:00:00+00,2020/02/29 23:59:59+00,1,1.40968,47.170154,"6 675 643,3172571","579 545,9279148",0101000020E610000059349D9D0C8EF63F4CA4349BC7954740,230,230
1.40968,47.170154,INDRE,Faverolles-en-Berry,36072,Faverolles,FR34054,Rurale régionale,Fond,O3,7,62.1,µg/m3,mensuelle,2020/07/01 00:00:00+00,2020/07/31 23:59:59+00,1,1.40968,47.170154,"6 675 643,3172571","579 545,9279148",0101000020E610000059349D9D0C8EF63F4CA4349BC7954740,231,231
1.40968,47.170154,INDRE,Faverolles-en-Berry,36072,Faverolles,FR34054,Rurale régionale,Fond,O3,7,64,µg/m3,mensuelle,2020/03/01 00:00:00+00,2020/03/31 23:59:59+00,1,1.40968,47.170154,"6 675 643,3172571","579 545,9279148",0101000020E610000059349D9D0C8EF63F4CA4349BC7954740,232,232
1.40968,47.170154,INDRE,Faverolles-en-Berry,36072,Faverolles,FR34054,Rurale régionale,Fond,O3,7,65.3,µg/m3,mensuelle,2020/04/01 00:00:00+00,2020/04/30 23:59:59+00,1,1.40968,47.170154,"6 675 643,3172571","579 545,9279148",0101000020E610000059349D9D0C8EF63F4CA4349BC7954740,233,233
1.40968,47.170154,INDRE,Faverolles-en-Berry,36072,Faverolles,FR34054,Rurale régionale,Fond,O3,7,70,µg/m3,mensuelle,2020/05/01 00:00:00+00,2020/05/31 23:59:59+00,1,1.40968,47.170154,"6 675 643,3172571","579 545,9279148",0101000020E610000059349D9D0C8EF63F4CA4349BC7954740,234,234
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,NO,38,6,µg/m3,mensuelle,2021/01/01 00:00:00+00,2021/01/31 23:59:59+00,0,0.653776,47.344132,"6 696 387,2264789","522 880,4999542",0101000020E61000003B1C5DA5BBEBE43FE8C072840CAC4740,235,235
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,NO,38,0.3,µg/m3,mensuelle,2020/05/01 00:00:00+00,2020/05/31 23:59:59+00,1,0.653776,47.344132,"6 696 387,2264789","522 880,4999542",0101000020E61000003B1C5DA5BBEBE43FE8C072840CAC4740,236,236
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,NO,38,0.4,µg/m3,mensuelle,2020/06/01 00:00:00+00,2020/06/30 23:59:59+00,1,0.653776,47.344132,"6 696 387,2264789","522 880,4999542",0101000020E61000003B1C5DA5BBEBE43FE8C072840CAC4740,237,237
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,NO,38,0.4,µg/m3,mensuelle,2020/04/01 00:00:00+00,2020/04/30 23:59:59+00,1,0.653776,47.344132,"6 696 387,2264789","522 880,4999542",0101000020E61000003B1C5DA5BBEBE43FE8C072840CAC4740,238,238
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,NO,38,0.7,µg/m3,mensuelle,2020/07/01 00:00:00+00,2020/07/31 23:59:59+00,1,0.653776,47.344132,"6 696 387,2264789","522 880,4999542",0101000020E61000003B1C5DA5BBEBE43FE8C072840CAC4740,239,239
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,NO,38,0.8,µg/m3,mensuelle,2020/08/01 00:00:00+00,2020/08/31 23:59:59+00,1,0.653776,47.344132,"6 696 387,2264789","522 880,4999542",0101000020E61000003B1C5DA5BBEBE43FE8C072840CAC4740,240,240
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,NO,38,0.8,µg/m3,mensuelle,2020/03/01 00:00:00+00,2020/03/31 23:59:59+00,1,0.653776,47.344132,"6 696 387,2264789","522 880,4999542",0101000020E61000003B1C5DA5BBEBE43FE8C072840CAC4740,241,241
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,NO,38,0.9,µg/m3,mensuelle,2020/10/01 00:00:00+00,2020/10/31 23:59:59+00,1,0.653776,47.344132,"6 696 387,2264789","522 880,4999542",0101000020E61000003B1C5DA5BBEBE43FE8C072840CAC4740,242,242
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,NO,38,1,µg/m3,mensuelle,2020/02/01 00:00:00+00,2020/02/29 23:59:59+00,1,0.653776,47.344132,"6 696 387,2264789","522 880,4999542",0101000020E61000003B1C5DA5BBEBE43FE8C072840CAC4740,243,243
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,NO,38,1.9,µg/m3,mensuelle,2020/09/01 00:00:00+00,2020/09/30 23:59:59+00,1,0.653776,47.344132,"6 696 387,2264789","522 880,4999542",0101000020E61000003B1C5DA5BBEBE43FE8C072840CAC4740,244,244
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,NO,38,2.1,µg/m3,mensuelle,2020/12/01 00:00:00+00,2020/12/31 23:59:59+00,1,0.653776,47.344132,"6 696 387,2264789","522 880,4999542",0101000020E61000003B1C5DA5BBEBE43FE8C072840CAC4740,245,245
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,NO,38,3.1,µg/m3,mensuelle,2020/01/01 00:00:00+00,2020/01/31 23:59:59+00,1,0.653776,47.344132,"6 696 387,2264789","522 880,4999542",0101000020E61000003B1C5DA5BBEBE43FE8C072840CAC4740,246,246
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,NO,38,5.8,µg/m3,mensuelle,2020/11/01 00:00:00+00,2020/11/30 23:59:59+00,1,0.653776,47.344132,"6 696 387,2264789","522 880,4999542",0101000020E61000003B1C5DA5BBEBE43FE8C072840CAC4740,247,247
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,PM2.5,6001,25.4,µg/m3,mensuelle,2021/01/01 00:00:00+00,2021/01/31 23:59:59+00,0,0.653776,47.344132,"6 696 387,2264789","522 880,4999542",0101000020E61000003B1C5DA5BBEBE43FE8C072840CAC4740,248,248
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,PM2.5,6001,5.7,µg/m3,mensuelle,2020/06/01 00:00:00+00,2020/06/30 23:59:59+00,1,0.653776,47.344132,"6 696 387,2264789","522 880,4999542",0101000020E61000003B1C5DA5BBEBE43FE8C072840CAC4740,249,249
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,PM2.5,6001,6,µg/m3,mensuelle,2020/07/01 00:00:00+00,2020/07/31 23:59:59+00,1,0.653776,47.344132,"6 696 387,2264789","522 880,4999542",0101000020E61000003B1C5DA5BBEBE43FE8C072840CAC4740,250,250
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,PM2.5,6001,6.7,µg/m3,mensuelle,2020/10/01 00:00:00+00,2020/10/31 23:59:59+00,1,0.653776,47.344132,"6 696 387,2264789","522 880,4999542",0101000020E61000003B1C5DA5BBEBE43FE8C072840CAC4740,251,251
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,PM2.5,6001,6.9,µg/m3,mensuelle,2020/08/01 00:00:00+00,2020/08/31 23:59:59+00,1,0.653776,47.344132,"6 696 387,2264789","522 880,4999542",0101000020E61000003B1C5DA5BBEBE43FE8C072840CAC4740,252,252
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,PM2.5,6001,7.3,µg/m3,mensuelle,2020/02/01 00:00:00+00,2020/02/29 23:59:59+00,1,0.653776,47.344132,"6 696 387,2264789","522 880,4999542",0101000020E61000003B1C5DA5BBEBE43FE8C072840CAC4740,253,253
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,PM2.5,6001,7.8,µg/m3,mensuelle,2020/09/01 00:00:00+00,2020/09/30 23:59:59+00,1,0.653776,47.344132,"6 696 387,2264789","522 880,4999542",0101000020E61000003B1C5DA5BBEBE43FE8C072840CAC4740,254,254
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,PM2.5,6001,7.8,µg/m3,mensuelle,2020/05/01 00:00:00+00,2020/05/31 23:59:59+00,1,0.653776,47.344132,"6 696 387,2264789","522 880,4999542",0101000020E61000003B1C5DA5BBEBE43FE8C072840CAC4740,255,255
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,PM2.5,6001,9.1,µg/m3,mensuelle,2020/12/01 00:00:00+00,2020/12/31 23:59:59+00,1,0.653776,47.344132,"6 696 387,2264789","522 880,4999542",0101000020E61000003B1C5DA5BBEBE43FE8C072840CAC4740,256,256
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,PM2.5,6001,11.5,µg/m3,mensuelle,2020/03/01 00:00:00+00,2020/03/31 23:59:59+00,1,0.653776,47.344132,"6 696 387,2264789","522 880,4999542",0101000020E61000003B1C5DA5BBEBE43FE8C072840CAC4740,257,257
0.653776,47.344132,INDRE-ET-LOIRE,Joué-lès-Tours,37122,Joué lès Tours,FR34024,Urbaine,Fond,PM2.5,6001,11.9,µg/m3,mensuelle,2020/01/01 00:00:00+00,2020/01/31 23:59:59+00,1,0.653776,47.344132,"6 696 387,2264789","522 880,4999542",0101000020E61000003B1C5DA5BBEBE43FE8C072840CAC4740,258,258
