FID,id_zas,lib_zas,type_za,annee,pop_insee_hab,id_poll_ue,nom_poll,valeur_reg,pop_exp_hab,surf_en_depassement,surf_totale,SHAPE_Length,SHAPE_Area
1,24,CENTRE-VAL DE LOIRE,Region,2016,2524738,8,NO2,40 µg/m³ en moyenne annuelle en NO2,0,0,39473,16.6942764393093,4.71789742339787
