INSEE;DATAPPRO;ETENDUE;LIBELLE;URLFIC;IDURBA;TYPEPSC;ID_NCA;LIB_TYPEPSC2;TXT;NOMFIC;DATVALID;geometry
06065;2018-02-01;;Axe commercial à protéger;;00000606520180201;22;;;Axe com;PLU de la Gaude;2018-02-01;{"type": "LineString", "coordinates": [[7.15079656, 43.72240073], [7.15057347, 43.72237062], [7.15039386, 43.72234171], [7.15030348, 43.72231941], [7.15024284, 43.72230032], [7.15018604, 43.72227579], [7.150134, 43.72224622], [7.15008756, 43.7222121], [7.15004748, 43.72217397], [7.15001441, 43.72213246], [7.14998888, 43.72208823]]}
