Maison des Associations;Date ;Heure de début;Heure de fin;Activité;Type de réservation;Associations
NICE-EST SAINT ROCH;21/06/2016;09H00;21H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL DEPARTEMENTAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;21/06/2016;09H00;13H00;ORGANISME PUBLIC;REUNION;MAIRIE DE NICE
NICE-EST SAINT ROCH;21/06/2016;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;21/06/2016;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;21/06/2016;09H00;12H00;SOCIAL;PERMANENCE;ALAID
NICE-EST SAINT ROCH;21/06/2016;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;21/06/2016;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;21/06/2016;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;21/06/2016;09H00;13H00;ORGANISME PUBLIC;COURS;POLE EDUCATION ROUTIERE
NICE-EST SAINT ROCH;21/06/2016;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;21/06/2016;09H00;21H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;21/06/2016;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;21/06/2016;09H00;12H00;HUMANITAIRE;COURS;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;21/06/2016;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;21/06/2016;09H00;21H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL DEPARTEMENTAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;21/06/2016;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;21/06/2016;10H00;12H00;LOISIRS;COURS;INTERNET SENIORS 2
NICE-EST SAINT ROCH;21/06/2016;10H00;12H00;HANDICAP;REUNION;SIGNES
NICE-EST SAINT ROCH;21/06/2016;10H00;12H00;HUMANITAIRE;REUNION;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;21/06/2016;14H00;17H00;ENSEIGNEMENT;COURS;CODES 06 - COMITE DEPARTEMENTAL D'EDUCATION POUR LA SANTE
NICE-EST SAINT ROCH;21/06/2016;14H00;16H00;CULTURE;COURS;CERCLE GENEALOGIQUE MARALPIN
NICE-EST SAINT ROCH;21/06/2016;14H00;17H00;LOISIRS;COURS;LE CLAN DES BOULEGANS
NICE-EST SAINT ROCH;21/06/2016;14H00;17H00;HUMANITAIRE;COURS;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;21/06/2016;14H00;17H00;HUMANITAIRE;;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;21/06/2016;14H00;16H00;LOISIRS;COURS;INTERNET SENIORS 2
NICE-EST SAINT ROCH;21/06/2016;14H00;17H00;SENIORS;COURS;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;21/06/2016;14H00;17H00;SOCIAL;PERMANENCE;ALAID
NICE-EST SAINT ROCH;21/06/2016;16H00;19H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;21/06/2016;16H00;18H00;CULTURE;;NUX VOMICA
NICE-EST SAINT ROCH;21/06/2016;17H00;20H00;SOCIAL;COURS;GFAA - GENERATION FEMMES D'AFRIQUE ET D'AILLEURS
NICE-EST SAINT ROCH;21/06/2016;18H00;19H00;CULTURE;ATELIER;NUX VOMICA
NICE-EST SAINT ROCH;21/06/2016;18H00;19H00;CULTURE;COURS;FRANCE RUSSIE
NICE-EST SAINT ROCH;21/06/2016;18H00;19H00;SOCIAL;PERMANENCE;FDF - FAMILLES DE FRANCE - ASSOCIATION DU COMTE DE NICE
NICE-EST SAINT ROCH;21/06/2016;18H00;20H00;ACTIVITE BIEN ETRE;COURS;LES PONTS DES PIES
NICE-EST SAINT ROCH;21/06/2016;18H00;21H00;EMPLOI;COURS;ATHEMIS - ASSISTANCE DU TOURISME, L'HOTELLERIE ET LA MAIN D'OEUVRE INTERNATIONALE SPECIALISEE
NICE-EST SAINT ROCH;21/06/2016;19H00;21H00;DANSE ;COURS;CORPS & GRAPHIK
NICE-EST SAINT ROCH;21/06/2016;19H00;20H00;CULTURE;COURS;COLOMBIE COTE D'AZUR CCA
NICE-EST SAINT ROCH;22/06/2016;09H00;13H00;ORGANISME PUBLIC;REUNION;MAIRIE DE NICE
NICE-EST SAINT ROCH;22/06/2016;09H00;21H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL DEPARTEMENTAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;22/06/2016;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;22/06/2016;09H00;12H00;SOCIAL;PERMANENCE;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;22/06/2016;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;22/06/2016;09H00;21H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;22/06/2016;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;22/06/2016;09H00;12H00;SOCIAL;PERMANENCE;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;22/06/2016;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;22/06/2016;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;22/06/2016;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;22/06/2016;09H00;21H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL DEPARTEMENTAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;22/06/2016;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;22/06/2016;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;22/06/2016;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;22/06/2016;10H00;12H00;ACTIVITE BIEN ETRE;ATELIER;SYNERGIE OPTIMALE
NICE-EST SAINT ROCH;22/06/2016;10H00;13H00;CINEMA;COURS;OBJECTIF GRAND ANGLE
NICE-EST SAINT ROCH;22/06/2016;13H00;14H00;SANTE;PERMANENCE;POLE PSY
NICE-EST SAINT ROCH;22/06/2016;14H00;16H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;22/06/2016;14H00;16H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;22/06/2016;14H00;16H00;ACTIVITE BIEN ETRE;COURS;ASSOCIATION POUR L'ART DU MIEUX ETRE
NICE-EST SAINT ROCH;22/06/2016;14H00;16H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;22/06/2016;15H00;17H00;DANSE ;COURS;L'DANSE
NICE-EST SAINT ROCH;22/06/2016;15H00;18H00;PROXIMITE;COURS;SEL NICE AZUR PROVENCE
NICE-EST SAINT ROCH;22/06/2016;15H00;17H00;SANTE;ATELIER;LE MIROIR DE MISCHA
NICE-EST SAINT ROCH;22/06/2016;16H00;18H00;THEATRE;COURS;COUR ET JARDIN
NICE-EST SAINT ROCH;22/06/2016;17H00;20H00;DANSE ;COURS;APOLLO DANSE
NICE-EST SAINT ROCH;22/06/2016;18H00;21H00;THEATRE;COURS;COUR ET JARDIN
NICE-EST SAINT ROCH;22/06/2016;18H00;20H00;COURS DE LANGUE;COURS;PLANETE ASIE 
NICE-EST SAINT ROCH;22/06/2016;18H00;21H00;THEATRE;COURS;COUR ET JARDIN
NICE-EST SAINT ROCH;22/06/2016;18H00;21H00;CULTURE;REUNION;ASPACA - ASSOCIATION SENEGALAISE PROVENCE ALPES COTE D'AZUR
NICE-EST SAINT ROCH;22/06/2016;18H00;21H00;THEATRE;COURS;COUR ET JARDIN
NICE-EST SAINT ROCH;22/06/2016;18H00;21H00;THEATRE;COURS;COUR ET JARDIN
NICE-EST SAINT ROCH;22/06/2016;18H00;20H00;MUSIQUE;COURS;DELICES DE MUSIQUE ANCIENNE
NICE-EST SAINT ROCH;22/06/2016;19H00;21H00;DANSE ;COURS;ANCA - AMERICAN NEW COUNTRY ATTITUDE
NICE-EST SAINT ROCH;23/06/2016;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;23/06/2016;09H00;12H00;ENSEIGNEMENT;REUNION;ECTI - ECHANGES ET CONSULTATIONS PROFESSIONNELS SENIORS BENEVOLES
NICE-EST SAINT ROCH;23/06/2016;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;23/06/2016;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;23/06/2016;09H00;21H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;23/06/2016;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;23/06/2016;09H00;21H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL DEPARTEMENTAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;23/06/2016;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;23/06/2016;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;23/06/2016;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;23/06/2016;09H00;21H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL DEPARTEMENTAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;23/06/2016;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;23/06/2016;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;23/06/2016;10H00;15H00;JEUNESSE;REUNION;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;23/06/2016;10H00;11H00;ACTIVITE BIEN ETRE;COURS;ASSOCIATION POUR L'ART DU MIEUX ETRE
NICE-EST SAINT ROCH;23/06/2016;14H00;17H00;ACTIVITE MANUELLE;REUNION;LES COUSETTES
NICE-EST SAINT ROCH;23/06/2016;14H00;17H00;SPORT;COURS;"YAMATO BUDO ""SPORT POUR TOUS"""
NICE-EST SAINT ROCH;23/06/2016;14H00;17H00;SENIORS;REUNION;IRSEA - ASSOCIATION DES RETRAITES IRSEA DE NICE
NICE-EST SAINT ROCH;23/06/2016;16H00;18H00;CULTURE;CONFERENCE;IPAAM - INSTITUT DE PREHISTOIRE ET D'ARCHEOLOGIE ALPES MEDITERRANEE
NICE-EST SAINT ROCH;23/06/2016;16H00;19H00;CULTURE;REUNION;CEPPI - CENTRE D'ETUDES PARAPSYCHOLOGIQUES ET DES PHENOMENES INEXPLIQUES
NICE-EST SAINT ROCH;23/06/2016;16H00;19H00;EMPLOI;COURS;EXPLORATION PROFESSIONNELLE
NICE-EST SAINT ROCH;23/06/2016;17H00;19H00;THEATRE;COURS;TWIST'ART
NICE-EST SAINT ROCH;23/06/2016;17H00;18H00;SPECTACLE VIVANT;COURS;LA RAPPORTEUSE
NICE-EST SAINT ROCH;23/06/2016;17H00;19H00;CULTURE;COURS;FRANCE RUSSIE
NICE-EST SAINT ROCH;23/06/2016;18H00;19H00;DANSE ;COURS;MOUVANCES
NICE-EST SAINT ROCH;23/06/2016;18H00;19H00;CULTURE;COURS;NUX VOMICA
NICE-EST SAINT ROCH;23/06/2016;18H00;19H00;DANSE ;COURS;L'DANSE
NICE-EST SAINT ROCH;23/06/2016;18H00;20H00;COURS DE LANGUE;COURS;AZUR ENTRAIDE
NICE-EST SAINT ROCH;23/06/2016;19H00;21H00;ENSEIGNEMENT;CONFERENCE;MAAT LE CHEMIN DU COEUR - ATELIER DE DEVELOPPEMENT PERSONNEL
NICE-EST SAINT ROCH;23/06/2016;19H00;20H00;MUSIQUE;PERMANENCE;NHA MITA PEREIRA
NICE-EST SAINT ROCH;23/06/2016;19H00;21H00;ACTIVITE BIEN ETRE;COURS;SEREIN'ART
NICE-EST SAINT ROCH;23/06/2016;19H00;21H00;CULTURE;ATELIER;NUX VOMICA
NICE-EST SAINT ROCH;23/06/2016;19H00;21H00;ACTIVITE BIEN ETRE;COURS;DE L'ETOILE O SAMA
NICE-EST SAINT ROCH;23/06/2016;19H00;21H00;CULTURE;COURS;NUX VOMICA
NICE-EST SAINT ROCH;23/06/2016;19H00;21H00;THEATRE;COURS;TWIST'ART
NICE-EST SAINT ROCH;24/06/2016;09H00;11H00;ACTIVITE BIEN ETRE;COURS;AZUR SOLEIL ACCOMPAGNEMENT
NICE-EST SAINT ROCH;24/06/2016;09H00;21H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL DEPARTEMENTAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;24/06/2016;09H00;17H00;ENSEIGNEMENT;PERMANENCE;AMICALE DES POLONAIS NICE - COTE D'AZUR
NICE-EST SAINT ROCH;24/06/2016;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;24/06/2016;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;24/06/2016;09H00;12H00;SPORT;COURS;"YAMATO BUDO ""SPORT POUR TOUS"""
NICE-EST SAINT ROCH;24/06/2016;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;24/06/2016;09H00;21H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL DEPARTEMENTAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;24/06/2016;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;24/06/2016;09H00;17H00;ENSEIGNEMENT;PERMANENCE;AMICALE DES POLONAIS NICE - COTE D'AZUR
NICE-EST SAINT ROCH;24/06/2016;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;24/06/2016;09H00;21H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;24/06/2016;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;24/06/2016;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;24/06/2016;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;24/06/2016;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;24/06/2016;11H00;13H00;DANSE ;COURS;AZUR BALLET
NICE-EST SAINT ROCH;24/06/2016;14H00;17H00;SENIORS;REUNION;IRSEA - ASSOCIATION DES RETRAITES IRSEA DE NICE
NICE-EST SAINT ROCH;24/06/2016;16H00;19H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;24/06/2016;16H00;20H00;COURS DE LANGUE;COURS;AZUR ENTRAIDE
NICE-EST SAINT ROCH;24/06/2016;17H00;18H00;SPECTACLE VIVANT;COURS;LA RAPPORTEUSE
NICE-EST SAINT ROCH;24/06/2016;17H00;18H00;ARTS PLASTIQUES;COURS;LES GRENOUILLES QUI VOULAIENT VOLER
NICE-EST SAINT ROCH;24/06/2016;18H00;21H00;ACTIVITE BIEN ETRE;COURS;LES PONTS DES PIES
NICE-EST SAINT ROCH;24/06/2016;18H00;20H00;ARTS PLASTIQUES;COURS;LES GRENOUILLES QUI VOULAIENT VOLER
NICE-EST SAINT ROCH;24/06/2016;18H00;20H00;CULTURE;ATELIER;L'ECOLE DE LA VIE
NICE-EST SAINT ROCH;24/06/2016;19H00;21H00;THEATRE;COURS;PLAYS AND SONGS
NICE-EST SAINT ROCH;25/06/2016;10H00;13H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;25/06/2016;10H00;13H00;SOCIAL;REUNION;PARRAIN MARRAINE POUR M'ACCOMPAGNER
NICE-EST SAINT ROCH;25/06/2016;10H00;13H00;CULTURE;REUNION;ASSOCIATION FRANCO TAMOULS DE LA COTE D'AZUR
NICE-EST SAINT ROCH;25/06/2016;10H00;13H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;25/06/2016;10H00;13H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;25/06/2016;10H00;13H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;25/06/2016;10H00;13H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL DEPARTEMENTAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;25/06/2016;10H00;13H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;25/06/2016;10H00;13H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;25/06/2016;10H00;13H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;25/06/2016;10H00;13H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;25/06/2016;10H00;13H00;SOCIAL;PERMANENCE;ASSOCIATION NICE POUR L'INTEGRATION ET LA SOLIDARITE (ANIS)
NICE-EST SAINT ROCH;25/06/2016;10H00;13H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;25/06/2016;10H00;13H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;25/06/2016;10H00;13H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL DEPARTEMENTAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;25/06/2016;11H00;13H00;SPECTACLE VIVANT;COURS;LA COMPAGNIE DE L'INVENT'ERE
NICE-EST SAINT ROCH;25/06/2016;14H00;18H00;CULTURE;COURS;TWIST'ART
NICE-EST SAINT ROCH;25/06/2016;14H00;17H00;CULTURE;PERMANENCE;LE RENDEZ-VOUS ASTROLOGIQUE
NICE-EST SAINT ROCH;25/06/2016;14H00;17H00;ENSEIGNEMENT;CONFERENCE;MAAT LE CHEMIN DU COEUR - ATELIER DE DEVELOPPEMENT PERSONNEL
NICE-EST SAINT ROCH;25/06/2016;14H00;18H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;25/06/2016;14H00;18H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;25/06/2016;14H00;16H00;CULTURE;COURS;FRANCE RUSSIE
NICE-EST SAINT ROCH;25/06/2016;14H00;18H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL DEPARTEMENTAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;25/06/2016;14H00;18H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;25/06/2016;14H00;18H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;25/06/2016;14H00;18H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL DEPARTEMENTAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;25/06/2016;14H00;18H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;25/06/2016;14H00;18H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;25/06/2016;14H00;18H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;25/06/2016;14H00;18H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;25/06/2016;14H00;18H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;25/06/2016;14H00;18H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;25/06/2016;15H00;17H00;DANSE ;COURS;DANSONS
NICE-EST SAINT ROCH;25/06/2016;15H00;17H00;SOCIAL;COURS;PARRAIN MARRAINE POUR M'ACCOMPAGNER
NICE-EST SAINT ROCH;25/06/2016;16H00;18H00;MUSIQUE;PERMANENCE;NHA MITA PEREIRA
TRACHEL;20/06/2016;09H00;11H00;CULTURE;COURS;SZKOLA POLSKA - ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE POLONAISE DE NICE
TRACHEL;20/06/2016;12H00;14H00;ACTIVITE BIEN ETRE;COURS;LE BIEN ETRE PAR LE QI GONG
TRACHEL;20/06/2016;14H00;19H00;PROXIMITE;PERMANENCE;ASSOCIATION DU QUARTIER SAINT-ETIENNE
TRACHEL;20/06/2016;19H00;21H00;CHANT;COURS;AILN - ASSOCIATION DES INTERPRETES LYRIQUES DE NICE
TRACHEL;21/06/2016;18H00;20H00;CULTURE;COURS;ASSOCIATION DES CITOYENS BULGARES DE NICE CANNES ET MONACO
TRACHEL;22/06/2016;10H00;12H00;PROXIMITE;COURS;ASSOCIATION MEDIATION CITE
TRACHEL;22/06/2016;14H00;19H00;PROXIMITE;PERMANENCE;ASSOCIATION DU QUARTIER SAINT-ETIENNE
TRACHEL;23/06/2016;09H00;10H00;SOCIAL;ATELIER;ASSOCIATION ANTHROPOSOPHIQUE DE NICE 
TRACHEL;23/06/2016;18H00;19H00;SOCIAL;ATELIER;ASSOCIATION ANTHROPOSOPHIQUE DE NICE 
TRACHEL;24/06/2016;10H00;12H00;PROXIMITE;COURS;ASSOCIATION MEDIATION CITE
TRACHEL;24/06/2016;18H00;20H00;CULTURE;COURS;ASSOCIATION DES CITOYENS BULGARES DE NICE CANNES ET MONACO
TRACHEL;25/06/2016;10H00;13H00;THEATRE;COURS;LE QUADRANT MAGIQUE
TRACHEL;25/06/2016;14H00;17H00;CULTURE;REPETITION;ADRASIE - ASSOCIATION POUR LE DEVELOPPEMENT ET LE RAYONNEMENT DE LA CULTURE DE L'ASIE DU SUD EST
TRACHEL;25/06/2016;17H00;18H00;CHANT;COURS;AILN - ASSOCIATION DES INTERPRETES LYRIQUES DE NICE
TRACHEL;25/06/2016;18H00;21H00;CULTURE;PERMANENCE;AMCTCN - ASSOCIATION MASSIWA POUR LA CULTURE ET LA TRADITION COMORIENNE A NICE
