siretAcheteur;urlProfilAcheteur;coordonnnees
69201865800074;https://www.marches-securises.fr/perso/La-Ruche-Habitat_45/ ;" SA COOP PRODUCTION HLM LA RUCHE HABITAT 
33 RUE DU FAUBOURG DE BOURGOGNE 
45000 ORLEANS"
