caf;minima
caf;minima
CAF DE L'AIN;91,725891435
CAF DE L'AISNE;93,805645908
CAF DE L'ALLIER;99,23047579
CAF DES ALPES-DE-HAUTE-PROVENCE;98,342713312
CAF DES HAUTES-ALPES;97,490028605
CAF DES ALPES-MARITIMES;95,442905317
CAF DE L'ARDECHE;97,945307954
CAF DES ARDENNES;95,595383699
CAF DE L'ARIEGE;99,992716856
CAF DE L'AUBE;99,925814853
CAF DE L'AUDE;99,656259967
CAF DE L'AVEYRON;93,622514846
CAF DES BOUCHES-DU-RHONE;92,469332187
CAF DU CALVADOS;97,941889703
CAF DU CANTAL;98,808381722
CAF DE LA CHARENTE;99,265779597
CAF DE LA CHARENTE-MARITIME;97,257296352
CAF DU CHER;94,804734776
CAF DE LA CORREZE;96,226107909
CAF DE CORSE-DU-SUD;97,748592871
CAF DE LA HAUTE-CORSE;96,856485035
CAF DE LA COTE-D'OR;92,717203016
CAF DES COTES-D'ARMOR;98,465725245
CAF DE LA CREUSE;93,149777652
CAF DE LA DORDOGNE;99,183318853
CAF DU DOUBS;93,938052186
CAF DE LA DROME;98,775885036
CAF DE L'EURE;97,603089028
CAF DE L'EURE-ET-LOIR;99,250674393
CAF DU FINISTERE;86,279567187
CAF DU GARD;95,124419855
CAF DE LA HAUTE-GARONNE;94,196289771
CAF DU GERS;91,096504332
CAF DE GIRONDE;94,037434457
CAF DE L'HERAULT;81,542668632
CAF DE L'ILLE-ET-VILAINE;89,492001123
CAF DE L'INDRE;95,925874833
CAF DE L'INDRE-ET-LOIRE;95,234599212
CAF DE L'ISERE;97,045890844
CAF DU JURA;93,943998804
CAF DES LANDES;99,002651561
CAF DE LOIR-ET-CHER;99,192803576
CAF DE LA LOIRE;98,227569652
CAF DE LA HAUTE-LOIRE;97,808917197
CAF DE LOIRE-ATLANTIQUE;96,065259545
CAF DU LOIRET;96,954371866
CAF DU LOT;91,385352703
CAF DE LOT-ET-GARONNE;90,602782502
CAF DE LA LOZERE;99,525198399
CAF DE MAINE-ET-LOIRE;99,304215217
CAF DE LA MANCHE;98,801412574
CAF DE LA MARNE;95,131574373
CAF DE LA HAUTE-MARNE;99,662386016
CAF DE LA MAYENNE;94,425573214
CAF DE LA MEURTHE-ET-MOSELLE;99,332611717
CAF DE LA MEUSE;99,320832718
CAF DU MORBIHAN;98,084821054
CAF DE LA MOSELLE;95,321214298
CAF DE LA NIEVRE;98,360466725
CAF DU NORD;94,569332363
CAF DE L'OISE;98,146593171
CAF DE L'ORNE;93,852711982
CAF DU PAS-DE-CALAIS;92,661495354
CAF DU PUY-DE-DOME;99,879891578
CAF DES PYRENEES-ATLANTIQUES;95,397269732
CAF DES HAUTES-PYRENEES;95,657161928
CAF DES PYRENNEES-ORIENTALES;92,337442436
CAF DU BAS-RHIN;98,855006057
CAF DU HAUT-RHIN;93,47858112
CAF DU RHONE;99,410585745
CAF DE LA HAUTE-SAONE;91,84163653
CAF DE LA SAONE-ET-LOIRE;89,729764181
CAF DE LA SARTHE;98,052007346
CAF DE LA SAVOIE;92,610240832
CAF DE LA HAUTE-SAVOIE;98,864785733
CAF DE PARIS;97,395299305
CAF DE SEINE-MARITIME;99,833076718
CAF DE SEINE-ET-MARNE;94,015445666
CAF DES YVELINES;93,13261977
CAF DES DEUX-SEVRES;94,817209095
CAF DE LA SOMME;92,054479971
CAF DU TARN;95,760330682
CAF DE TARN-ET-GARONNE;81,476347254
CAF DU VAR;95,392633831
CAF DU VAUCLUSE;90,855360368
CAF DE LA VENDEE;96,906353404
CAF DE LA VIENNE;96,678641127
CAF DE LA HAUTE-VIENNE;99,344350511
CAF DES VOSGES;96,118978154
CAF DE L'YONNE;99,590685959
CAF DU TERRITOIRE DE BELFORT;96,708188123
CAF DE L'ESSONNE;91,089435449
CAF DES HAUTS-DE-SEINE;99,375273567
CAF DE SEINE-SAINT-DENIS;90,5495471
CAF DU VAL-DE-MARNE;95,731011003
CAF DU VAL-D'OISE;95,960372578
CAF DE LA GUADELOUPE;96,436978111
CAF DE LA MARTINIQUE;99,190276361
CAF DE LA GUYANE;92,329657617
CAF DE LA REUNION;93,286942366
