FID,ID,PREC_PLANI,PREC_ALTI,ARTIF,FICTIF,FRANCHISST,NOM,POS_SOL,REGIME,Z_INI,Z_FIN,SHAPE_LEN,Shape__Length
1,TRON_EAU0000000006025979,1.5,1,Oui,Oui,NC,canal d'orléans,0,Permanent,122.3,122.5,1167.70172623,115754.866529074
