Code du département,Libellé du département,Code de la circonscription,Libellé de la circonscription,Code de la commune,Libellé de la commune,Code du b.vote,Inscrits,Abstentions,% Abs/Ins,Votants,% Vot/Ins,Blancs,% Blancs/Ins,% Blancs/Vot,Nuls,% Nuls/Ins,% Nuls/Vot,Exprimés,% Exp/Ins,% Exp/Vot,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp
33,Gironde,3,3ème circonscription,522,Talence,18,964,450,"46,68",514,"53,32",2,"0,21","0,39",4,"0,41","0,78",508,"52,7","98,83",12,M,MARHADOUR,Eric,EXG,2,"0,21","0,39",19,F,TARIS,Isabelle,COM,6,"0,62","1,18",4,M,PRUD'HOMME,Loïc,FI,84,"8,71","16,54",3,F,CHARAÏ,Naïma,SOC,104,"10,79","20,47",18,M,PERRIER,Alain,DVG,5,"0,52","0,98",1,F,TEULON,Cécile,ECO,2,"0,21","0,39",14,M,FERRARI,Jean-Marc,ECO,2,"0,21","0,39",16,M,HOLBING,Thomas,ECO,2,"0,21","0,39",20,M,CAZAUX,Olivier,ECO,8,"0,83","1,57",5,M,CHAUVET,Pascal,DIV,0,0,0,7,F,MESSAOUD,Badhia,DIV,8,"0,83","1,57",8,M,CHASSAIGNE,Joel,DIV,0,0,0,11,F,BERDOYES,Danielle,DIV,4,"0,41","0,79",15,M,ISSANGA,Wilfrid,DIV,2,"0,21","0,39",22,F,REY--CAPDEPON,Sascha,DIV,4,"0,41","0,79",21,M,FETOUH,Marik,REM,201,"20,85","39,57",17,M,GOURD,Alexandre,LR,48,"4,98","9,45",6,M,MILLAC,Mikael,DVD,0,0,0,9,F,MATHA-STEPANI,Françoise,DVD,1,"0,1","0,2",10,M,DUFOUR,Dominique,DLF,1,"0,1","0,2",2,M,PALUTEAU,Bruno,FN,22,"2,28","4,33",13,F,LE GUEN,Nathalie,EXD,2,"0,21","0,39"
33,Gironde,3,3ème circonscription,522,Talence,19,897,432,"48,16",465,"51,84",6,"0,67","1,29",2,"0,22","0,43",457,"50,95","98,28",12,M,MARHADOUR,Eric,EXG,0,0,0,19,F,TARIS,Isabelle,COM,2,"0,22","0,44",4,M,PRUD'HOMME,Loïc,FI,73,"8,14","15,97",3,F,CHARAÏ,Naïma,SOC,92,"10,26","20,13",18,M,PERRIER,Alain,DVG,3,"0,33","0,66",1,F,TEULON,Cécile,ECO,1,"0,11","0,22",14,M,FERRARI,Jean-Marc,ECO,7,"0,78","1,53",16,M,HOLBING,Thomas,ECO,4,"0,45","0,88",20,M,CAZAUX,Olivier,ECO,9,1,"1,97",5,M,CHAUVET,Pascal,DIV,0,0,0,7,F,MESSAOUD,Badhia,DIV,5,"0,56","1,09",8,M,CHASSAIGNE,Joel,DIV,3,"0,33","0,66",11,F,BERDOYES,Danielle,DIV,6,"0,67","1,31",15,M,ISSANGA,Wilfrid,DIV,0,0,0,22,F,REY--CAPDEPON,Sascha,DIV,2,"0,22","0,44",21,M,FETOUH,Marik,REM,159,"17,73","34,79",17,M,GOURD,Alexandre,LR,41,"4,57","8,97",6,M,MILLAC,Mikael,DVD,1,"0,11","0,22",9,F,MATHA-STEPANI,Françoise,DVD,2,"0,22","0,44",10,M,DUFOUR,Dominique,DLF,8,"0,89","1,75",2,M,PALUTEAU,Bruno,FN,32,"3,57",7,13,F,LE GUEN,Nathalie,EXD,7,"0,78","1,53"
33,Gironde,3,3ème circonscription,522,Talence,20,943,485,"51,43",458,"48,57",2,"0,21","0,44",2,"0,21","0,44",454,"48,14","99,13",12,M,MARHADOUR,Eric,EXG,3,"0,32","0,66",19,F,TARIS,Isabelle,COM,7,"0,74","1,54",4,M,PRUD'HOMME,Loïc,FI,89,"9,44","19,6",3,F,CHARAÏ,Naïma,SOC,87,"9,23","19,16",18,M,PERRIER,Alain,DVG,2,"0,21","0,44",1,F,TEULON,Cécile,ECO,1,"0,11","0,22",14,M,FERRARI,Jean-Marc,ECO,3,"0,32","0,66",16,M,HOLBING,Thomas,ECO,1,"0,11","0,22",20,M,CAZAUX,Olivier,ECO,5,"0,53","1,1",5,M,CHAUVET,Pascal,DIV,0,0,0,7,F,MESSAOUD,Badhia,DIV,2,"0,21","0,44",8,M,CHASSAIGNE,Joel,DIV,2,"0,21","0,44",11,F,BERDOYES,Danielle,DIV,4,"0,42","0,88",15,M,ISSANGA,Wilfrid,DIV,1,"0,11","0,22",22,F,REY--CAPDEPON,Sascha,DIV,2,"0,21","0,44",21,M,FETOUH,Marik,REM,171,"18,13","37,67",17,M,GOURD,Alexandre,LR,37,"3,92","8,15",6,M,MILLAC,Mikael,DVD,0,0,0,9,F,MATHA-STEPANI,Françoise,DVD,4,"0,42","0,88",10,M,DUFOUR,Dominique,DLF,3,"0,32","0,66",2,M,PALUTEAU,Bruno,FN,26,"2,76","5,73",13,F,LE GUEN,Nathalie,EXD,4,"0,42","0,88"
33,Gironde,3,3ème circonscription,522,Talence,21,715,385,"53,85",330,"46,15",4,"0,56","1,21",0,0,0,326,"45,59","98,79",12,M,MARHADOUR,Eric,EXG,0,0,0,19,F,TARIS,Isabelle,COM,3,"0,42","0,92",4,M,PRUD'HOMME,Loïc,FI,68,"9,51","20,86",3,F,CHARAÏ,Naïma,SOC,58,"8,11","17,79",18,M,PERRIER,Alain,DVG,2,"0,28","0,61",1,F,TEULON,Cécile,ECO,3,"0,42","0,92",14,M,FERRARI,Jean-Marc,ECO,1,"0,14","0,31",16,M,HOLBING,Thomas,ECO,2,"0,28","0,61",20,M,CAZAUX,Olivier,ECO,2,"0,28","0,61",5,M,CHAUVET,Pascal,DIV,0,0,0,7,F,MESSAOUD,Badhia,DIV,5,"0,7","1,53",8,M,CHASSAIGNE,Joel,DIV,4,"0,56","1,23",11,F,BERDOYES,Danielle,DIV,1,"0,14","0,31",15,M,ISSANGA,Wilfrid,DIV,0,0,0,22,F,REY--CAPDEPON,Sascha,DIV,4,"0,56","1,23",21,M,FETOUH,Marik,REM,125,"17,48","38,34",17,M,GOURD,Alexandre,LR,24,"3,36","7,36",6,M,MILLAC,Mikael,DVD,1,"0,14","0,31",9,F,MATHA-STEPANI,Françoise,DVD,1,"0,14","0,31",10,M,DUFOUR,Dominique,DLF,3,"0,42","0,92",2,M,PALUTEAU,Bruno,FN,15,"2,1","4,6",13,F,LE GUEN,Nathalie,EXD,4,"0,56","1,23"
33,Gironde,3,3ème circonscription,522,Talence,22,869,499,"57,42",370,"42,58",7,"0,81","1,89",4,"0,46","1,08",359,"41,31","97,03",12,M,MARHADOUR,Eric,EXG,1,"0,12","0,28",19,F,TARIS,Isabelle,COM,9,"1,04","2,51",4,M,PRUD'HOMME,Loïc,FI,69,"7,94","19,22",3,F,CHARAÏ,Naïma,SOC,59,"6,79","16,43",18,M,PERRIER,Alain,DVG,2,"0,23","0,56",1,F,TEULON,Cécile,ECO,1,"0,12","0,28",14,M,FERRARI,Jean-Marc,ECO,4,"0,46","1,11",16,M,HOLBING,Thomas,ECO,1,"0,12","0,28",20,M,CAZAUX,Olivier,ECO,9,"1,04","2,51",5,M,CHAUVET,Pascal,DIV,2,"0,23","0,56",7,F,MESSAOUD,Badhia,DIV,7,"0,81","1,95",8,M,CHASSAIGNE,Joel,DIV,1,"0,12","0,28",11,F,BERDOYES,Danielle,DIV,5,"0,58","1,39",15,M,ISSANGA,Wilfrid,DIV,0,0,0,22,F,REY--CAPDEPON,Sascha,DIV,6,"0,69","1,67",21,M,FETOUH,Marik,REM,122,"14,04","33,98",17,M,GOURD,Alexandre,LR,24,"2,76","6,69",6,M,MILLAC,Mikael,DVD,0,0,0,9,F,MATHA-STEPANI,Françoise,DVD,1,"0,12","0,28",10,M,DUFOUR,Dominique,DLF,10,"1,15","2,79",2,M,PALUTEAU,Bruno,FN,21,"2,42","5,85",13,F,LE GUEN,Nathalie,EXD,5,"0,58","1,39"
33,Gironde,3,3ème circonscription,522,Talence,23,709,419,"59,1",290,"40,9",2,"0,28","0,69",2,"0,28","0,69",286,"40,34","98,62",12,M,MARHADOUR,Eric,EXG,1,"0,14","0,35",19,F,TARIS,Isabelle,COM,2,"0,28","0,7",4,M,PRUD'HOMME,Loïc,FI,45,"6,35","15,73",3,F,CHARAÏ,Naïma,SOC,49,"6,91","17,13",18,M,PERRIER,Alain,DVG,5,"0,71","1,75",1,F,TEULON,Cécile,ECO,1,"0,14","0,35",14,M,FERRARI,Jean-Marc,ECO,6,"0,85","2,1",16,M,HOLBING,Thomas,ECO,2,"0,28","0,7",20,M,CAZAUX,Olivier,ECO,3,"0,42","1,05",5,M,CHAUVET,Pascal,DIV,0,0,0,7,F,MESSAOUD,Badhia,DIV,3,"0,42","1,05",8,M,CHASSAIGNE,Joel,DIV,1,"0,14","0,35",11,F,BERDOYES,Danielle,DIV,3,"0,42","1,05",15,M,ISSANGA,Wilfrid,DIV,2,"0,28","0,7",22,F,REY--CAPDEPON,Sascha,DIV,1,"0,14","0,35",21,M,FETOUH,Marik,REM,99,"13,96","34,62",17,M,GOURD,Alexandre,LR,31,"4,37","10,84",6,M,MILLAC,Mikael,DVD,0,0,0,9,F,MATHA-STEPANI,Françoise,DVD,2,"0,28","0,7",10,M,DUFOUR,Dominique,DLF,5,"0,71","1,75",2,M,PALUTEAU,Bruno,FN,23,"3,24","8,04",13,F,LE GUEN,Nathalie,EXD,2,"0,28","0,7"
33,Gironde,3,3ème circonscription,522,Talence,24,973,526,"54,06",447,"45,94",4,"0,41","0,89",4,"0,41","0,89",439,"45,12","98,21",12,M,MARHADOUR,Eric,EXG,2,"0,21","0,46",19,F,TARIS,Isabelle,COM,7,"0,72","1,59",4,M,PRUD'HOMME,Loïc,FI,80,"8,22","18,22",3,F,CHARAÏ,Naïma,SOC,80,"8,22","18,22",18,M,PERRIER,Alain,DVG,4,"0,41","0,91",1,F,TEULON,Cécile,ECO,3,"0,31","0,68",14,M,FERRARI,Jean-Marc,ECO,5,"0,51","1,14",16,M,HOLBING,Thomas,ECO,1,"0,1","0,23",20,M,CAZAUX,Olivier,ECO,6,"0,62","1,37",5,M,CHAUVET,Pascal,DIV,1,"0,1","0,23",7,F,MESSAOUD,Badhia,DIV,5,"0,51","1,14",8,M,CHASSAIGNE,Joel,DIV,2,"0,21","0,46",11,F,BERDOYES,Danielle,DIV,4,"0,41","0,91",15,M,ISSANGA,Wilfrid,DIV,0,0,0,22,F,REY--CAPDEPON,Sascha,DIV,3,"0,31","0,68",21,M,FETOUH,Marik,REM,149,"15,31","33,94",17,M,GOURD,Alexandre,LR,35,"3,6","7,97",6,M,MILLAC,Mikael,DVD,1,"0,1","0,23",9,F,MATHA-STEPANI,Françoise,DVD,8,"0,82","1,82",10,M,DUFOUR,Dominique,DLF,6,"0,62","1,37",2,M,PALUTEAU,Bruno,FN,33,"3,39","7,52",13,F,LE GUEN,Nathalie,EXD,4,"0,41","0,91"
33,Gironde,3,3ème circonscription,522,Talence,25,956,545,"57,01",411,"42,99",4,"0,42","0,97",2,"0,21","0,49",405,"42,36","98,54",12,M,MARHADOUR,Eric,EXG,0,0,0,19,F,TARIS,Isabelle,COM,16,"1,67","3,95",4,M,PRUD'HOMME,Loïc,FI,85,"8,89","20,99",3,F,CHARAÏ,Naïma,SOC,58,"6,07","14,32",18,M,PERRIER,Alain,DVG,1,"0,1","0,25",1,F,TEULON,Cécile,ECO,1,"0,1","0,25",14,M,FERRARI,Jean-Marc,ECO,6,"0,63","1,48",16,M,HOLBING,Thomas,ECO,0,0,0,20,M,CAZAUX,Olivier,ECO,10,"1,05","2,47",5,M,CHAUVET,Pascal,DIV,2,"0,21","0,49",7,F,MESSAOUD,Badhia,DIV,6,"0,63","1,48",8,M,CHASSAIGNE,Joel,DIV,1,"0,1","0,25",11,F,BERDOYES,Danielle,DIV,2,"0,21","0,49",15,M,ISSANGA,Wilfrid,DIV,1,"0,1","0,25",22,F,REY--CAPDEPON,Sascha,DIV,2,"0,21","0,49",21,M,FETOUH,Marik,REM,132,"13,81","32,59",17,M,GOURD,Alexandre,LR,28,"2,93","6,91",6,M,MILLAC,Mikael,DVD,1,"0,1","0,25",9,F,MATHA-STEPANI,Françoise,DVD,3,"0,31","0,74",10,M,DUFOUR,Dominique,DLF,9,"0,94","2,22",2,M,PALUTEAU,Bruno,FN,38,"3,97","9,38",13,F,LE GUEN,Nathalie,EXD,3,"0,31","0,74"
33,Gironde,3,3ème circonscription,522,Talence,26,907,613,"67,59",294,"32,41",5,"0,55","1,7",5,"0,55","1,7",284,"31,31","96,6",12,M,MARHADOUR,Eric,EXG,5,"0,55","1,76",19,F,TARIS,Isabelle,COM,4,"0,44","1,41",4,M,PRUD'HOMME,Loïc,FI,72,"7,94","25,35",3,F,CHARAÏ,Naïma,SOC,54,"5,95","19,01",18,M,PERRIER,Alain,DVG,0,0,0,1,F,TEULON,Cécile,ECO,2,"0,22","0,7",14,M,FERRARI,Jean-Marc,ECO,2,"0,22","0,7",16,M,HOLBING,Thomas,ECO,4,"0,44","1,41",20,M,CAZAUX,Olivier,ECO,3,"0,33","1,06",5,M,CHAUVET,Pascal,DIV,0,0,0,7,F,MESSAOUD,Badhia,DIV,2,"0,22","0,7",8,M,CHASSAIGNE,Joel,DIV,2,"0,22","0,7",11,F,BERDOYES,Danielle,DIV,6,"0,66","2,11",15,M,ISSANGA,Wilfrid,DIV,0,0,0,22,F,REY--CAPDEPON,Sascha,DIV,3,"0,33","1,06",21,M,FETOUH,Marik,REM,68,"7,5","23,94",17,M,GOURD,Alexandre,LR,10,"1,1","3,52",6,M,MILLAC,Mikael,DVD,1,"0,11","0,35",9,F,MATHA-STEPANI,Françoise,DVD,2,"0,22","0,7",10,M,DUFOUR,Dominique,DLF,1,"0,11","0,35",2,M,PALUTEAU,Bruno,FN,40,"4,41","14,08",13,F,LE GUEN,Nathalie,EXD,3,"0,33","1,06"
33,Gironde,12,12ème circonscription,523,Targon,1,628,336,"53,5",292,"46,5",5,"0,8","1,71",2,"0,32","0,68",285,"45,38","97,6",3,M,LAVIN,Richard,EXG,1,"0,16","0,35",8,M,MIQUEU,Christophe,FI,38,"6,05","13,33",9,F,VEYSSY,Catherine,SOC,11,"1,75","3,86",5,F,LARGETEAU,Catherine,DVG,0,0,0,4,F,FABRE-NADLER,Anne-Laure,ECO,21,"3,34","7,37",10,M,LAMOTHE,Benoit,DIV,3,"0,48","1,05",6,F,DUBOS,Christelle,REM,102,"16,24","35,79",11,M,D'AMÉCOURT,Yves,LR,60,"9,55","21,05",2,M,MORIN,Jean-Claude,DVD,0,0,0,7,M,FEBBRARI,Alexis,DLF,3,"0,48","1,05",1,M,DUVAL-CAMPANA,Patrick,FN,46,"7,32","16,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,12,12ème circonscription,523,Targon,2,745,394,"52,89",351,"47,11",7,"0,94","1,99",3,"0,4","0,85",341,"45,77","97,15",3,M,LAVIN,Richard,EXG,3,"0,4","0,88",8,M,MIQUEU,Christophe,FI,76,"10,2","22,29",9,F,VEYSSY,Catherine,SOC,8,"1,07","2,35",5,F,LARGETEAU,Catherine,DVG,1,"0,13","0,29",4,F,FABRE-NADLER,Anne-Laure,ECO,24,"3,22","7,04",10,M,LAMOTHE,Benoit,DIV,3,"0,4","0,88",6,F,DUBOS,Christelle,REM,108,"14,5","31,67",11,M,D'AMÉCOURT,Yves,LR,49,"6,58","14,37",2,M,MORIN,Jean-Claude,DVD,3,"0,4","0,88",7,M,FEBBRARI,Alexis,DLF,3,"0,4","0,88",1,M,DUVAL-CAMPANA,Patrick,FN,63,"8,46","18,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,10,10ème circonscription,524,Tarnès,1,240,102,"42,5",138,"57,5",0,0,0,1,"0,42","0,72",137,"57,08","99,28",4,F,GÉNIN,Gaëlle,EXG,0,0,0,10,F,BAJOU,Eloïse,FI,20,"8,33","14,6",9,M,GARANTO,Antoine,SOC,16,"6,67","11,68",3,F,SÉJOURNET,Agnès,ECO,1,"0,42","0,73",2,F,MOULARD,Jacqueline,DIV,0,0,0,8,F,LAMOTHE,Nolwenn,DIV,0,0,0,7,M,BOUDIÉ,Florent,REM,59,"24,58","43,07",1,M,POUVREAU,Charles,UDI,2,"0,83","1,46",5,M,GARRAUD,Jean-Paul,LR,9,"3,75","6,57",6,M,DELAMORTE,Julien,DLF,6,"2,5","4,38",11,F,CHADOURNE,Sandrine,FN,24,10,"17,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,11,11ème circonscription,525,Tauriac,1,1017,543,"53,39",474,"46,61",12,"1,18","2,53",1,"0,1","0,21",461,"45,33","97,26",11,M,BEN HADJ SALEM,Marouni,EXG,5,"0,49","1,08",9,M,LABORDE,Sébastien,COM,6,"0,59","1,3",8,F,LOSSON,Joëlle,FI,66,"6,49","14,32",1,F,LACOSTE,Michelle,SOC,24,"2,36","5,21",4,M,BOURNAZEAU,Bernard,DVG,9,"0,88","1,95",2,F,GOGUET,Caroline,ECO,7,"0,69","1,52",10,M,RICHARD,Olivier,ECO,20,"1,97","4,34",6,F,DEPENVEILLER,Laetitia,DIV,2,"0,2","0,43",14,F,LIGOZAT,Sabine,DIV,0,0,0,12,F,HAMMERER,Véronique,REM,147,"14,45","31,89",5,F,CONTE JAUBERT,Mireille,LR,20,"1,97","4,34",13,M,LORIAUD,Xavier,DVD,29,"2,85","6,29",15,M,BALDÈS,Denis,DVD,12,"1,18","2,6",3,M,GIACOMOTTO,Georges,DLF,7,"0,69","1,52",16,F,DIAZ,Edwige,FN,105,"10,32","22,78",7,M,JAY,François,EXD,2,"0,2","0,43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,10,10ème circonscription,526,Tayac,1,113,41,"36,28",72,"63,72",1,"0,88","1,39",0,0,0,71,"62,83","98,61",4,F,GÉNIN,Gaëlle,EXG,1,"0,88","1,41",10,F,BAJOU,Eloïse,FI,9,"7,96","12,68",9,M,GARANTO,Antoine,SOC,1,"0,88","1,41",3,F,SÉJOURNET,Agnès,ECO,3,"2,65","4,23",2,F,MOULARD,Jacqueline,DIV,0,0,0,8,F,LAMOTHE,Nolwenn,DIV,3,"2,65","4,23",7,M,BOUDIÉ,Florent,REM,20,"17,7","28,17",1,M,POUVREAU,Charles,UDI,0,0,0,5,M,GARRAUD,Jean-Paul,LR,13,"11,5","18,31",6,M,DELAMORTE,Julien,DLF,3,"2,65","4,23",11,F,CHADOURNE,Sandrine,FN,18,"15,93","25,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,527,Le Teich,1,763,363,"47,58",400,"52,42",3,"0,39","0,75",1,"0,13","0,25",396,"51,9",99,2,F,TEXIER,Solange,EXG,2,"0,26","0,51",10,F,TRANNOY,Danielle,COM,0,0,0,3,F,COTI,Cécile,FI,47,"6,16","11,87",9,M,PRADAYROL,Pierre,SOC,37,"4,85","9,34",11,M,DUBOT,Nicolas,ECO,26,"3,41","6,57",8,F,COULAIS,Fabienne,DIV,5,"0,66","1,26",1,F,PANONACLE,Sophie,REM,174,"22,8","43,94",5,M,FOULON,Yves,LR,47,"6,16","11,87",6,F,BEY,Anny,DVD,8,"1,05","2,02",7,F,LE PAGE,Sophie,DLF,12,"1,57","3,03",4,M,LAMARA,Laurent,FN,38,"4,98","9,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,527,Le Teich,2,713,369,"51,75",344,"48,25",4,"0,56","1,16",3,"0,42","0,87",337,"47,27","97,97",2,F,TEXIER,Solange,EXG,4,"0,56","1,19",10,F,TRANNOY,Danielle,COM,2,"0,28","0,59",3,F,COTI,Cécile,FI,56,"7,85","16,62",9,M,PRADAYROL,Pierre,SOC,34,"4,77","10,09",11,M,DUBOT,Nicolas,ECO,24,"3,37","7,12",8,F,COULAIS,Fabienne,DIV,3,"0,42","0,89",1,F,PANONACLE,Sophie,REM,121,"16,97","35,91",5,M,FOULON,Yves,LR,43,"6,03","12,76",6,F,BEY,Anny,DVD,5,"0,7","1,48",7,F,LE PAGE,Sophie,DLF,6,"0,84","1,78",4,M,LAMARA,Laurent,FN,39,"5,47","11,57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,527,Le Teich,3,776,388,50,388,50,7,"0,9","1,8",3,"0,39","0,77",378,"48,71","97,42",2,F,TEXIER,Solange,EXG,2,"0,26","0,53",10,F,TRANNOY,Danielle,COM,8,"1,03","2,12",3,F,COTI,Cécile,FI,44,"5,67","11,64",9,M,PRADAYROL,Pierre,SOC,37,"4,77","9,79",11,M,DUBOT,Nicolas,ECO,10,"1,29","2,65",8,F,COULAIS,Fabienne,DIV,7,"0,9","1,85",1,F,PANONACLE,Sophie,REM,161,"20,75","42,59",5,M,FOULON,Yves,LR,42,"5,41","11,11",6,F,BEY,Anny,DVD,9,"1,16","2,38",7,F,LE PAGE,Sophie,DLF,7,"0,9","1,85",4,M,LAMARA,Laurent,FN,51,"6,57","13,49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,527,Le Teich,4,641,347,"54,13",294,"45,87",6,"0,94","2,04",1,"0,16","0,34",287,"44,77","97,62",2,F,TEXIER,Solange,EXG,1,"0,16","0,35",10,F,TRANNOY,Danielle,COM,3,"0,47","1,05",3,F,COTI,Cécile,FI,31,"4,84","10,8",9,M,PRADAYROL,Pierre,SOC,26,"4,06","9,06",11,M,DUBOT,Nicolas,ECO,13,"2,03","4,53",8,F,COULAIS,Fabienne,DIV,2,"0,31","0,7",1,F,PANONACLE,Sophie,REM,110,"17,16","38,33",5,M,FOULON,Yves,LR,41,"6,4","14,29",6,F,BEY,Anny,DVD,1,"0,16","0,35",7,F,LE PAGE,Sophie,DLF,14,"2,18","4,88",4,M,LAMARA,Laurent,FN,45,"7,02","15,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,527,Le Teich,5,745,349,"46,85",396,"53,15",4,"0,54","1,01",2,"0,27","0,51",390,"52,35","98,48",2,F,TEXIER,Solange,EXG,1,"0,13","0,26",10,F,TRANNOY,Danielle,COM,3,"0,4","0,77",3,F,COTI,Cécile,FI,49,"6,58","12,56",9,M,PRADAYROL,Pierre,SOC,32,"4,3","8,21",11,M,DUBOT,Nicolas,ECO,23,"3,09","5,9",8,F,COULAIS,Fabienne,DIV,0,0,0,1,F,PANONACLE,Sophie,REM,158,"21,21","40,51",5,M,FOULON,Yves,LR,70,"9,4","17,95",6,F,BEY,Anny,DVD,3,"0,4","0,77",7,F,LE PAGE,Sophie,DLF,7,"0,94","1,79",4,M,LAMARA,Laurent,FN,44,"5,91","11,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,527,Le Teich,6,717,366,"51,05",351,"48,95",2,"0,28","0,57",3,"0,42","0,85",346,"48,26","98,58",2,F,TEXIER,Solange,EXG,4,"0,56","1,16",10,F,TRANNOY,Danielle,COM,2,"0,28","0,58",3,F,COTI,Cécile,FI,47,"6,56","13,58",9,M,PRADAYROL,Pierre,SOC,21,"2,93","6,07",11,M,DUBOT,Nicolas,ECO,14,"1,95","4,05",8,F,COULAIS,Fabienne,DIV,0,0,0,1,F,PANONACLE,Sophie,REM,137,"19,11","39,6",5,M,FOULON,Yves,LR,52,"7,25","15,03",6,F,BEY,Anny,DVD,16,"2,23","4,62",7,F,LE PAGE,Sophie,DLF,4,"0,56","1,16",4,M,LAMARA,Laurent,FN,49,"6,83","14,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,8,8ème circonscription,527,Le Teich,7,717,348,"48,54",369,"51,46",3,"0,42","0,81",2,"0,28","0,54",364,"50,77","98,64",2,F,TEXIER,Solange,EXG,1,"0,14","0,27",10,F,TRANNOY,Danielle,COM,4,"0,56","1,1",3,F,COTI,Cécile,FI,46,"6,42","12,64",9,M,PRADAYROL,Pierre,SOC,39,"5,44","10,71",11,M,DUBOT,Nicolas,ECO,16,"2,23","4,4",8,F,COULAIS,Fabienne,DIV,1,"0,14","0,27",1,F,PANONACLE,Sophie,REM,142,"19,8","39,01",5,M,FOULON,Yves,LR,51,"7,11","14,01",6,F,BEY,Anny,DVD,9,"1,26","2,47",7,F,LE PAGE,Sophie,DLF,7,"0,98","1,92",4,M,LAMARA,Laurent,FN,48,"6,69","13,19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
