Code du département,Libellé du département,Code de la circonscription,Libellé de la circonscription,Code de la commune,Libellé de la commune,Code du b.vote,Inscrits,Abstentions,% Abs/Ins,Votants,% Vot/Ins,Blancs,% Blancs/Ins,% Blancs/Vot,Nuls,% Nuls/Ins,% Nuls/Vot,Exprimés,% Exp/Ins,% Exp/Vot,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Nuance,Voix,% Voix/Ins,% Voix/Exp
33,Gironde,9,9ème circonscription,76,Budos,1,588,273,"46,43",315,"53,57",6,"1,02","1,9",2,"0,34","0,63",307,"52,21","97,46",13,M,DELCAMP,Jean-Philippe,EXG,12,"2,04","3,91",12,F,GUERNÉ,Cristine,COM,4,"0,68","1,3",11,M,PAPIAU,François,FI,29,"4,93","9,45",8,M,SAVARY,Gilles,SOC,51,"8,67","16,61",7,M,COURJAUD,Antoine,DVG,2,"0,34","0,65",3,M,DHERSIN,Patrick,ECO,0,0,0,5,M,BAUDE,Dominique,ECO,22,"3,74","7,17",1,F,LOUSTAU,Fanny,DIV,3,"0,51","0,98",6,M,DE JAEGER,Xavier,DIV,1,"0,17","0,33",9,F,METTE,Sophie,MDM,87,"14,8","28,34",4,M,DUFRANC,Michel,LR,43,"7,31","14,01",10,M,BERTHONNEAU,Rémy,DLF,1,"0,17","0,33",2,F,RIVIÈRE DURIVAULT,Sophie,FN,52,"8,84","16,94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,9,9ème circonscription,77,Cabanac-et-Villagrains,1,624,276,"44,23",348,"55,77",9,"1,44","2,59",3,"0,48","0,86",336,"53,85","96,55",13,M,DELCAMP,Jean-Philippe,EXG,6,"0,96","1,79",12,F,GUERNÉ,Cristine,COM,6,"0,96","1,79",11,M,PAPIAU,François,FI,49,"7,85","14,58",8,M,SAVARY,Gilles,SOC,39,"6,25","11,61",7,M,COURJAUD,Antoine,DVG,0,0,0,3,M,DHERSIN,Patrick,ECO,0,0,0,5,M,BAUDE,Dominique,ECO,19,"3,04","5,65",1,F,LOUSTAU,Fanny,DIV,4,"0,64","1,19",6,M,DE JAEGER,Xavier,DIV,3,"0,48","0,89",9,F,METTE,Sophie,MDM,117,"18,75","34,82",4,M,DUFRANC,Michel,LR,33,"5,29","9,82",10,M,BERTHONNEAU,Rémy,DLF,3,"0,48","0,89",2,F,RIVIÈRE DURIVAULT,Sophie,FN,57,"9,13","16,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,9,9ème circonscription,77,Cabanac-et-Villagrains,2,176,81,"46,02",95,"53,98",1,"0,57","1,05",2,"1,14","2,11",92,"52,27","96,84",13,M,DELCAMP,Jean-Philippe,EXG,0,0,0,12,F,GUERNÉ,Cristine,COM,3,"1,7","3,26",11,M,PAPIAU,François,FI,19,"10,8","20,65",8,M,SAVARY,Gilles,SOC,10,"5,68","10,87",7,M,COURJAUD,Antoine,DVG,1,"0,57","1,09",3,M,DHERSIN,Patrick,ECO,0,0,0,5,M,BAUDE,Dominique,ECO,10,"5,68","10,87",1,F,LOUSTAU,Fanny,DIV,0,0,0,6,M,DE JAEGER,Xavier,DIV,2,"1,14","2,17",9,F,METTE,Sophie,MDM,14,"7,95","15,22",4,M,DUFRANC,Michel,LR,11,"6,25","11,96",10,M,BERTHONNEAU,Rémy,DLF,1,"0,57","1,09",2,F,RIVIÈRE DURIVAULT,Sophie,FN,21,"11,93","22,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,9,9ème circonscription,77,Cabanac-et-Villagrains,3,795,382,"48,05",413,"51,95",6,"0,75","1,45",5,"0,63","1,21",402,"50,57","97,34",13,M,DELCAMP,Jean-Philippe,EXG,4,"0,5",1,12,F,GUERNÉ,Cristine,COM,6,"0,75","1,49",11,M,PAPIAU,François,FI,77,"9,69","19,15",8,M,SAVARY,Gilles,SOC,50,"6,29","12,44",7,M,COURJAUD,Antoine,DVG,4,"0,5",1,3,M,DHERSIN,Patrick,ECO,0,0,0,5,M,BAUDE,Dominique,ECO,17,"2,14","4,23",1,F,LOUSTAU,Fanny,DIV,2,"0,25","0,5",6,M,DE JAEGER,Xavier,DIV,0,0,0,9,F,METTE,Sophie,MDM,119,"14,97","29,6",4,M,DUFRANC,Michel,LR,53,"6,67","13,18",10,M,BERTHONNEAU,Rémy,DLF,8,"1,01","1,99",2,F,RIVIÈRE DURIVAULT,Sophie,FN,62,"7,8","15,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,10,10ème circonscription,78,Cabara,1,338,136,"40,24",202,"59,76",3,"0,89","1,49",1,"0,3","0,5",198,"58,58","98,02",4,F,GÉNIN,Gaëlle,EXG,1,"0,3","0,51",10,F,BAJOU,Eloïse,FI,29,"8,58","14,65",9,M,GARANTO,Antoine,SOC,6,"1,78","3,03",3,F,SÉJOURNET,Agnès,ECO,8,"2,37","4,04",2,F,MOULARD,Jacqueline,DIV,1,"0,3","0,51",8,F,LAMOTHE,Nolwenn,DIV,1,"0,3","0,51",7,M,BOUDIÉ,Florent,REM,83,"24,56","41,92",1,M,POUVREAU,Charles,UDI,3,"0,89","1,52",5,M,GARRAUD,Jean-Paul,LR,24,"7,1","12,12",6,M,DELAMORTE,Julien,DLF,2,"0,59","1,01",11,F,CHADOURNE,Sandrine,FN,40,"11,83","20,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,10,10ème circonscription,79,Cadarsac,1,266,114,"42,86",152,"57,14",3,"1,13","1,97",0,0,0,149,"56,02","98,03",4,F,GÉNIN,Gaëlle,EXG,0,0,0,10,F,BAJOU,Eloïse,FI,32,"12,03","21,48",9,M,GARANTO,Antoine,SOC,1,"0,38","0,67",3,F,SÉJOURNET,Agnès,ECO,4,"1,5","2,68",2,F,MOULARD,Jacqueline,DIV,0,0,0,8,F,LAMOTHE,Nolwenn,DIV,2,"0,75","1,34",7,M,BOUDIÉ,Florent,REM,53,"19,92","35,57",1,M,POUVREAU,Charles,UDI,4,"1,5","2,68",5,M,GARRAUD,Jean-Paul,LR,26,"9,77","17,45",6,M,DELAMORTE,Julien,DLF,0,0,0,11,F,CHADOURNE,Sandrine,FN,27,"10,15","18,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,9,9ème circonscription,80,Cadaujac,1,1130,572,"50,62",558,"49,38",10,"0,88","1,79",8,"0,71","1,43",540,"47,79","96,77",13,M,DELCAMP,Jean-Philippe,EXG,7,"0,62","1,3",12,F,GUERNÉ,Cristine,COM,13,"1,15","2,41",11,M,PAPIAU,François,FI,78,"6,9","14,44",8,M,SAVARY,Gilles,SOC,49,"4,34","9,07",7,M,COURJAUD,Antoine,DVG,2,"0,18","0,37",3,M,DHERSIN,Patrick,ECO,0,0,0,5,M,BAUDE,Dominique,ECO,28,"2,48","5,19",1,F,LOUSTAU,Fanny,DIV,3,"0,27","0,56",6,M,DE JAEGER,Xavier,DIV,2,"0,18","0,37",9,F,METTE,Sophie,MDM,181,"16,02","33,52",4,M,DUFRANC,Michel,LR,95,"8,41","17,59",10,M,BERTHONNEAU,Rémy,DLF,6,"0,53","1,11",2,F,RIVIÈRE DURIVAULT,Sophie,FN,76,"6,73","14,07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,9,9ème circonscription,80,Cadaujac,2,1096,593,"54,11",503,"45,89",5,"0,46","0,99",5,"0,46","0,99",493,"44,98","98,01",13,M,DELCAMP,Jean-Philippe,EXG,4,"0,36","0,81",12,F,GUERNÉ,Cristine,COM,9,"0,82","1,83",11,M,PAPIAU,François,FI,94,"8,58","19,07",8,M,SAVARY,Gilles,SOC,71,"6,48","14,4",7,M,COURJAUD,Antoine,DVG,0,0,0,3,M,DHERSIN,Patrick,ECO,0,0,0,5,M,BAUDE,Dominique,ECO,14,"1,28","2,84",1,F,LOUSTAU,Fanny,DIV,1,"0,09","0,2",6,M,DE JAEGER,Xavier,DIV,3,"0,27","0,61",9,F,METTE,Sophie,MDM,157,"14,32","31,85",4,M,DUFRANC,Michel,LR,62,"5,66","12,58",10,M,BERTHONNEAU,Rémy,DLF,9,"0,82","1,83",2,F,RIVIÈRE DURIVAULT,Sophie,FN,69,"6,3",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,9,9ème circonscription,80,Cadaujac,3,1087,635,"58,42",452,"41,58",4,"0,37","0,88",2,"0,18","0,44",446,"41,03","98,67",13,M,DELCAMP,Jean-Philippe,EXG,1,"0,09","0,22",12,F,GUERNÉ,Cristine,COM,6,"0,55","1,35",11,M,PAPIAU,François,FI,121,"11,13","27,13",8,M,SAVARY,Gilles,SOC,55,"5,06","12,33",7,M,COURJAUD,Antoine,DVG,0,0,0,3,M,DHERSIN,Patrick,ECO,0,0,0,5,M,BAUDE,Dominique,ECO,21,"1,93","4,71",1,F,LOUSTAU,Fanny,DIV,2,"0,18","0,45",6,M,DE JAEGER,Xavier,DIV,5,"0,46","1,12",9,F,METTE,Sophie,MDM,121,"11,13","27,13",4,M,DUFRANC,Michel,LR,54,"4,97","12,11",10,M,BERTHONNEAU,Rémy,DLF,3,"0,28","0,67",2,F,RIVIÈRE DURIVAULT,Sophie,FN,57,"5,24","12,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,9,9ème circonscription,80,Cadaujac,4,1018,573,"56,29",445,"43,71",6,"0,59","1,35",4,"0,39","0,9",435,"42,73","97,75",13,M,DELCAMP,Jean-Philippe,EXG,4,"0,39","0,92",12,F,GUERNÉ,Cristine,COM,15,"1,47","3,45",11,M,PAPIAU,François,FI,76,"7,47","17,47",8,M,SAVARY,Gilles,SOC,48,"4,72","11,03",7,M,COURJAUD,Antoine,DVG,1,"0,1","0,23",3,M,DHERSIN,Patrick,ECO,0,0,0,5,M,BAUDE,Dominique,ECO,26,"2,55","5,98",1,F,LOUSTAU,Fanny,DIV,7,"0,69","1,61",6,M,DE JAEGER,Xavier,DIV,6,"0,59","1,38",9,F,METTE,Sophie,MDM,130,"12,77","29,89",4,M,DUFRANC,Michel,LR,60,"5,89","13,79",10,M,BERTHONNEAU,Rémy,DLF,6,"0,59","1,38",2,F,RIVIÈRE DURIVAULT,Sophie,FN,56,"5,5","12,87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,12,12ème circonscription,81,Cadillac,1,681,311,"45,67",370,"54,33",8,"1,17","2,16",2,"0,29","0,54",360,"52,86","97,3",3,M,LAVIN,Richard,EXG,9,"1,32","2,5",8,M,MIQUEU,Christophe,FI,70,"10,28","19,44",9,F,VEYSSY,Catherine,SOC,25,"3,67","6,94",5,F,LARGETEAU,Catherine,DVG,3,"0,44","0,83",4,F,FABRE-NADLER,Anne-Laure,ECO,29,"4,26","8,06",10,M,LAMOTHE,Benoit,DIV,2,"0,29","0,56",6,F,DUBOS,Christelle,REM,107,"15,71","29,72",11,M,D'AMÉCOURT,Yves,LR,64,"9,4","17,78",2,M,MORIN,Jean-Claude,DVD,3,"0,44","0,83",7,M,FEBBRARI,Alexis,DLF,7,"1,03","1,94",1,M,DUVAL-CAMPANA,Patrick,FN,41,"6,02","11,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,12,12ème circonscription,81,Cadillac,2,864,460,"53,24",404,"46,76",3,"0,35","0,74",2,"0,23","0,5",399,"46,18","98,76",3,M,LAVIN,Richard,EXG,10,"1,16","2,51",8,M,MIQUEU,Christophe,FI,86,"9,95","21,55",9,F,VEYSSY,Catherine,SOC,26,"3,01","6,52",5,F,LARGETEAU,Catherine,DVG,5,"0,58","1,25",4,F,FABRE-NADLER,Anne-Laure,ECO,24,"2,78","6,02",10,M,LAMOTHE,Benoit,DIV,1,"0,12","0,25",6,F,DUBOS,Christelle,REM,146,"16,9","36,59",11,M,D'AMÉCOURT,Yves,LR,38,"4,4","9,52",2,M,MORIN,Jean-Claude,DVD,4,"0,46",1,7,M,FEBBRARI,Alexis,DLF,6,"0,69","1,5",1,M,DUVAL-CAMPANA,Patrick,FN,53,"6,13","13,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,10,10ème circonscription,82,Cadillac-en-Fronsadais,1,816,432,"52,94",384,"47,06",10,"1,23","2,6",0,0,0,374,"45,83","97,4",4,F,GÉNIN,Gaëlle,EXG,3,"0,37","0,8",10,F,BAJOU,Eloïse,FI,59,"7,23","15,78",9,M,GARANTO,Antoine,SOC,19,"2,33","5,08",3,F,SÉJOURNET,Agnès,ECO,14,"1,72","3,74",2,F,MOULARD,Jacqueline,DIV,4,"0,49","1,07",8,F,LAMOTHE,Nolwenn,DIV,3,"0,37","0,8",7,M,BOUDIÉ,Florent,REM,152,"18,63","40,64",1,M,POUVREAU,Charles,UDI,1,"0,12","0,27",5,M,GARRAUD,Jean-Paul,LR,45,"5,51","12,03",6,M,DELAMORTE,Julien,DLF,10,"1,23","2,67",11,F,CHADOURNE,Sandrine,FN,64,"7,84","17,11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,12,12ème circonscription,83,Camarsac,1,779,367,"47,11",412,"52,89",1,"0,13","0,24",1,"0,13","0,24",410,"52,63","99,51",3,M,LAVIN,Richard,EXG,1,"0,13","0,24",8,M,MIQUEU,Christophe,FI,69,"8,86","16,83",9,F,VEYSSY,Catherine,SOC,17,"2,18","4,15",5,F,LARGETEAU,Catherine,DVG,1,"0,13","0,24",4,F,FABRE-NADLER,Anne-Laure,ECO,21,"2,7","5,12",10,M,LAMOTHE,Benoit,DIV,5,"0,64","1,22",6,F,DUBOS,Christelle,REM,166,"21,31","40,49",11,M,D'AMÉCOURT,Yves,LR,62,"7,96","15,12",2,M,MORIN,Jean-Claude,DVD,3,"0,39","0,73",7,M,FEBBRARI,Alexis,DLF,8,"1,03","1,95",1,M,DUVAL-CAMPANA,Patrick,FN,57,"7,32","13,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,12,12ème circonscription,84,Cambes,1,1083,559,"51,62",524,"48,38",11,"1,02","2,1",4,"0,37","0,76",509,47,"97,14",3,M,LAVIN,Richard,EXG,1,"0,09","0,2",8,M,MIQUEU,Christophe,FI,76,"7,02","14,93",9,F,VEYSSY,Catherine,SOC,27,"2,49","5,3",5,F,LARGETEAU,Catherine,DVG,1,"0,09","0,2",4,F,FABRE-NADLER,Anne-Laure,ECO,45,"4,16","8,84",10,M,LAMOTHE,Benoit,DIV,6,"0,55","1,18",6,F,DUBOS,Christelle,REM,242,"22,35","47,54",11,M,D'AMÉCOURT,Yves,LR,51,"4,71","10,02",2,M,MORIN,Jean-Claude,DVD,1,"0,09","0,2",7,M,FEBBRARI,Alexis,DLF,6,"0,55","1,18",1,M,DUVAL-CAMPANA,Patrick,FN,53,"4,89","10,41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,12,12ème circonscription,85,Camblanes-et-Meynac,1,998,403,"40,38",595,"59,62",9,"0,9","1,51",2,"0,2","0,34",584,"58,52","98,15",3,M,LAVIN,Richard,EXG,4,"0,4","0,68",8,M,MIQUEU,Christophe,FI,104,"10,42","17,81",9,F,VEYSSY,Catherine,SOC,33,"3,31","5,65",5,F,LARGETEAU,Catherine,DVG,4,"0,4","0,68",4,F,FABRE-NADLER,Anne-Laure,ECO,41,"4,11","7,02",10,M,LAMOTHE,Benoit,DIV,8,"0,8","1,37",6,F,DUBOS,Christelle,REM,252,"25,25","43,15",11,M,D'AMÉCOURT,Yves,LR,76,"7,62","13,01",2,M,MORIN,Jean-Claude,DVD,1,"0,1","0,17",7,M,FEBBRARI,Alexis,DLF,8,"0,8","1,37",1,M,DUVAL-CAMPANA,Patrick,FN,53,"5,31","9,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,12,12ème circonscription,85,Camblanes-et-Meynac,2,1202,538,"44,76",664,"55,24",7,"0,58","1,05",2,"0,17","0,3",655,"54,49","98,64",3,M,LAVIN,Richard,EXG,3,"0,25","0,46",8,M,MIQUEU,Christophe,FI,101,"8,4","15,42",9,F,VEYSSY,Catherine,SOC,42,"3,49","6,41",5,F,LARGETEAU,Catherine,DVG,10,"0,83","1,53",4,F,FABRE-NADLER,Anne-Laure,ECO,70,"5,82","10,69",10,M,LAMOTHE,Benoit,DIV,4,"0,33","0,61",6,F,DUBOS,Christelle,REM,302,"25,12","46,11",11,M,D'AMÉCOURT,Yves,LR,60,"4,99","9,16",2,M,MORIN,Jean-Claude,DVD,4,"0,33","0,61",7,M,FEBBRARI,Alexis,DLF,8,"0,67","1,22",1,M,DUVAL-CAMPANA,Patrick,FN,51,"4,24","7,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,10,10ème circonscription,86,Camiac-et-Saint-Denis,1,272,119,"43,75",153,"56,25",0,0,0,2,"0,74","1,31",151,"55,51","98,69",4,F,GÉNIN,Gaëlle,EXG,0,0,0,10,F,BAJOU,Eloïse,FI,27,"9,93","17,88",9,M,GARANTO,Antoine,SOC,6,"2,21","3,97",3,F,SÉJOURNET,Agnès,ECO,6,"2,21","3,97",2,F,MOULARD,Jacqueline,DIV,0,0,0,8,F,LAMOTHE,Nolwenn,DIV,4,"1,47","2,65",7,M,BOUDIÉ,Florent,REM,64,"23,53","42,38",1,M,POUVREAU,Charles,UDI,1,"0,37","0,66",5,M,GARRAUD,Jean-Paul,LR,12,"4,41","7,95",6,M,DELAMORTE,Julien,DLF,1,"0,37","0,66",11,F,CHADOURNE,Sandrine,FN,30,"11,03","19,87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,12,12ème circonscription,87,Camiran,1,324,129,"39,81",195,"60,19",3,"0,93","1,54",5,"1,54","2,56",187,"57,72","95,9",3,M,LAVIN,Richard,EXG,0,0,0,8,M,MIQUEU,Christophe,FI,29,"8,95","15,51",9,F,VEYSSY,Catherine,SOC,27,"8,33","14,44",5,F,LARGETEAU,Catherine,DVG,1,"0,31","0,53",4,F,FABRE-NADLER,Anne-Laure,ECO,7,"2,16","3,74",10,M,LAMOTHE,Benoit,DIV,0,0,0,6,F,DUBOS,Christelle,REM,51,"15,74","27,27",11,M,D'AMÉCOURT,Yves,LR,41,"12,65","21,93",2,M,MORIN,Jean-Claude,DVD,0,0,0,7,M,FEBBRARI,Alexis,DLF,5,"1,54","2,67",1,M,DUVAL-CAMPANA,Patrick,FN,26,"8,02","13,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,11,11ème circonscription,88,Camps-sur-l'Isle,1,461,256,"55,53",205,"44,47",5,"1,08","2,44",1,"0,22","0,49",199,"43,17","97,07",11,M,BEN HADJ SALEM,Marouni,EXG,0,0,0,9,M,LABORDE,Sébastien,COM,5,"1,08","2,51",8,F,LOSSON,Joëlle,FI,27,"5,86","13,57",1,F,LACOSTE,Michelle,SOC,21,"4,56","10,55",4,M,BOURNAZEAU,Bernard,DVG,0,0,0,2,F,GOGUET,Caroline,ECO,3,"0,65","1,51",10,M,RICHARD,Olivier,ECO,4,"0,87","2,01",6,F,DEPENVEILLER,Laetitia,DIV,1,"0,22","0,5",14,F,LIGOZAT,Sabine,DIV,4,"0,87","2,01",12,F,HAMMERER,Véronique,REM,56,"12,15","28,14",5,F,CONTE JAUBERT,Mireille,LR,18,"3,9","9,05",13,M,LORIAUD,Xavier,DVD,10,"2,17","5,03",15,M,BALDÈS,Denis,DVD,4,"0,87","2,01",3,M,GIACOMOTTO,Georges,DLF,3,"0,65","1,51",16,F,DIAZ,Edwige,FN,43,"9,33","21,61",7,M,JAY,François,EXD,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,11,11ème circonscription,89,Campugnan,1,355,162,"45,63",193,"54,37",5,"1,41","2,59",0,0,0,188,"52,96","97,41",11,M,BEN HADJ SALEM,Marouni,EXG,2,"0,56","1,06",9,M,LABORDE,Sébastien,COM,5,"1,41","2,66",8,F,LOSSON,Joëlle,FI,16,"4,51","8,51",1,F,LACOSTE,Michelle,SOC,4,"1,13","2,13",4,M,BOURNAZEAU,Bernard,DVG,3,"0,85","1,6",2,F,GOGUET,Caroline,ECO,2,"0,56","1,06",10,M,RICHARD,Olivier,ECO,2,"0,56","1,06",6,F,DEPENVEILLER,Laetitia,DIV,0,0,0,14,F,LIGOZAT,Sabine,DIV,0,0,0,12,F,HAMMERER,Véronique,REM,35,"9,86","18,62",5,F,CONTE JAUBERT,Mireille,LR,4,"1,13","2,13",13,M,LORIAUD,Xavier,DVD,14,"3,94","7,45",15,M,BALDÈS,Denis,DVD,33,"9,3","17,55",3,M,GIACOMOTTO,Georges,DLF,2,"0,56","1,06",16,F,DIAZ,Edwige,FN,65,"18,31","34,57",7,M,JAY,François,EXD,1,"0,28","0,53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,7,7ème circonscription,90,Canéjan,1,776,298,"38,4",478,"61,6",5,"0,64","1,05",0,0,0,473,"60,95","98,95",2,M,DELAGE,Laurent,EXG,0,0,0,6,F,ORATTO,Monique,EXG,3,"0,39","0,63",18,M,SARRAT,Didier,COM,5,"0,64","1,06",3,F,SEBAUX,Johanne,FI,53,"6,83","11,21",14,M,GARRIGOU,Bernard,SOC,167,"21,52","35,31",15,F,ZEI-CHRISTIANY,Maria,DVG,0,0,0,5,F,FERREIRA,Aurélia,ECO,0,0,0,11,M,GRANDIDIER,Jean-Yves,ECO,11,"1,42","2,33",1,F,MENNECHET,Annie,DIV,6,"0,77","1,27",12,M,MUYS,Ludovic,DIV,1,"0,13","0,21",13,F,MARY,Patricia,DIV,4,"0,52","0,85",8,F,COUILLARD,Bérangère,REM,162,"20,88","34,25",10,F,ROUX-LABAT,Karine,LR,32,"4,12","6,77",4,F,LAFONT,Cécile,DVD,2,"0,26","0,42",16,F,FILLANG,Carine,DVD,1,"0,13","0,21",17,M,HOURQUEBIE,Patrick,DVD,1,"0,13","0,21",9,F,RYCKWAERT-ROUMÉGOUS,Brigitte,DLF,2,"0,26","0,42",7,F,MIGNON,Marlène,FN,23,"2,96","4,86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gironde,7,7ème circonscription,90,Canéjan,2,962,408,"42,41",554,"57,59",6,"0,62","1,08",3,"0,31","0,54",545,"56,65","98,38",2,M,DELAGE,Laurent,EXG,1,"0,1","0,18",6,F,ORATTO,Monique,EXG,0,0,0,18,M,SARRAT,Didier,COM,9,"0,94","1,65",3,F,SEBAUX,Johanne,FI,55,"5,72","10,09",14,M,GARRIGOU,Bernard,SOC,176,"18,3","32,29",15,F,ZEI-CHRISTIANY,Maria,DVG,4,"0,42","0,73",5,F,FERREIRA,Aurélia,ECO,0,0,0,11,M,GRANDIDIER,Jean-Yves,ECO,22,"2,29","4,04",1,F,MENNECHET,Annie,DIV,6,"0,62","1,1",12,M,MUYS,Ludovic,DIV,4,"0,42","0,73",13,F,MARY,Patricia,DIV,6,"0,62","1,1",8,F,COUILLARD,Bérangère,REM,154,"16,01","28,26",10,F,ROUX-LABAT,Karine,LR,37,"3,85","6,79",4,F,LAFONT,Cécile,DVD,3,"0,31","0,55",16,F,FILLANG,Carine,DVD,5,"0,52","0,92",17,M,HOURQUEBIE,Patrick,DVD,4,"0,42","0,73",9,F,RYCKWAERT-ROUMÉGOUS,Brigitte,DLF,7,"0,73","1,28",7,F,MIGNON,Marlène,FN,52,"5,41","9,54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
