"REG","DEP","COMM","ANNEE_DEPOT","ID_PC","CAT_MOA","TYPE_MOA","RS_D","DENOMINATION_D","SIRET_D","ADR_NUM_D","ADR_TYPEVOIE_D","ADR_LIBELLEVOIE_D","ADR_LIEUDIT_D","ADR_BP_D","ADR_CP_D","ADR_LOCALITE_D","ADR_CEDEX_D","ADR_PAYS_D","ADR_NUM_T","ADR_TYPEVOIE_T","ADR_LIBELLEVOIE_T","ADR_LIEUDIT_T","ADR_BP_T","ADR_CP_T","ADR_LOCALITE_T","ADR_CEDEX_T","CADASTRE1","CADASTRE2","CADASTRE3","TYPE_EVT","SUPERFICIE_T","LOTISSEMENT","ZAC","AFU","NB_LGT_1P","NB_LGT_2P","NB_LGT_3P","NB_LGT_4P","NB_LGT_5P","NB_LGT_6P","NB_LGT_DEMOLIS","NB_LGT_IND_CREES","NB_LGT_COL_CREES","NB_LGT_TOT_CREES","NB_NIV_MAX","NATURE_PROJET","I_EXTENSION","I_SURELEVATION","I_NIVSUPP","I_PISCINE","I_GARAGE","I_VERANDA","I_ABRIJARDIN","I_AUTREANNEXE","I_RESIDPRINC","I_RESIDSEC","I_PERSONNELLE","I_VENTE","I_LOCATION","I_LGTR_SENIORS","I_LGTR_ETUDIANTS","I_LGTR_TOURISME","I_LGTR_HOTELIERESOC","I_LGTR_SOCIAL","I_LGTR_HANDICAPES","I_LGTR_AUTRE","I_LGTR_AUTRE_LIBELLE","SDP_A1","SDP_B1","SDP_D1","SDP_ E1","SDP_F1","TYPE_OPERATION_CONSTR","PERIODE_DEVRT","DATEREELLE_DECISION_FAV","DATEREELLE_DOC"
"84","01","01001","2019","00100119V0003","10","2",,,,"3","Rue","des Sources",,,"01600","TOUSSIEUX",,"100","144",,"Rue des Bles d'Or",,,,"ABERGEMENT CLEMENCIAT",,"0146ZH",,,2,293,,,,0,0,0,0,0,1,0,1,0,1,,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,93,0,0,0,"5",2019-08-31,"2019-07-25",
"84","01","01004","2019","00100419A1019","90","2",,,,"22","Rue","des Apotres","Tiret",,"01 50","AMBERIEU-EN-BUGEY",,"100","22","Rue","des Apotres","Tiret",,"01 50","AMBERIEU-EN-BUGEY",,"1446AW",,,2,610,,,,0,0,0,2,0,0,0,2,0,2,,"1",0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,195,0,0,0,"7",2019-08-31,"2019-08-23",
"84","01","01004","2019","00100419A1022","90","2",,"AMETIS RHONE ALPES AUVERGNE","52900363400015","84",,"Quai Joseph Gillet","CS 90218",,"69 31","LYON Cedex 04",,"100","179","Rue","Alexandre Berard",,,"01 50","AMBERIEU-EN-BUGEY",,"0852AP","0022AP","0021AP",2,1997,,,,0,11,18,11,0,0,0,0,40,40,,"1",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,235,2919,0,235,0,"12",2019-08-31,"2019-08-20",
"84","01","01005","2019","00100519V0018","10","2",,,,"37","rue","du 8 mai 1945",,,"69650","QUINCIEUX",,"100","435","route","de ST Trivier",,,"01330","AMBERIEUX EN DOMBES",,"061pAA",,,2,706,,,,0,0,0,0,1,0,0,1,0,1,,"1",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,104,0,0,0,"5",2019-08-31,"2019-08-09",
"84","01","01007","2019","00100719A0016","90","2",,"JLC2M","82425099700015","129",,"Grande Rue",,,"01 50","AMBRONAY",,"100","150","Rue","Pre Bompan",,,"01 50","AMBRONAY",,"0097ZX","0286ZX",,1,1373,,,,0,0,0,2,0,0,0,2,0,2,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,97,36,159,0,0,"14",2019-08-31,,
"84","01","01011","2019","00101119H0001","80","2",,,,,,"ABLATRIX  7 rue DE LA CASE",,,"01100","APREMONT",,"100",,,"ABLATRIX - 7 RUE DE LA CAS",,,"01100","APREMONT",,"07000A","07530A","10920A",2,3367,,,,0,0,0,0,0,0,0,0,0,0,,"2",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,156,24,0,0,0,"4",2019-08-31,"2019-08-13",
"84","01","01014","2019","00101419H0011","30","2","SARL","SARL FL.B.M. IMMOBILIER - M. FLORE Brice","81937393700013",,,"13 RUE DES ECHALLYS",,,"01100","ARBENT",,"100",,,"14 rue DE FORCHET",,,"01100","ARBENT",,"066PAI","358PAI",,2,2258,,,,0,0,0,0,0,0,0,3,0,3,,"1",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,0,340,0,0,0,"7",2019-08-31,"2019-08-26",
"84","01","01014","2019","00101419H0014","90","2",,,,,,"210 RUE JULES FERRY - VEYZ",,,"01100","OYONNAX",,"100",,,"(LOT N_ 22) LOTISSEMENT L","AVENUE DU GENERAL ANDREA",,"01100","ARBENT",,"0474AH",,,1,510,,,,0,0,0,1,0,0,0,1,0,1,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,101,0,0,0,"5",2019-08-31,,
"84","01","01014","2019","00101419H0015","90","2",,,,,,"1 IMPASSE FLAUBERT",,,"01100","OYONNAX",,"100",,,"LOTISSEMENT LE PARC MOTIER",,,"01100","ARBENT",,"0439AH","0478AH","0488AH",1,702,,,,0,0,0,1,0,0,0,1,0,1,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,141,0,0,0,"5",2019-08-31,,
"84","01","01021","2019","00102119V0005","80","2",,"Association San Lorenzo","48832596000026",,,"CHEMIN DES COUSTERES",,,"65100","LOURDES",,"100",,,"VERS LA RENCONTRE",,,"01480","ARS SUR FORMANS",,"0078ZE",,,2,0,,,,0,0,0,0,0,0,0,0,0,0,,"2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,824,55,0,0,0,"4",2019-08-31,"2019-07-05",
"84","01","01021","2019","00102119V0006","80","2",,,,,,"LESPOUX",,,"01480","ARS SUR FORMANS",,"100",,,"CHEMIN DE LA RENCONTRE","LESPOUX",,"01480","ARS SUR FORMANS",,"0073ZD","0061ZD","0063ZD",2,25484,,,,0,0,0,0,0,0,0,0,0,0,,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,227,60,0,0,0,"4",2019-08-31,"2019-07-19",
"84","01","01027","2019","0010271900009","90","2",,,,"17","rue","des Gres",,,"69390","MILLERY",,"100","429","route","de LYON","lot B",,"01360","BALAN",,"09590E","09500E",,1,660,,,,0,0,0,0,0,1,0,1,0,1,,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,138,0,0,0,"5",2019-08-31,,
"84","01","01028","2019","00102819V0006","90","2",,,,"704","route","de la Bouchardiere",,,"01990","BANEINS",,"100","704","route","de la Bouchardiere",,,"01990","BANEINS",,"0037ZE",,,1,23600,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,"1",2019-08-31,,
"84","01","01033","2019","00103319B0050","90","2",,,,,,"683 rue de la Croix - Cha",,,"01200","VALSERHONE",,"100",,,"rue de la Cure - Chatillo",,,"01200","VALSERHONE",,"0347AB","0355AB","293pAB",1,1216,,,,0,0,0,0,1,0,0,1,0,1,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,174,0,0,0,"5",2019-08-31,,
"84","01","01034","2019","00103419C0018","80","2",,,,,,"150 Rue Kleber",,,"73490","LA RAVOIRE",,"100",,,"Rue Denis Papin",,,"01300","BELLEY",,"13220A",,,2,0,,,,0,0,0,0,0,0,0,0,0,0,,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,65,0,0,0,"4",2019-08-31,"2019-07-11",
"84","01","01034","2019","00103419C0031","10","2",,,,,,"26 Clos du Buisson",,,"74940","ANNECY LE VIEUX",,"100",,,"Rue Henri Matisse",,,"01300","BELLEY",,"0001BI",,,2,0,,,,0,0,0,0,1,0,0,1,0,1,,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,81,0,0,0,"5",2019-08-31,"2019-09-04",
"84","01","01034","2019","00103419C0032","90","2","SAS EURO IMMO","EURO IMMO","40953031800024",,,"96 Chemin du Biollay",,,"73100","BRISON SAINT INNOCENT",,"100",,,"Allee de la Source",,,"01300","BELLEY",,"0037AX","0038AX",,1,6701,,,,0,8,21,11,0,0,0,0,40,40,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,0,3461,0,0,0,"7",2019-08-31,,
"84","01","01036","2019","00103619C0003","10","2",,,,,,"157 Draille de Belezy",,,"84410","BEDOUIN",,"100",,,"Rue du Bovar","Chamdossin",,,"VALROMEY SUR SERAN",,"09960C","03600C",,2,4593,,,,0,0,0,0,0,0,0,1,0,1,,"1",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,138,0,0,0,"5",2019-08-31,"2019-09-02",
"84","01","01036","2019","00103619C0006","10","2",,,,,,"9 rue JULES FERRY",,,"01200","BELLEGARDE-SUR-VALSERINE",,"100",,,"EN GROSEILLE",,,,"VALROMEY SUR SERAN",,"06510E","05780E","07070E",2,2292,,,,0,0,0,0,0,0,0,1,0,1,,"2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,36,0,0,0,"7",2019-08-31,"2019-08-12",
"84","01","01040","2019","00104019D0005","90","2",,,,"256","Route","de la Lechere",,,"01430","MARSONNAS",,"100",,"Route","de Marsonnas","les Curtils",,"01340","BEREZIAT",,"0104WO",,,1,0,,,,0,0,0,0,1,0,0,1,0,1,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,115,0,0,0,"5",2019-08-31,,
"84","01","01047","2019","00104719A0027","90","2","LOGIDIA SA HLM","LOGIDIA","75620027500037","247","Chemi","de Bellevue","BP 21",,"01 96","PERONNAS",,"100",,,"Lieu-dit 'Sur la Cote'","Lot n_9 du lotissement 'Le Clos Luiza",,"01 15","BLYES",,"0014AC",,,1,1221,,,,0,1,2,2,0,0,0,5,0,5,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,432,0,0,0,"7",2019-08-31,,
"84","01","01053","2019","00105319O0046","10","2",,,,,,"5 rue Vaugelas",,,"01000","BOURG EN BRESSE",,"100",,,"5 rue Vaugelas",,,"01000","BOURG EN BRESSE",,"0153AN",,,2,339,,,,0,0,0,0,0,0,0,1,0,1,,"2",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,51,0,,"14",2019-08-31,"2019-08-05",
"84","01","01053","2019","00105319O0058","90","2",,,,,,"82 bis rue du Stand",,,"01000","Bourg en Bresse",,"100",,,"82 bis RUE DU STAND",,,"01000","Bourg-en-Bresse",,"0041AP","0040AP","0039AP",1,3265,,,,0,0,0,0,0,0,0,1,0,1,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,166,18,0,0,0,"7",2019-08-31,,
"84","01","01065","2019","00106519D0015","90","2",,,,,,,,,,,,,"18","Alle","ALLEE DE LA BATTEUSE","LOTISSEMENT LE DOMAINE DE LA PRESLE",,"01310","Buellas",,"18920A",,,1,704,,,,0,0,0,1,0,0,0,1,0,1,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,96,0,0,0,"5",2019-08-31,,
"84","01","01072","2016","00107216D0002","20","2","SEMCODA",,"75920075000130","50","RUE","du Pavillon CS 91 007",,,"01000","Bourg-en-Bresse",,"100",,"RUE","Jerome Lalande",,,"01250","Ceyzeriat",,"877AL",,,3,11325,,,,4,13,36,11,2,0,0,0,66,66,,"1",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,,0,4982,0,0,0,"14",2019-08-31,"2016-10-15","2018-04-09"
"84","01","01072","2019","00107219D0013","90","2",,,,"7","Boule","Victor Hugo",,,"01000","BOURG EN BRESSE",,"100",,,"La Plantee",,,"01250","Ceyzeriat",,"0097AD",,,1,0,,,,0,0,0,0,2,0,0,1,0,1,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,206,0,0,0,"5",2019-08-31,,
"84","01","01074","2019","00107419V0009","80","2",,,,"12","lotis","Les Hotesses",,,"01320","CHALAMONT",,"100",,,"LOTISSEMENT LES HOTESSES",,,"01320","CHALAMONT",,"09030A",,,2,1038,,,,0,0,0,0,0,0,0,0,0,0,,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,111,43,0,0,0,"4",2019-08-31,"2019-07-15",
"84","01","01092","2019","00109219V0007","90","2",,,,"35","rue","Maryse Bastie",,,"01500","AMBERIEU EN BUGEY",,"100",,"route","de Bublanne   lieudit 'le","lot A",,"01320","CHATILLON LA PALUD",,"19740B",,,1,0,,,,0,0,0,0,1,0,0,1,0,1,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,108,0,0,0,"5",2019-08-31,,
"84","01","01093","2019","00109319V0020","90","2",,,,"637",,"Route de la Dombes",,,"01480","SAVIGNEUX",,"100",,,"route de charbonniere","Bel Air",,"01400","CHATILLON SUR CHALARONNE",,"40550C","40540C",,2,0,,,,0,0,0,2,0,0,0,0,2,2,,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,98,192,0,0,0,"7",2019-08-31,"2019-08-01",
"84","01","01093","2019","00109319V0024","90","2",,"SUR LA COTIERE BUELLARD","80883649800010",,,"LA COTE BUELLARD",,,"01400","CHATILLON-SUR-CHALARONNE",,"100",,,"LA COTE BUELLARD",,,"01400","CHATILLON SUR CHALARONNE",,"38950C",,,1,3548,,,,0,0,2,4,0,0,0,6,0,6,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,522,0,0,0,"7",2019-08-31,,
"84","01","01105","2019","00110519V0022","90","2",,,,"195","route","du Bois Ravat",,,"01390","CIVRIEUX",,"100","195","route","du Bois Ravat",,,"01390","CIVRIEUX",,,,,1,0,,,,0,0,0,2,0,0,0,1,0,1,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,192,0,0,0,"5",2019-08-31,,
"84","01","01105","2019","00110519V0023","90","2",,,,"513","chemi","des Collieres",,,"01390","CIVRIEUX",,"100","513","chemi","des Collieres",,,"01390","CIVRIEUX",,"0115ZW","0097ZW","0082ZW",1,6252,,,,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,171,38,0,7,0,"12",2019-08-31,,
"84","01","01130","2019","00113019D0020","90","2",,,,"1400","Route","de Balvay","Cras sur Reyssouze",,"01340","BRESSE VALLONS",,"100","1400","Route","de Balvay","Cras sur Reyssouze",,"01340","BRESSE VALLONS",,"280p0A",,,1,1120,,,,0,0,0,0,0,0,0,1,0,1,,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,101,0,0,0,0,"1",2019-08-31,,
"84","01","01148","2019","00114819H0017","10","2",,,,,,"525 route du pont de la py",,,"39260","maisod",,"100",,,"lotissement les coteaux de",,,"01590","DORTAN",,"0404ZC","0413ZC",,2,641,,,,0,0,0,0,0,1,0,1,0,1,,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,107,0,0,0,"5",2019-08-31,"2019-08-27",
"84","01","01148","2019","00114819H0021","90","2",,,,,,"4 MAISSIAT D EN BAS",,,"01590","DORTAN",,"100",,,"4 MAISSIAT D EN BAS",,,"01590","DORTAN",,"0244ZC","0250ZC","0248ZC",1,3453,,,,0,0,0,0,0,0,0,1,0,1,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,88,47,0,0,0,"7",2019-08-31,,
"84","01","01157","2019","00115719V0038","80","2",,,,,,"36 ROUTE DE FLECHERES",,,"01480","FAREINS",,"100",,,,,,"01480","FAREINS",,,,,2,0,,,,0,0,0,0,0,0,0,0,0,0,,"2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,36,0,0,0,"4",2019-08-31,"2019-07-30",
"84","01","01157","2019","00115719V0042","90","2",,,,"142",,"Boulevard Etienne Bernand",,,"69400","Villefranche-sur-Saone",,"100",,,,,,"01480","FAREINS",,"031pAI",,,1,0,,,,0,0,0,0,0,0,0,1,0,1,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,125,0,0,0,"5",2019-08-31,,
"84","01","01160","2019","00116019J0014","90","2",,"SCCV FERNEY JARGILIERES","851 915 504 00","58-60","AVENU","EDOUARD VAILLANT",,,"92100","BOULOGNE-BILLANCOURT",,"100",,"CHEMI","DES POTIERS",,,"01210","FERNEY-VOLTAIRE",,"0723AM","0722AM","0721AM",1,5825,,,,28,19,24,19,2,0,0,0,92,92,,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,,0,5974,0,0,0,"14",2019-08-31,,
"84","01","01160","2019","00116019J0015","90","2","SCI RHONE II","SCI RHONE II","31406652300023","22-24","RUE","DE BELLEVUE",,,"92100","BOULOGNE-BILLANCOURT",,"100",,"CHEMI","DES FLEURS - RUE DE VERSOI",,,"01210","FERNEY-VOLTAIRE",,"0021AK","0022AK","0235AK",1,4052,,,,0,58,54,5,0,0,8,0,117,117,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,906,6906,0,906,0,"14",2019-08-31,,
"84","01","01160","2019","00116019J0016","90","2",,,,"16","CHEMI","DE VALAVRAN",,,"01210","FERNEY-VOLTAIRE",,"100","16","CHEMI","DE VALAVRAN",,,"01210","FERNEY-VOLTAIRE",,"0476AM","0181AM",,1,723,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,205,22,0,23,205,"12",2019-08-31,,
"84","01","01163","2019","00116319D0014","80","2",,,,"160","Lotis","des Chenes",,,"01340","FOISSIAT",,"100","160","Lotis","des Chenes",,,"01340","FOISSIAT",,"0921AB",,,2,650,,,,0,0,0,0,0,0,0,0,0,0,,"2",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,90,14,0,0,0,"4",2019-08-31,"2019-08-02",
"84","01","01163","2019","00116319D0018","90","2",,,,"194","Alle","de l'Aulnay",,,"01340","ATTIGNAT",,"100",,,"Boucle des Corcelles","Corcelle Basse",,"01340","FOISSIAT",,"0439WI",,,1,4741,,,,0,0,0,0,0,1,0,1,0,1,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,185,0,0,0,"5",2019-08-31,,
"84","01","01166","2019","00116619V0010","31","2",,,,"785","Rue","EDOUARD HERRIOT",,,"01480","JASSANS RIOTTIER",,"100",,"Impas","DU BOIS DE TERNAND",,,"01480","FRANS",,"0067AA",,,2,4782,,,,0,0,0,0,1,0,0,1,0,1,,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,91,0,0,0,"5",2019-08-31,"2019-07-31",
"84","01","01166","2019","00116619V0012","90","2",,,,"51","Rue","SALOMON REINACH",,,"69007","LYON",,"100","3","LOTIS","LE CLOS GABRIEL","79 IMPASSE DU BOIS DE TERNAND",,"01480","FRANS",,,,,1,300,,,,0,0,0,1,0,0,0,1,0,1,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,87,0,0,0,"5",2019-08-31,,
"84","01","01166","2019","00116619V0014","90","2",,,,"82","AVENU","GALLINE",,,"69100","VILLEURBANNE",,"100",,"CHEMI","DE LA BORNE","LOT C",,"01480","FRANS",,"0151AD","0152AD","0157AD",1,830,,,,0,0,0,1,0,0,0,1,0,1,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,92,0,0,0,"5",2019-08-31,,
"84","01","01166","2019","00116619V0015","90","2",,,,"325","Rue","DES JARDINIERS",,,"69400","VILLEFRANCHE SUR SAONE",,"100","79",,"IMPASSE DU BOIS DE TERNAND",,,"01480","FRANS",,"0067AA",,,1,4782,,,,0,0,0,0,1,0,0,1,0,1,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,93,0,0,0,"5",2019-08-31,,
"84","01","01169","2019","00116919V0002","90","2",,,,,,"CHATEAU DE CHAVAGNEUX",,,"01090","GENOUILLEUX",,"100",,,"CHATEAU DE CHAVAGNEUX",,,"01090","GENOUILLEUX",,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,"1",2019-08-31,,
"84","01","01179","2019","00117919D0015","10","2",,"SAS Rabuel Investissement representee par Monsieu","49286941700021","72","Alle","de Vois Long",,,"01290","CORMORANCHE SUR SAONE",,"100",,,"Le Clos Les Charmes",,,"01290","GRIEGES",,"25460D","25510D",,2,0,,,,0,0,0,1,0,0,0,1,0,1,,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,102,0,0,0,"5",2019-08-31,"2019-08-21",
"84","01","01181","2019","00118119H0003","10","2",,,,,,"7 rue des Montains",,,"01100","BELLIGNAT",,"100",,,"235 CHEMIN DU MOULIN DE NE",,,"01100","GROISSIAT",,"539p0A","11800A",,2,1864,,,,0,0,0,0,0,0,0,1,0,1,,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,208,0,0,0,"5",2019-08-31,"2019-08-28",
"84","01","01185","2019","00118519H0008","80","2",,,,,,"48 rue Devia","Cormaranche en Bugey",,"01110","PLATEAU D HAUTEVILLE",,"100",,,"48 RUE DEVIA",,,"01110","PLATEAU D'HAUTEVILLE",,"02770G",,,2,423,,,,0,0,0,0,0,0,0,0,0,0,,"2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,62,39,0,0,0,"4",2019-08-31,"2019-08-12",
"84","01","01185","2019","00118519H0011","32","2",,"SCI 4 T PLANACHAT - M. TORUNSKI Cyril","85210420700018",,,"29 rue des Deux Ponts",,,"01120","LA BOISSE",,"100",,,"Route de Planachat La Mari",,,"01110","PLATEAU D'HAUTEVILLE",,"17030G","17040G",,2,2341,,,,0,0,0,0,0,0,0,1,0,1,,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,196,0,0,0,"5",2019-08-31,"2019-08-09",
"84","01","01185","2019","00118519H0013","80","2",,,,,,"20 Place du Four","Cormaranche-en-Bugey",,"01110","PLATEAU D'HAUTEVILLE",,"100",,,"20 Place du Four - CORMARA",,,"01110","PLATEAU D'HAUTEVILLE",,"03030G",,,2,157,,,,0,0,0,0,0,0,0,0,0,0,,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,"1",2019-08-31,"2019-08-22",
"84","01","01194","2019","0011941900013","90","2",,"TERRE HABITAT AMENAGEMENT","79204814200022","19B",,"RUE DE LA REPUBLIQUE",,,"69740","GENAS",,"100","42",,"RUE HECTOR BERLIOZ / 200W",,,"01480","JASSANS-RIOTTIER",,"0338AK","0339AK",,1,1110,,,,3,5,9,3,0,0,1,0,20,20,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,224,1167,0,224,0,"14",2019-08-31,,
"84","01","01195","2019","00119519D0012","90","2",,,,"21","Place","21 place Bernard",,,"01000","BOURG EN BRESSE",,"100",,,"SOUS LE CHATEAU",,,"01250","Jasseron",,"05170B",,,1,1000,,,,0,0,0,2,0,0,0,1,0,1,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,234,234,0,0,0,"7",2019-08-31,,
"84","01","01199","2019","00119919A0004","80","2",,"SCI PARADIS","84861228900019","3","RUE","du Colin",,,"60810","VILLERS SAINT FRAMBOURG",,"100",,,"Seneche sur PARADIS",,,"01640","JUJURIEUX",,"05350B",,,2,840,,,,0,0,0,0,0,0,0,0,0,0,,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,87,42,0,0,0,"4",2019-08-31,"2019-04-23",
"84","01","01224","2019","00122419A0011","10","2",,"CAVIBAT","83281286100019","269","Chemi","des Rogations",,,"01 15","SAINT-VULBAS",,"100","25","Rue","de l'Industrie","Z.I de la Croze",,"01 36","LOYETTES",,"01870F",,,2,1395,,,,0,0,1,0,0,0,0,1,0,1,,"1",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,0,62,0,0,0,"14",2019-08-31,"2019-08-07",
"84","01","01224","2019","00122419A0023","90","2",,"GANOVA CONSTRUCTION","43475911400011","44",,"Route de la Lechere",,,"38 23","CHARVIEU-CHAVAGNEUX",,"100",,,"Les Bonnes","Lot n_4 - Lotissement 'Le clos des Bo",,"01 36","LOYETTES",,"19120A","19130A","30890A",1,1156,,,,0,0,5,0,0,0,0,0,5,5,,,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,0,355,0,0,0,"7",2019-08-31,,
"84","01","01227","2019","00122719C0007","10","2",,,,,,"50 Lotissement le Murat",,,"01510","VIRIEU LE GRAND",,"100",,,"MONTALIVET","Le Clos des Vignes",,"01300","MAGNIEU",,"0376ZC",,,2,1003,,,,0,0,0,0,1,0,0,1,0,1,,"1",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,0,154,0,0,0,"5",2019-08-31,"2019-08-26",
"84","01","01227","2019","00122719C0009","90","2",,,,,,"35 rue de la Chapelle",,,"01350","CRESSIN ROCHEFORT",,"100",,,,,,"01300","MAGNIEU",,"0185ZC",,,1,1550,,,,0,0,0,0,0,0,0,1,0,1,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,167,0,0,0,"5",2019-08-31,,
"84","01","01229","2019","00122919D0004","90","2",,,,"86","Rue","du centre",,,"01340","MALAFRETAZ",,"100",,"Rue","du centre",,,"01340","MALAFRETAZ",,"10320B","10330B","10430B",2,6820,,,,0,0,0,0,2,0,0,2,0,2,,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,233,0,0,0,"7",2019-08-31,"2019-08-05",
"84","01","01232","2019","00123219D0014","90","2",,,,"279","Alle","des Sourdieres Sud",,,"01851","MARBOZ",,"100","279","Alle","des Sourdieres Sud",,,"01851","MARBOZ",,"0194WL","0193WL",,1,764,,,,0,0,0,0,0,0,0,1,0,1,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,165,13,0,0,0,"7",2019-08-31,,
"84","01","01236","2019","00123619D0007","90","2",,,,"659","Route","du Sougey",,,"01340","MARSONNAS",,"100","659","Route","du Sougey",,,"01340","MARSONNAS",,"0476AI",,,1,1876,,,,0,0,0,0,0,0,0,1,0,1,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,158,27,0,0,0,"7",2019-08-31,,
