Titre :;Espagne, Taux de chômage (CVS)
Sep 1999;13,392239
Aoû 1999;13,464377
Jul 1999;13,466167
Jun 1999;13,532724
Mai 1999;13,468631
Avr 1999;13,620469
Mar 1999;13,903616
Fév 1999;14,260255
Jan 1999;14,786822
Déc 1998;15,383523
Nov 1998;15,719705
Oct 1998;16,034785
Sep 1998;16,267408
Aoû 1998;16,425258
Jul 1998;16,562816
Jun 1998;16,750464
Mai 1998;16,649109
Avr 1998;16,613016
Mar 1998;16,667617
Fév 1998;16,749321
Jan 1998;17,07708
Déc 1997;17,553185
Nov 1997;17,785929
Oct 1997;18,048961
Sep 1997;18,304877
Aoû 1997;18,316917
Jul 1997;18,587193
Jun 1997;18,796767
Mai 1997;18,662671
Avr 1997;18,607976
Mar 1997;18,558578
Fév 1997;18,698939
Jan 1997;18,825762
Déc 1996;19,100873
Nov 1996;19,328465
Oct 1996;19,538922
Sep 1996;19,74462
Aoû 1996;19,769974
Jul 1996;20,072378
Jun 1996;20,186178
Mai 1996;20,076658
Avr 1996;20,121437
Mar 1996;20,255807
Fév 1996;20,291253
Jan 1996;20,378372
Déc 1995;20,486497
Nov 1995;20,67516
Oct 1995;20,726024
Sep 1995;20,859374
Aoû 1995;20,811485
Jul 1995;20,714874
Jun 1995;20,616748
Mai 1995;20,516167
Avr 1995;20,599327
Mar 1995;20,885818
Fév 1995;21,194187
Jan 1995;21,381614
Déc 1994;21,644999
Nov 1994;21,750387
Oct 1994;21,833471
Sep 1994;21,962359
Aoû 1994;22,01986
Jul 1994;22,053347
Jun 1994;22,186014
Mai 1994;22,207401
Avr 1994;22,246532
Mar 1994;22,202451
Fév 1994;22,250919
Jan 1994;22,248482
Déc 1993;22,038589
Nov 1993;21,856598
Oct 1993;21,739879
Sep 1993;21,536581
Aoû 1993;21,3582
Jul 1993;21,256945
Jun 1993;20,909847
Mai 1993;20,397556
Avr 1993;20,176114
Mar 1993;19,982974
Fév 1993;19,523298
Jan 1993;19,157471
Déc 1992;18,805458
Nov 1992;18,380795
Oct 1992;17,967914
Sep 1992;17,522892
Aoû 1992;17,154197
Jul 1992;16,912157
Jun 1992;16,671554
Mai 1992;16,519217
Avr 1992;16,428118
Mar 1992;16,252464
Fév 1992;16,079259
Jan 1992;15,982913
Déc 1991;15,9318
Nov 1991;15,878293
Oct 1991;15,916913
Sep 1991;15,86429
Aoû 1991;15,765054
Jul 1991;15,617892
Jun 1991;15,402326
Mai 1991;15,264914
Avr 1991;15,18125
Mar 1991;15,119616
Fév 1991;15,125846
Jan 1991;15,128417
Déc 1990;15,295968
Nov 1990;15,275299
Oct 1990;15,301923
Sep 1990;15,251897
Aoû 1990;15,31635
Jul 1990;15,307181
Jun 1990;15,461049
Mai 1990;15,596872
Avr 1990;15,631954
Mar 1990;15,61857
Fév 1990;15,750912
Jan 1990;15,860794
Déc 1989;16,13956
Nov 1989;16,132441
Oct 1989;16,100289
Sep 1989;15,982099
Aoû 1989;16,155585
Jul 1989;16,217615
Jun 1989;16,439552
Mai 1989;16,656233
Avr 1989;16,878756
Mar 1989;17,10412
Fév 1989;17,313184
Jan 1989;17,508504
Déc 1988;17,633577
Nov 1988;17,726983
Oct 1988;17,967219
Sep 1988;18,387825
Aoû 1988;18,718392
Jul 1988;18,90919
Jun 1988;19,026631
Mai 1988;19,087809
Avr 1988;19,087908
Mar 1988;19,121389
Fév 1988;19,226773
Jan 1988;19,342887
Déc 1987;19,383413
Nov 1987;19,411398
Oct 1987;19,547642
Sep 1987;19,693106
Aoû 1987;19,693558
Jul 1987;19,723968
Jun 1987;19,630928
Mai 1987;19,661766
Avr 1987;19,770327
Mar 1987;19,915259
Fév 1987;20,066089
Jan 1987;20,195775
Déc 1986;20,228237
Nov 1986;20,255259
Oct 1986;20,198915
Sep 1986;20,270647
Aoû 1986;20,28318
Jul 1986;20,357408
Jun 1986;20,386207
Mai 1986;20,49296
Avr 1986;20,561989
