"Identifiant","Nom","Adresse","Adresse 2","Code postal","Ville","Pays","Longitude","Latitude","Modification"
"132017","dojo","PARC PHILIPPE COUSTEAU","","78320","la-Verrière","FR","1,95436400","48,74847900","21/10/2019 17:32:12"
"132016","TENNIS","PARC PHILIPPE COUSTEAU","","78320","la-Verrière","FR","1,95436400","48,74847900","21/10/2019 17:32:12"
"132015","mairie","avenue des noes","","78320","la-Verrière","FR","1,96143100","48,75935800","21/10/2019 17:32:12"
"132014","gymnase de la fraternité","4 avenue des noes","","78320","la-Verrière","FR","1,96237000","48,75944800","21/10/2019 17:32:12"
