;" Inscrits	";" Emargés	";" Procurations	";" Votants	";" Blancs	";" Nuls	";" Exprimés	"; AUBRY; DE  PREVOISIN; CAMUS; MARIE; LOISEAU; TRAORE; PHILIPPOT; ALEXANDRE; BOURG; VAUCLIN; LAGARDE; GLUCKSMANN; GERNIGON; HELGEN; DUPONT-AIGNAN; CAILLAUD; DELFEL; ARTHAUD; BROSSAT; ASSELINEAU; HAMON; TOMASINI; BARDELLA; CORBET; SANCHEZ; DIEUMEGARD; CHALENCON; LALANNE; BELLAMY; JADOT; THOUY; BIDOU; PERSON; AZERGUI
 JEAN MACE;599;294;8;294;4;6;284;37;0;0;2;57;0;2;0;11;0;8;20;0;0;1;0;0;5;7;2;13;0;30;0;0;0;0;0;7;74;5;1;0;2
 CLAUDE BERNARD;834;461;15;459;4;3;452;39;0;0;0;107;0;3;2;4;0;16;46;0;2;7;0;0;0;9;4;21;0;39;0;0;0;0;1;35;113;4;0;0;0
 BERRIAT;2089;1056;54;1057;5;6;1046;58;0;0;7;270;0;2;0;23;0;15;109;1;1;11;0;0;6;27;9;82;0;72;0;0;1;0;6;87;244;14;0;0;1
 BUFFON;2369;1241;50;1241;7;8;1226;146;0;0;11;212;0;2;0;26;0;11;122;0;2;13;0;3;11;34;7;89;0;77;0;0;0;0;4;56;390;7;2;0;1
 DIDEROT;1112;614;23;614;5;2;607;53;0;0;9;98;0;1;1;13;0;6;64;2;0;5;0;0;2;18;5;27;0;64;0;0;0;0;0;25;196;14;1;0;3
 AMPERE;2422;1387;56;1387;10;8;1369;155;0;0;8;228;0;9;0;21;0;15;140;0;4;14;0;3;7;59;20;101;0;118;0;0;3;0;1;37;405;19;0;0;2
 JOSEPH VALLIER;2486;1314;52;1313;15;14;1284;100;0;0;6;306;0;3;1;18;0;34;124;1;3;16;1;1;9;31;10;63;0;152;0;0;1;0;5;79;299;16;3;0;2
 EAUX CLAIRES;5093;2526;83;2526;31;25;2470;182;0;0;9;522;0;14;0;24;0;44;242;0;3;38;0;6;20;71;29;133;2;388;0;0;3;0;4;171;523;38;1;0;3
 ANATOLE FRANCE;1912;661;17;662;13;9;640;50;0;0;2;153;0;5;0;13;0;19;51;1;2;17;0;0;4;18;8;32;0;114;0;0;0;0;3;67;57;15;1;0;8
 HOUILLE BLANCHE;2261;1136;25;1136;23;19;1094;77;0;0;7;270;0;4;0;19;0;22;82;1;5;24;0;0;8;32;7;33;0;182;0;0;4;0;4;83;200;22;2;0;6
 EUROPOLE;2337;1215;49;1215;15;12;1188;83;0;0;5;294;0;4;0;25;0;22;110;3;1;15;0;1;7;39;27;51;1;113;0;0;1;0;6;59;288;27;2;0;4
 SAINT LAURENT;565;342;15;342;3;0;339;51;0;0;7;69;0;1;0;7;0;2;29;0;1;3;0;0;1;14;3;14;0;25;0;0;0;0;3;11;94;4;0;0;0
 BERLIOZ;2430;1436;137;1436;12;3;1421;75;0;0;7;447;0;3;2;28;0;23;136;1;0;15;0;0;3;20;8;77;0;93;0;0;1;0;0;143;321;16;2;0;0
 PORTE DE FRANCE;643;374;17;374;1;2;371;37;0;0;3;77;0;1;0;14;0;2;34;0;1;0;0;2;2;12;2;28;0;20;0;0;0;0;1;14;113;7;0;0;1
 JARDIN DE VILLE;2001;1183;66;1182;7;4;1171;59;0;0;5;400;0;1;0;20;0;23;111;1;0;13;0;1;4;17;8;50;0;71;0;0;0;0;2;108;268;9;0;0;0
 JEAN JAURES;993;577;;577;6;3;568;25;0;0;6;157;0;1;0;11;0;14;65;0;0;3;1;0;2;12;3;28;0;41;0;0;0;0;0;51;139;8;1;0;0
 VIEUX TEMPLE;3007;1751;82;1751;10;19;1722;111;0;0;11;497;0;3;1;23;0;23;158;0;0;14;1;0;9;44;13;112;2;136;0;0;0;0;1;103;436;22;1;0;1
 ILE VERTE;1784;1025;35;1026;12;11;1003;66;0;0;6;230;0;3;0;21;0;23;106;0;0;25;0;1;6;24;13;59;0;94;0;0;2;0;0;44;270;8;0;0;2
 MALHERBE;2536;1321;44;1321;10;18;1293;111;0;0;7;287;0;5;1;24;0;18;152;1;3;19;0;2;9;38;6;69;0;193;0;0;1;0;0;56;257;18;2;0;14
 BALADINS;2788;1168;51;1168;8;17;1143;157;1;1;2;207;0;5;0;25;4;8;136;1;4;16;1;2;24;60;19;67;0;106;0;0;1;0;5;29;241;13;3;0;5
