Support d'identification,Catégorie,Déchetterie,Date,Heure,Produit,Quantité
01965,PARTICULIER,GENSAC,25/09/2013,15:16:00,GRAVATS,"0,00"
01965,PARTICULIER,GENSAC,25/09/2013,15:16:00,CARTON,"0,00"
01965,PARTICULIER,GENSAC,25/09/2013,15:16:00,TOUT VENANT ENCOMBRANTS,"0,00"
29678,PARTICULIER,GENSAC,25/09/2013,14:50:00,BATTERIES,"0,00"
29678,PARTICULIER,GENSAC,25/09/2013,14:50:00,BOIS NON TRAITE,"0,00"
29678,PARTICULIER,GENSAC,25/09/2013,14:50:00,FERRAILLE,"0,00"
29678,PARTICULIER,GENSAC,25/09/2013,14:50:00,TOUT VENANT ENCOMBRANTS,"0,00"
28895,PARTICULIER,GENSAC,25/09/2013,14:49:00,BOIS TRAITE,"0,00"
28895,PARTICULIER,GENSAC,25/09/2013,14:49:00,FERRAILLE,"0,00"
28895,PARTICULIER,GENSAC,25/09/2013,14:49:00,TOUT VENANT ENCOMBRANTS,"0,00"
01242,PARTICULIER,GENSAC,25/09/2013,14:27:00,DECHETS VERTS,"0,00"
09012,PARTICULIER,GENSAC,25/09/2013,14:06:00,DMS,"0,00"
09012,PARTICULIER,GENSAC,25/09/2013,14:06:00,BOIS TRAITE,"0,00"
09012,PARTICULIER,GENSAC,25/09/2013,14:06:00,BOIS TRAITE,"0,00"
09012,PARTICULIER,GENSAC,25/09/2013,14:06:00,FERRAILLE,"0,00"
27508,PROFESSIONNEL,GENSAC,25/09/2013,11:44:00,FERRAILLE,"0,00"
27508,PROFESSIONNEL,GENSAC,25/09/2013,11:44:00,TOUT VENANT ENCOMBRANTS,"0,00"
07835,PARTICULIER,GENSAC,25/09/2013,11:39:00,DECHETS VERTS,"0,00"
06516,PARTICULIER,GENSAC,25/09/2013,11:30:00,TOUT VENANT ENCOMBRANTS,"0,00"
06516,PARTICULIER,GENSAC,25/09/2013,11:30:00,PILES,"0,00"
06516,PARTICULIER,GENSAC,25/09/2013,11:30:00,VERRE CASSE,"0,00"
06516,PARTICULIER,GENSAC,25/09/2013,11:30:00,HUILE ALIMENTAIRE,"0,00"
06516,PARTICULIER,GENSAC,25/09/2013,11:30:00,DMS,"0,00"
06516,PARTICULIER,GENSAC,25/09/2013,11:30:00,DECHETS VERTS,"0,00"
08960,PARTICULIER,GENSAC,25/09/2013,11:19:00,DECHETS VERTS,"0,00"
08316,PROFESSIONNEL,GENSAC,25/09/2013,11:13:00,CARTON,"0,00"
08316,PROFESSIONNEL,GENSAC,25/09/2013,11:13:00,NYLON,"0,00"
08316,PROFESSIONNEL,GENSAC,25/09/2013,11:13:00,TOUT VENANT ENCOMBRANTS,"0,00"
01973,PARTICULIER,GENSAC,25/09/2013,11:07:00,BOUTEILLES VERRES,"0,00"
01973,PARTICULIER,GENSAC,25/09/2013,11:07:00,DECHETS VERTS,"0,00"
01973,PARTICULIER,GENSAC,25/09/2013,11:07:00,GRAVATS,"0,00"
14646,PARTICULIER,GENSAC,25/09/2013,11:06:00,BOUTEILLES VERRES,"0,00"
06488,PARTICULIER,GENSAC,25/09/2013,11:05:00,TOUT VENANT ENCOMBRANTS,"0,00"
06488,PARTICULIER,GENSAC,25/09/2013,11:05:00,NYLON,"0,00"
06488,PARTICULIER,GENSAC,25/09/2013,11:05:00,GRAVATS,"0,00"
06488,PARTICULIER,GENSAC,25/09/2013,11:05:00,FERRAILLE,"0,00"
14647,PARTICULIER,GENSAC,25/09/2013,11:04:00,TOUT VENANT ENCOMBRANTS,"0,00"
14647,PARTICULIER,GENSAC,25/09/2013,11:04:00,BOIS NON TRAITE,"0,00"
14647,PARTICULIER,GENSAC,25/09/2013,11:04:00,FERRAILLE,"0,00"
14647,PARTICULIER,GENSAC,25/09/2013,11:04:00,NYLON,"0,00"
07234,PARTICULIER,GENSAC,25/09/2013,10:59:00,DECHETS VERTS,"0,00"
00690,PARTICULIER,GENSAC,25/09/2013,10:58:00,DECHETS VERTS,"0,00"
15994,PARTICULIER,GENSAC,25/09/2013,10:55:00,TOUT VENANT ENCOMBRANTS,"0,00"
15994,PARTICULIER,GENSAC,25/09/2013,10:55:00,CARTON,"0,00"
15994,PARTICULIER,GENSAC,25/09/2013,10:55:00,TOUT VENANT ENCOMBRANTS,"0,00"
27405,PARTICULIER,GENSAC,25/09/2013,10:50:00,BOIS TRAITE,"0,00"
27405,PARTICULIER,GENSAC,25/09/2013,10:50:00,TOUT VENANT ENCOMBRANTS,"0,00"
27405,PARTICULIER,GENSAC,25/09/2013,10:50:00,BOUTEILLES FLACONS PLASTIQUES,"0,00"
02202,PARTICULIER,GENSAC,25/09/2013,10:43:00,BOUTEILLES VERRES,"0,00"
02202,PARTICULIER,GENSAC,25/09/2013,10:43:00,FERRAILLE,"0,00"
02202,PARTICULIER,GENSAC,25/09/2013,10:43:00,CARTON,"0,00"
02202,PARTICULIER,GENSAC,25/09/2013,10:43:00,TOUT VENANT ENCOMBRANTS,"0,00"
07245,PARTICULIER,GENSAC,25/09/2013,10:36:00,DECHETS VERTS,"0,00"
07245,PARTICULIER,GENSAC,25/09/2013,10:36:00,DECHETS VERTS,"0,00"
07245,PARTICULIER,GENSAC,25/09/2013,10:36:00,FERRAILLE,"0,00"
28579,PARTICULIER,GENSAC,25/09/2013,10:35:00,TOUT VENANT ENCOMBRANTS,"0,00"
28579,PARTICULIER,GENSAC,25/09/2013,10:35:00,CARTON,"0,00"
28579,PARTICULIER,GENSAC,25/09/2013,10:35:00,FERRAILLE,"0,00"
28579,PARTICULIER,GENSAC,25/09/2013,10:35:00,NYLON,"0,00"
04287,PARTICULIER,GENSAC,25/09/2013,10:34:00,GRAVATS,"0,00"
04287,PARTICULIER,GENSAC,25/09/2013,10:34:00,FERRAILLE,"0,00"
04287,PARTICULIER,GENSAC,25/09/2013,10:34:00,TOUT VENANT ENCOMBRANTS,"0,00"
27416,PARTICULIER,GENSAC,25/09/2013,10:09:00,FERRAILLE,"0,00"
27416,PARTICULIER,GENSAC,25/09/2013,10:09:00,TOUT VENANT ENCOMBRANTS,"0,00"
27416,PARTICULIER,GENSAC,25/09/2013,10:09:00,DECHETS VERTS,"0,00"
04245,PARTICULIER,GENSAC,25/09/2013,10:03:00,DECHETS VERTS,"0,00"
04245,PARTICULIER,GENSAC,25/09/2013,10:03:00,FERRAILLE,"0,00"
04245,PARTICULIER,GENSAC,25/09/2013,10:03:00,BOUTEILLES VERRES,"0,00"
04245,PARTICULIER,GENSAC,25/09/2013,10:03:00,PAPIER,"0,00"
27499,PARTICULIER,GENSAC,25/09/2013,09:51:00,BOUTEILLES VERRES,"0,00"
27499,PARTICULIER,GENSAC,25/09/2013,09:51:00,DMS,"0,00"
27499,PARTICULIER,GENSAC,25/09/2013,09:51:00,TOUT VENANT ENCOMBRANTS,"0,00"
27499,PARTICULIER,GENSAC,25/09/2013,09:51:00,FERRAILLE,"0,00"
27499,PARTICULIER,GENSAC,25/09/2013,09:51:00,TOUT VENANT ENCOMBRANTS,"0,00"
04287,PARTICULIER,GENSAC,25/09/2013,09:49:00,TOUT VENANT ENCOMBRANTS,"0,00"
04287,PARTICULIER,GENSAC,25/09/2013,09:49:00,FERRAILLE,"0,00"
04287,PARTICULIER,GENSAC,25/09/2013,09:49:00,CARTON,"0,00"
27466,PARTICULIER,GENSAC,25/09/2013,09:35:00,BOUTEILLES VERRES,"0,00"
27466,PARTICULIER,GENSAC,25/09/2013,09:35:00,CARTON,"0,00"
27466,PARTICULIER,GENSAC,25/09/2013,09:35:00,CARTON,"0,00"
27466,PARTICULIER,GENSAC,25/09/2013,09:35:00,BATTERIES,"0,00"
04232,PARTICULIER,GENSAC,25/09/2013,09:02:00,DECHETS VERTS,"0,00"
07243,PARTICULIER,GENSAC,25/09/2013,09:00:00,DECHETS VERTS,"0,00"
09013,PARTICULIER,GENSAC,25/09/2013,09:00:00,DECHETS VERTS,"0,00"
26979,PARTICULIER,RIMONS,25/09/2013,14:25:00,,"0,00"
00415,PARTICULIER,RIMONS,25/09/2013,14:06:00,,"0,00"
06660,PARTICULIER,RIMONS,25/09/2013,11:41:00,,"0,00"
24268,PROFESSIONNEL,RIMONS,25/09/2013,11:36:00,,"0,00"
08169,PARTICULIER,RIMONS,25/09/2013,11:28:00,,"0,00"
08714,PARTICULIER,RIMONS,25/09/2013,11:22:00,,"0,00"
08692,PARTICULIER,RIMONS,25/09/2013,10:50:00,,"0,00"
24372,PARTICULIER,RIMONS,25/09/2013,10:48:00,,"0,00"
03404,PROFESSIONNEL,RIMONS,25/09/2013,10:28:00,,"0,00"
15054,PARTICULIER,RIMONS,25/09/2013,10:10:00,,"0,00"
04806,PARTICULIER,RIMONS,25/09/2013,09:53:00,,"0,00"
05666,PARTICULIER,RIMONS,25/09/2013,09:32:00,,"0,00"
24856,PARTICULIER,RIMONS,25/09/2013,09:32:00,,"0,00"
03160,PROFESSIONNEL,RIMONS,25/09/2013,09:23:00,,"0,00"
24268,PROFESSIONNEL,RIMONS,25/09/2013,09:06:00,,"0,00"
15054,PARTICULIER,RIMONS,25/09/2013,09:03:00,,"0,00"
24600,PARTICULIER,RIMONS,25/09/2013,17:39:00,,"0,00"
00081,PARTICULIER,RIMONS,25/09/2013,17:27:00,,"0,00"
08692,PARTICULIER,RIMONS,25/09/2013,17:18:00,,"0,00"
15115,PARTICULIER,RIMONS,25/09/2013,17:05:00,,"0,00"
24600,PARTICULIER,RIMONS,25/09/2013,16:57:00,,"0,00"
26321,PARTICULIER,RIMONS,25/09/2013,16:44:00,,"0,00"
07749,PARTICULIER,RIMONS,25/09/2013,16:44:00,,"0,00"
08666,PARTICULIER,RIMONS,25/09/2013,16:40:00,,"0,00"
06598,PARTICULIER,RIMONS,25/09/2013,16:34:00,,"0,00"
01018,PARTICULIER,RIMONS,25/09/2013,16:27:00,,"0,00"
07365,PARTICULIER,RIMONS,25/09/2013,16:25:00,,"0,00"
28032,PARTICULIER,RIMONS,25/09/2013,16:22:00,,"0,00"
15211,PARTICULIER,RIMONS,25/09/2013,16:05:00,,"0,00"
25115,PARTICULIER,RIMONS,25/09/2013,16:03:00,,"0,00"
15101,PARTICULIER,RIMONS,25/09/2013,15:57:00,,"0,00"
28856,PARTICULIER,RIMONS,25/09/2013,15:56:00,,"0,00"
27552,PROFESSIONNEL,RIMONS,25/09/2013,15:14:00,,"0,00"
00308,PARTICULIER,RIMONS,25/09/2013,15:05:00,,"0,00"
15967,PARTICULIER,RIMONS,25/09/2013,14:53:00,,"0,00"
01078,PARTICULIER,RIMONS,25/09/2013,14:49:00,,"0,00"
29427,PARTICULIER,RIMONS,25/09/2013,14:37:00,,"0,00"
07585,PARTICULIER,RIMONS,25/09/2013,14:37:00,,"0,00"
08692,PARTICULIER,RIMONS,25/09/2013,14:35:00,,"0,00"
05037,PARTICULIER,RIMONS,25/09/2013,14:35:00,,"0,00"
01614,PARTICULIER,SAUVETERRE DE GUYENNE,25/09/2013,17:25:00,,"0,00"
28357,PARTICULIER,SAUVETERRE DE GUYENNE,25/09/2013,17:03:00,,"0,00"
27188,PARTICULIER,SAUVETERRE DE GUYENNE,25/09/2013,16:48:00,,"0,00"
04660,PARTICULIER,SAUVETERRE DE GUYENNE,25/09/2013,16:42:00,,"0,00"
07412,PARTICULIER,SAUVETERRE DE GUYENNE,25/09/2013,16:40:00,,"0,00"
16072,PARTICULIER,SAUVETERRE DE GUYENNE,25/09/2013,16:29:00,,"0,00"
26389,PARTICULIER,SAUVETERRE DE GUYENNE,25/09/2013,16:29:00,,"0,00"
27177,PARTICULIER,SAUVETERRE DE GUYENNE,25/09/2013,16:27:00,,"0,00"
07472,PARTICULIER,SAUVETERRE DE GUYENNE,25/09/2013,16:27:00,,"0,00"
00912,PARTICULIER,SAUVETERRE DE GUYENNE,25/09/2013,15:58:00,,"0,00"
25085,PROFESSIONNEL,SAUVETERRE DE GUYENNE,25/09/2013,15:37:00,,"0,00"
00754,PARTICULIER,SAUVETERRE DE GUYENNE,25/09/2013,15:15:00,,"0,00"
04722,PARTICULIER,SAUVETERRE DE GUYENNE,25/09/2013,15:07:00,,"0,00"
25502,PARTICULIER,SAUVETERRE DE GUYENNE,25/09/2013,14:51:00,,"0,00"
29516,PARTICULIER,SAUVETERRE DE GUYENNE,25/09/2013,14:47:00,,"0,00"
05780,PARTICULIER,SAUVETERRE DE GUYENNE,25/09/2013,13:58:00,,"0,00"
00859,PARTICULIER,SAUVETERRE DE GUYENNE,25/09/2013,11:38:00,,"0,00"
01834,PARTICULIER,SAUVETERRE DE GUYENNE,25/09/2013,11:35:00,,"0,00"
00757,PARTICULIER,SAUVETERRE DE GUYENNE,25/09/2013,11:30:00,,"0,00"
07415,PROFESSIONNEL,SAUVETERRE DE GUYENNE,25/09/2013,11:25:00,,"0,00"
01834,PARTICULIER,SAUVETERRE DE GUYENNE,25/09/2013,11:15:00,,"0,00"
28239,PROFESSIONNEL,SAUVETERRE DE GUYENNE,25/09/2013,10:56:00,,"0,00"
01763,PARTICULIER,SAUVETERRE DE GUYENNE,25/09/2013,10:55:00,,"0,00"
25517,PARTICULIER,SAUVETERRE DE GUYENNE,25/09/2013,10:43:00,,"0,00"
16406,PARTICULIER,SAUVETERRE DE GUYENNE,25/09/2013,10:37:00,,"0,00"
24589,PARTICULIER,SAUVETERRE DE GUYENNE,25/09/2013,10:33:00,,"0,00"
29966,PARTICULIER,SAUVETERRE DE GUYENNE,25/09/2013,10:33:00,,"0,00"
26390,PARTICULIER,SAUVETERRE DE GUYENNE,25/09/2013,10:15:00,,"0,00"
07500,PARTICULIER,SAUVETERRE DE GUYENNE,25/09/2013,10:02:00,,"0,00"
15599,PARTICULIER,SAUVETERRE DE GUYENNE,25/09/2013,09:59:00,,"0,00"
26279,PARTICULIER,SAUVETERRE DE GUYENNE,25/09/2013,09:56:00,,"0,00"
01547,PARTICULIER,SAUVETERRE DE GUYENNE,25/09/2013,09:38:00,,"0,00"
24022,PROFESSIONNEL,SAUVETERRE DE GUYENNE,25/09/2013,09:14:00,,"0,00"
16107,PARTICULIER,SAUVETERRE DE GUYENNE,25/09/2013,09:08:00,,"0,00"
01239,PARTICULIER,GENSAC,25/09/2013,17:32:00,DECHETS VERTS,"0,00"
07848,PARTICULIER,GENSAC,25/09/2013,17:12:00,DMS,"0,00"
07848,PARTICULIER,GENSAC,25/09/2013,17:12:00,FERRAILLE,"0,00"
07848,PARTICULIER,GENSAC,25/09/2013,17:12:00,TOUT VENANT ENCOMBRANTS,"0,00"
26032,PARTICULIER,GENSAC,25/09/2013,17:03:00,FERRAILLE,"0,00"
26032,PARTICULIER,GENSAC,25/09/2013,17:03:00,TOUT VENANT ENCOMBRANTS,"0,00"
07719,PARTICULIER,GENSAC,25/09/2013,17:01:00,DECHETS VERTS,"0,00"
01974,PARTICULIER,GENSAC,25/09/2013,17:00:00,GRAVATS,"0,00"
28895,PARTICULIER,GENSAC,25/09/2013,16:58:00,TOUT VENANT ENCOMBRANTS,"0,00"
28895,PARTICULIER,GENSAC,25/09/2013,16:58:00,FERRAILLE,"0,00"
26736,PARTICULIER,GENSAC,25/09/2013,16:46:00,CARTON,"0,00"
26736,PARTICULIER,GENSAC,25/09/2013,16:46:00,TOUT VENANT ENCOMBRANTS,"0,00"
26736,PARTICULIER,GENSAC,25/09/2013,16:46:00,FERRAILLE,"0,00"
06932,PARTICULIER,GENSAC,25/09/2013,16:45:00,DECHETS VERTS,"0,00"
07841,PARTICULIER,GENSAC,25/09/2013,16:31:00,TOUT VENANT ENCOMBRANTS,"0,00"
07841,PARTICULIER,GENSAC,25/09/2013,16:31:00,DECHETS VERTS,"0,00"
05559,PARTICULIER,GENSAC,25/09/2013,16:15:00,FERRAILLE,"0,00"
05012,PARTICULIER,GENSAC,25/09/2013,16:02:00,DECHETS VERTS,"0,00"
05012,PARTICULIER,GENSAC,25/09/2013,16:02:00,FERRAILLE,"0,00"
04268,PARTICULIER,GENSAC,25/09/2013,15:58:00,TOUT VENANT ENCOMBRANTS,"0,00"
04268,PARTICULIER,GENSAC,25/09/2013,15:58:00,DECHETS VERTS,"0,00"
04268,PARTICULIER,GENSAC,25/09/2013,15:58:00,HUILE MOTEUR,"0,00"
08887,PARTICULIER,GENSAC,25/09/2013,15:40:00,FERRAILLE,"0,00"
25593,PARTICULIER,GENSAC,25/09/2013,15:39:00,DECHETS VERTS,"0,00"
08974,PARTICULIER,GENSAC,25/09/2013,15:30:00,GRAVATS,"0,00"
08974,PARTICULIER,GENSAC,25/09/2013,15:30:00,BOIS TRAITE,"0,00"
29904,PARTICULIER,SAUVETERRE DE GUYENNE,26/09/2013,17:48:00,,"0,00"
25085,PROFESSIONNEL,SAUVETERRE DE GUYENNE,26/09/2013,17:13:00,,"0,00"
05365,PARTICULIER,SAUVETERRE DE GUYENNE,26/09/2013,17:00:00,,"0,00"
27376,PARTICULIER,SAUVETERRE DE GUYENNE,26/09/2013,16:52:00,,"0,00"
04660,PARTICULIER,SAUVETERRE DE GUYENNE,26/09/2013,16:51:00,,"0,00"
24919,PARTICULIER,SAUVETERRE DE GUYENNE,26/09/2013,16:39:00,,"0,00"
25602,PARTICULIER,SAUVETERRE DE GUYENNE,26/09/2013,16:08:00,,"0,00"
01757,PARTICULIER,SAUVETERRE DE GUYENNE,26/09/2013,15:58:00,,"0,00"
07871,PROFESSIONNEL,SAUVETERRE DE GUYENNE,26/09/2013,15:57:00,,"0,00"
06457,PARTICULIER,SAUVETERRE DE GUYENNE,26/09/2013,15:48:00,,"0,00"
03067,PROFESSIONNEL,SAUVETERRE DE GUYENNE,26/09/2013,15:24:00,,"0,00"
08179,PROFESSIONNEL,SAUVETERRE DE GUYENNE,26/09/2013,15:24:00,,"0,00"
29362,PROFESSIONNEL,SAUVETERRE DE GUYENNE,26/09/2013,15:20:00,,"0,00"
25602,PARTICULIER,SAUVETERRE DE GUYENNE,26/09/2013,15:18:00,,"0,00"
25361,PARTICULIER,SAUVETERRE DE GUYENNE,26/09/2013,15:16:00,,"0,00"
02038,PARTICULIER,SAUVETERRE DE GUYENNE,26/09/2013,15:11:00,,"0,00"
26027,PARTICULIER,SAUVETERRE DE GUYENNE,26/09/2013,14:56:00,,"0,00"
05582,PARTICULIER,SAUVETERRE DE GUYENNE,26/09/2013,14:50:00,,"0,00"
28246,PROFESSIONNEL,SAUVETERRE DE GUYENNE,26/09/2013,14:00:00,,"0,00"
28360,PARTICULIER,SAUVETERRE DE GUYENNE,26/09/2013,11:37:00,,"0,00"
06506,PARTICULIER,SAUVETERRE DE GUYENNE,26/09/2013,10:58:00,,"0,00"
02178,PARTICULIER,SAUVETERRE DE GUYENNE,26/09/2013,10:58:00,,"0,00"
07885,PROFESSIONNEL,SAUVETERRE DE GUYENNE,26/09/2013,10:29:00,,"0,00"
02866,PARTICULIER,SAUVETERRE DE GUYENNE,26/09/2013,10:24:00,,"0,00"
16573,PARTICULIER,SAUVETERRE DE GUYENNE,26/09/2013,10:17:00,,"0,00"
25060,PARTICULIER,SAUVETERRE DE GUYENNE,26/09/2013,10:05:00,,"0,00"
28178,PARTICULIER,SAUVETERRE DE GUYENNE,26/09/2013,10:01:00,,"0,00"
03142,PROFESSIONNEL,SAUVETERRE DE GUYENNE,26/09/2013,10:00:00,,"0,00"
24022,PROFESSIONNEL,SAUVETERRE DE GUYENNE,26/09/2013,09:47:00,,"0,00"
24817,PARTICULIER,RIMONS,26/09/2013,11:41:00,,"0,00"
09439,PARTICULIER,SAUVETERRE DE GUYENNE,26/09/2013,09:47:00,,"0,00"
08398,PARTICULIER,RIMONS,26/09/2013,11:31:00,,"0,00"
05553,PARTICULIER,SAUVETERRE DE GUYENNE,26/09/2013,09:43:00,,"0,00"
24711,PARTICULIER,RIMONS,26/09/2013,11:16:00,,"0,00"
05549,PARTICULIER,SAUVETERRE DE GUYENNE,26/09/2013,09:41:00,,"0,00"
06110,PARTICULIER,RIMONS,26/09/2013,11:09:00,,"0,00"
09439,PARTICULIER,SAUVETERRE DE GUYENNE,26/09/2013,09:08:00,,"0,00"
25095,PARTICULIER,RIMONS,26/09/2013,11:05:00,,"0,00"
14919,PARTICULIER,RIMONS,26/09/2013,11:01:00,,"0,00"
15709,PARTICULIER,RIMONS,26/09/2013,10:56:00,,"0,00"
04230,PARTICULIER,GENSAC,26/09/2013,17:47:00,DECHETS VERTS,"0,00"
07604,PARTICULIER,RIMONS,26/09/2013,10:40:00,,"0,00"
06978,PARTICULIER,GENSAC,26/09/2013,17:32:00,GRAVATS,"0,00"
08735,PARTICULIER,RIMONS,26/09/2013,10:35:00,,"0,00"
06978,PARTICULIER,GENSAC,26/09/2013,17:32:00,BOIS TRAITE,"0,00"
07609,PARTICULIER,RIMONS,26/09/2013,10:22:00,,"0,00"
06978,PARTICULIER,GENSAC,26/09/2013,17:32:00,FERRAILLE,"0,00"
25173,PARTICULIER,RIMONS,26/09/2013,09:37:00,,"0,00"
06978,PARTICULIER,GENSAC,26/09/2013,17:32:00,TOUT VENANT ENCOMBRANTS,"0,00"
05573,PARTICULIER,RIMONS,26/09/2013,09:32:00,,"0,00"
01384,PARTICULIER,GENSAC,26/09/2013,17:25:00,GRAVATS,"0,00"
24916,PARTICULIER,RIMONS,26/09/2013,09:16:00,,"0,00"
01384,PARTICULIER,GENSAC,26/09/2013,17:25:00,PAPIER,"0,00"
07066,PARTICULIER,RIMONS,26/09/2013,09:11:00,,"0,00"
01384,PARTICULIER,GENSAC,26/09/2013,17:25:00,CARTON,"0,00"
01384,PARTICULIER,GENSAC,26/09/2013,17:25:00,TOUT VENANT ENCOMBRANTS,"0,00"
01384,PARTICULIER,GENSAC,26/09/2013,17:25:00,FERRAILLE,"0,00"
01239,PARTICULIER,GENSAC,26/09/2013,17:16:00,BOIS TRAITE,"0,00"
01239,PARTICULIER,GENSAC,26/09/2013,17:16:00,TOUT VENANT ENCOMBRANTS,"0,00"
01239,PARTICULIER,GENSAC,26/09/2013,17:16:00,DECHETS VERTS,"0,00"
05747,PARTICULIER,GENSAC,26/09/2013,17:10:00,FERRAILLE,"0,00"
26742,PARTICULIER,GENSAC,26/09/2013,17:09:00,DECHETS VERTS,"0,00"
05559,PARTICULIER,GENSAC,26/09/2013,17:01:00,FERRAILLE,"0,00"
05559,PARTICULIER,GENSAC,26/09/2013,17:01:00,TOUT VENANT ENCOMBRANTS,"0,00"
05559,PARTICULIER,GENSAC,26/09/2013,17:01:00,BOIS TRAITE,"0,00"
27727,PARTICULIER,GENSAC,26/09/2013,16:42:00,BOIS TRAITE,"0,00"
27727,PARTICULIER,GENSAC,26/09/2013,16:42:00,FERRAILLE,"0,00"
27727,PARTICULIER,GENSAC,26/09/2013,16:42:00,BOIS TRAITE,"0,00"
28845,PARTICULIER,GENSAC,26/09/2013,16:38:00,TOUT VENANT ENCOMBRANTS,"0,00"
28845,PARTICULIER,GENSAC,26/09/2013,16:38:00,FERRAILLE,"0,00"
28845,PARTICULIER,GENSAC,26/09/2013,16:38:00,TOUT VENANT ENCOMBRANTS,"0,00"
02132,PARTICULIER,GENSAC,26/09/2013,16:37:00,DECHETS VERTS,"0,00"
26418,PARTICULIER,GENSAC,26/09/2013,16:35:00,TEXTILE,"0,00"
26418,PARTICULIER,GENSAC,26/09/2013,16:35:00,CARTON,"0,00"
26418,PARTICULIER,GENSAC,26/09/2013,16:35:00,FERRAILLE,"0,00"
26418,PARTICULIER,GENSAC,26/09/2013,16:35:00,TOUT VENANT ENCOMBRANTS,"0,00"
26418,PARTICULIER,GENSAC,26/09/2013,16:35:00,GRAVATS,"0,00"
07841,PARTICULIER,GENSAC,26/09/2013,16:32:00,DECHETS VERTS,"0,00"
03118,PROFESSIONNEL,GENSAC,26/09/2013,16:24:00,TOUT VENANT ENCOMBRANTS,"0,00"
03118,PROFESSIONNEL,GENSAC,26/09/2013,16:24:00,NYLON,"0,00"
02130,PARTICULIER,GENSAC,26/09/2013,16:18:00,TOUT VENANT ENCOMBRANTS,"0,00"
02130,PARTICULIER,GENSAC,26/09/2013,16:18:00,FERRAILLE,"0,00"
16698,PARTICULIER,GENSAC,26/09/2013,16:16:00,DECHETS VERTS,"0,00"
27410,PARTICULIER,GENSAC,26/09/2013,16:06:00,TOUT VENANT ENCOMBRANTS,"0,00"
27410,PARTICULIER,GENSAC,26/09/2013,16:06:00,FERRAILLE,"0,00"
27410,PARTICULIER,GENSAC,26/09/2013,16:06:00,DECHETS VERTS,"0,00"
28549,PARTICULIER,GENSAC,26/09/2013,15:32:00,NYLON,"0,00"
28549,PARTICULIER,GENSAC,26/09/2013,15:32:00,GRAVATS,"0,00"
28549,PARTICULIER,GENSAC,26/09/2013,15:32:00,CARTON,"0,00"
28549,PARTICULIER,GENSAC,26/09/2013,15:32:00,FERRAILLE,"0,00"
06526,PARTICULIER,GENSAC,26/09/2013,15:07:00,DECHETS VERTS,"0,00"
28299,PARTICULIER,GENSAC,26/09/2013,14:55:00,DECHETS VERTS,"0,00"
28299,PARTICULIER,GENSAC,26/09/2013,14:55:00,TOUT VENANT ENCOMBRANTS,"0,00"
02204,PARTICULIER,GENSAC,26/09/2013,14:42:00,TOUT VENANT ENCOMBRANTS,"0,00"
02204,PARTICULIER,GENSAC,26/09/2013,14:42:00,FERRAILLE,"0,00"
25480,PARTICULIER,GENSAC,26/09/2013,14:39:00,GRAVATS,"0,00"
03414,PROFESSIONNEL,GENSAC,26/09/2013,14:19:00,DMS,"0,00"
03414,PROFESSIONNEL,GENSAC,26/09/2013,14:19:00,CARTON,"0,00"
03414,PROFESSIONNEL,GENSAC,26/09/2013,14:19:00,TOUT VENANT ENCOMBRANTS,"0,00"
08893,PARTICULIER,GENSAC,26/09/2013,14:16:00,FERRAILLE,"0,00"
08893,PARTICULIER,GENSAC,26/09/2013,14:16:00,TOUT VENANT ENCOMBRANTS,"0,00"
02865,PARTICULIER,GENSAC,26/09/2013,13:58:00,FERRAILLE,"0,00"
09306,PARTICULIER,GENSAC,26/09/2013,11:48:00,DECHETS VERTS,"0,00"
29663,PARTICULIER,GENSAC,26/09/2013,11:39:00,FERRAILLE,"0,00"
29663,PARTICULIER,GENSAC,26/09/2013,11:39:00,NYLON,"0,00"
29663,PARTICULIER,GENSAC,26/09/2013,11:39:00,DECHETS VERTS,"0,00"
06301,PARTICULIER,GENSAC,26/09/2013,11:13:00,DECHETS VERTS,"0,00"
06963,PARTICULIER,GENSAC,26/09/2013,11:03:00,DECHETS VERTS,"0,00"
26731,PARTICULIER,GENSAC,26/09/2013,10:47:00,CARTON,"0,00"
26731,PARTICULIER,GENSAC,26/09/2013,10:47:00,TOUT VENANT ENCOMBRANTS,"0,00"
26731,PARTICULIER,GENSAC,26/09/2013,10:47:00,FERRAILLE,"0,00"
09339,PARTICULIER,GENSAC,26/09/2013,10:43:00,DECHETS VERTS,"0,00"
09312,PARTICULIER,GENSAC,26/09/2013,10:37:00,PAPIER,"0,00"
27446,PARTICULIER,GENSAC,26/09/2013,10:11:00,FERRAILLE,"0,00"
27446,PARTICULIER,GENSAC,26/09/2013,10:11:00,TOUT VENANT ENCOMBRANTS,"0,00"
24856,PARTICULIER,GENSAC,26/09/2013,09:31:00,GRAVATS,"0,00"
09014,PARTICULIER,GENSAC,26/09/2013,09:03:00,FERRAILLE,"0,00"
24716,PARTICULIER,GENSAC,26/09/2013,09:02:00,DECHETS VERTS,"0,00"
07260,PARTICULIER,GENSAC,26/09/2013,08:59:00,DECHETS VERTS,"0,00"
24698,PARTICULIER,RIMONS,26/09/2013,17:22:00,,"0,00"
24856,PARTICULIER,RIMONS,26/09/2013,17:20:00,,"0,00"
01293,PARTICULIER,RIMONS,26/09/2013,17:07:00,,"0,00"
24849,PARTICULIER,RIMONS,26/09/2013,17:00:00,,"0,00"
