id;title;slug;url;organization;organization_id;description;frequency;license;temporal_coverage.start;temporal_coverage.end;spatial.granularity;spatial.zones;private;featured;created_at;last_modified;tags;metric.discussions;metric.followers;metric.reuses;metric.issues;metric.views
5d09e1d96f44411305aba942;"""Données essentielles des marchés publics - CIAS PCA";"{""Siret""::""20003301700027""";https://www.achatpublic.com;Centre Intercommunal d'Action Sociale Privas Centre Ardèche;5d09e1d96f44411305aba942;https://www.legifrance.gouv.fr/eli/arrete/2017/4/14/ECFM1637256A/jo/texte;3;fr-lo.;0;0;0;0;0;0;0;0;"données-essentielles; commande-publique.";0;0;0;0;0
