Cräche des Bruyäres berceaux :;"66;"
Cräche des Sentes berceaux:;"60;"
Multi accueil des Sentes :;
Places accueil permanant;"10;"
places d?accueils occasionnels;"5;"
Halte jeux Louise Michel :;
places d?accueils occasionnels;"10;"
Relais Assistantes Maternelles :;
 assistantes maternelles agrÇÇes PMI sur la Ville;"110;"
