OBJECTID,NOM,ID_IA45,ADRESSE,CODE_INSEE,CODE_POSTAL,COMMUNE,TYPE_ETAB,VALIDITE,PLACEMENT,X,Y,TELEPHONE,SITES_INTERNET
235,Ecole primaire publique,0450148S,26 Route de Lorris,45213,45260,MONTEREAU,Ecole primaire publique,Juillet 2012,Géocodage,667943.618906,6750835.313584,02 38 87 72 98,http://www.education.gouv.fr/annuaire/45-loiret/montereau/etab/ecole-primaire-publique.html
236,Ecole primaire publique,0450708A,Au bourg,45220,45340,NANCRAY SUR RIMARDE,Ecole primaire publique,Juillet 2012,Manuel,650321.9,6774542,02 38 32 24 75,http://www.education.gouv.fr/annuaire/45-loiret/nancray-sur-rimarde/etab/ecole-primaire-publique.html
237,Ecole primaire publique,0451262C,2 rue du Mail Sud,45224,45170,NEUVILLE AUX BOIS,Ecole primaire publique,Juillet 2012,Géocodage,629661.435967,6774592.732732,02 38 91 01 08,http://www.education.gouv.fr/annuaire/45-loiret/neuville-aux-bois/etab/ecole-primaire-publique.html
238,Ecole primaire publique,0451294M,20 rue du Mesnil,45225,45390,LA NEUVILLE SUR ESSONNE,Ecole primaire publique,Juillet 2012,Géocodage,653522.8,6787587.5,02 38 39 15 52,http://www.education.gouv.fr/annuaire/45-loiret/la-neuville-sur-essonne/etab/ecole-primaire-publique.html
239,Ecole primaire publique,0450325J,1 rue des écoles,45226,45510,NEUVY EN SULLIAS,Ecole primaire publique,Juillet 2012,Manuel,643501.5,6744180.7,02 38 58 17 21,http://www.education.gouv.fr/annuaire/45-loiret/neuvy-en-sullias/etab/ecole-primaire-publique.html
240,Ecole primaire publique,0450687C,144 rue de la Mairie,45259,45270,QUIERS SUR BEZONDE,Ecole primaire publique,Juillet 2012,Géocodage,658054.8,6766351.1,02 38 90 26 36,http://www.education.gouv.fr/annuaire/45-loiret/quiers-sur-bezonde/etab/ecole-primaire-publique.html
241,Ecole primaire publique,0451572P,20 Route de Neuville,45261,45470,REBRECHIEN,Ecole primaire publique,Juillet 2012,Géocodage,628706.1,6765905,02 38 65 61 37,http://www.education.gouv.fr/annuaire/45-loiret/rebrechien/etab/ecole-primaire-publique.html
242,Ecole primaire publique,0450575F,81 Route de Bazoches,45265,45210,ROZOY LE VIEIL,Ecole primaire publique,Juillet 2012,Géocodage,696288.65,6780432.9,02 38 90 92 01,http://www.education.gouv.fr/annuaire/45-loiret/rosoy-le-vieil/etab/ecole-primaire-publique.html
243,Ecole primaire publique,0450538R,3 Route de Bray En Val,45267,45460,SAINT AIGNAN DES GUES,Ecole primaire publique,Juillet 2012,Géocodage,649110.4,6749065.5,02 38 58 21 75,http://www.education.gouv.fr/annuaire/45-loiret/saint-aignan-des-gues/etab/ecole-primaire-publique.html
244,Ecole primaire publique,0450158C,5 rue de la Mairie,45268,45600,SAINT AIGNAN LE JAILLARD,Ecole primaire publique,Juillet 2012,Géocodage,658202.889988,6738165.868857,02 38 36 48 42,http://www.education.gouv.fr/annuaire/45-loiret/saint-aignan-le-jaillard/etab/ecole-primaire-publique.html
245,Ecole primaire publique François Rabelais,0451126E,24 rue de la Métairie,45269,45130,SAINT AY,Ecole primaire publique,Juillet 2012,Géocodage,607039.4,6752086.2,02 38 88 89 24,http://www.education.gouv.fr/annuaire/45-loiret/saint-ay/etab/ecole-primaire-publique-francois-rabelais.html
246,Ecole primaire publique Grands,0450149T,1 place de l'Université,45270,45730,SAINT BENOIT SUR LOIRE,Ecole primaire publique,Juillet 2012,Géocodage,648215,6745682.6,02 38 35 73 95,http://www.education.gouv.fr/annuaire/45-loiret/saint-benoit-sur-loire/etab/ecole-primaire-publique-des-grands.html
247,Ecole primaire publique Petits,0450150U,13 place du Grand Arcis,45270,45730,SAINT BENOIT SUR LOIRE,Ecole primaire publique,Juillet 2012,Géocodage,648125.2,6745592.3,02 38 35 75 90,http://www.education.gouv.fr/annuaire/45-loiret/saint-benoit-sur-loire/etab/ecole-primaire-publique-des-petits.html
248,Ecole primaire publique,0450220V,12 rue Campagne,45271,45500,SAINT BRISSON SUR LOIRE,Ecole primaire publique,Juillet 2012,Géocodage,676250.6,6727350.8,02 38 36 70 80,http://www.education.gouv.fr/annuaire/45-loiret/saint-brisson-sur-loire/etab/ecole-primaire-publique.html
249,Ecole primaire publique Claude de Loynes,0451435R,63 rue de la Jonchère,45272,45590,SAINT CYR EN VAL,Ecole primaire publique,Juillet 2012,Manuel,622873.8,6748465.8,02 38 76 20 45,http://www.education.gouv.fr/annuaire/45-loiret/saint-cyr-en-val/etab/ecole-primaire-publique-claude-de-loynes.html
250,Ecole primaire publique Clos d'or,0451057E,Avenue de la tête Verte,45273,45550,SAINT DENIS DE L'HOTEL,Ecole primaire publique,Juillet 2012,Manuel,634852.6,6752405.6,02 38 46 00 62,http://www.education.gouv.fr/annuaire/45-loiret/saint-denis-de-l-hotel/etab/ecole-primaire-publique-du-clos-d-or.html
251,Ecole primaire publique Bourgneuf,0451207T,Rue de Bourgneuf,45274,45560,SAINT DENIS EN VAL,Ecole primaire publique,Juillet 2012,Géocodage,622055.4,6753499.55,02 38 76 77 21,http://www.education.gouv.fr/annuaire/45-loiret/saint-denis-en-val/etab/ecole-primaire-publique-bourgneuf.html
252,Ecole primaire publique Champdoux,0451208U,85 rue de Champdoux,45274,45560,SAINT DENIS EN VAL,Ecole primaire publique,Juillet 2012,Géocodage,622107.841625,6753845.191814,02 38 76 75 98,http://www.education.gouv.fr/annuaire/45-loiret/saint-denis-en-val/etab/ecole-primaire-publique-champdoux.html
253,Ecole primaire publique Les Bruyères,0451496G,55 rue du Cabernet,45274,45560,SAINT DENIS EN VAL,Ecole primaire publique,Juillet 2012,Géocodage,622628.349632,6753482.648229,02 38 76 80 43,http://www.education.gouv.fr/annuaire/45-loiret/saint-denis-en-val/etab/ecole-primaire-publique-les-bruyeres.html
254,Ecole primaire publique,0450606P,Route des choux,45278,45230,SAINTE GENEVIEVE DES BOIS,Ecole primaire publique,Juillet 2012,Manuel,686457.7,6746446.2,02 38 96 05 80,http://www.education.gouv.fr/annuaire/45-loiret/sainte-genevieve-des-bois/etab/ecole-primaire-publique.html
255,Ecole primaire publique,0450589W,1 rue de la Mairie,45275,45220,SAINT FIRMIN DES BOIS,Ecole primaire publique,Juillet 2012,Géocodage,693380.1,6762984.25,02 38 95 31 89,http://www.education.gouv.fr/annuaire/45-loiret/saint-firmin-des-bois/etab/ecole-primaire-publique.html
256,Ecole primaire publique,0450160E,7 rue de Villemurlin,45277,45600,SAINT FLORENT,Ecole primaire publique,Juillet 2012,Géocodage,660601.9,6732289.9,02 38 36 93 32,http://www.education.gouv.fr/annuaire/45-loiret/saint-florent/etab/ecole-primaire-publique.html
257,Ecole primaire publique La Claudinerie,0451557Y,La Claudinerie,45279,45220,SAINT GERMAIN DES PRES,Ecole primaire publique,Juillet 2012,Géocodage,688215.45,6761686.3,02 38 94 74 50,http://www.education.gouv.fr/annuaire/45-loiret/saint-germain-des-pres/etab/ecole-primaire-publique-la-claudinerie.html
258,Ecole primaire publique,0450827E,2 bis Route de Montbouy,45229,45290,NOGENT SUR VERNISSON,Ecole primaire publique,Juillet 2012,Géocodage,680904.2,6749715.5,02 38 97 61 05,http://www.education.gouv.fr/annuaire/45-loiret/nogent-sur-vernisson/etab/ecole-primaire-publique.html
259,Ecole primaire publique Du Val,0450992J,536 rue d'Ivoy,45232,45160,OLIVET,Ecole primaire publique,Juillet 2012,Géocodage,617642.707287,6753245.270214,02 38 66 16 16,http://www.education.gouv.fr/annuaire/45-loiret/olivet/etab/ecole-primaire-d-application-val.html
260,Ecole primaire publique Plissay,0451423C,250 rue des Sternes,45232,45160,OLIVET,Ecole primaire publique,Juillet 2012,Géocodage,618263.7,6752982.3,02 38 51 21 80,http://www.education.gouv.fr/annuaire/45-loiret/olivet/etab/ecole-primaire-publique-du-plissay.html
261,Ecole primaire publique La Cerisaie,0450346G,119 rue du Général de Gaulle,45232,45160,OLIVET,Ecole primaire publique,Juillet 2012,Manuel,617575.2,6752243.7,02 38 63 44 84,http://www.education.gouv.fr/annuaire/45-loiret/olivet/etab/ecole-primaire-publique-la-cerisaie.html
262,Ecole primaire publique Michel Ronfard,0451558Z,55 rue des Chênes,45232,45160,OLIVET,Ecole primaire publique,Juillet 2012,Manuel,617575.2,6752243.7,02 38 63 01 38,http://www.education.gouv.fr/annuaire/45-loiret/olivet/etab/ecole-primaire-publique-michel-ronfard.html
263,Ecole primaire publique Poutyl,0450347H,282 rue du Général de Gaulle,45232,45160,OLIVET,Ecole primaire publique,Juillet 2012,Manuel,617575.2,6752243.7,02 38 63 55 09,http://www.education.gouv.fr/annuaire/45-loiret/olivet/etab/ecole-primaire-publique-poutyl.html
264,Ecole primaire publique Pauline Kergomard,0451685M,8 rue Cracovie,45234,45100,ORLEANS,Ecole primaire publique,Juillet 2012,Géocodage,620201.95,6749288.3,02 38 22 68 40,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-elementaire-publique-pauline-kergomard.html
265,Ecole primaire publique Louis Guilloux,0450299F,28 faubourg Saint Jean,45234,45100,ORLEANS,Ecole primaire publique,Juillet 2012,Géocodage,617440.5,6756383.65,02 38 53 12 49,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-d-application-louis-guilloux.html
266,Ecole primaire publique Marcel Proust,0450273C,111 rue du faubourg Bannier,45234,45100,ORLEANS,Ecole primaire publique,Juillet 2012,Géocodage,617806.210617,6757620.08058,02 38 81 72 32,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-d-application-marcel-proust.html
267,Ecole primaire publique André Dessaux,0450287T,45 rue du faubourg Bannier,45234,45100,ORLEANS,Ecole primaire publique,Juillet 2012,Géocodage,617884.793571,6757139.224001,02 38 77 13 08,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-publique-andre-dessaux.html
268,Ecole primaire publique Charles Peguy,0450713F,2 bis rue Théophile Naudy,45234,45100,ORLEANS,Ecole primaire publique,Juillet 2012,Manuel,618506.6,6756404.2,02 38 62 72 57,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-publique-charles-peguy.html
269,Ecole primaire publique Charles Pensée,0450283N,36 rue du Bourdon Blanc,45234,45100,ORLEANS,Ecole primaire publique,Juillet 2012,Géocodage,618798.660136,6756304.020722,02 38 53 86 21,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-publique-charles-pensee.html
270,Ecole primaire publique Cordiers,0450280K,14 rue des Cordiers,45234,45100,ORLEANS,Ecole primaire publique,Juillet 2012,Géocodage,619368,6756399,02 38 54 07 85,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-publique-cordiers.html
271,Ecole primaire publique Gens du Voyage,0451422B,2374 avenue de la Pomme de Pin,45234,45100,ORLEANS,Ecole primaire publique,Juillet 2012,Géocodage,618921.6,6748393,02 38 69 26 04,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-publique-des-gens-du-voyage.html
272,Ecole primaire publique Diderot,0450885T,1 place Albert Camus,45234,45100,ORLEANS,Ecole primaire publique,Juillet 2012,Géocodage,620451.1,6748752.6,02 38 69 33 96,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-publique-diderot.html
273,Ecole primaire publique Gaston Galloux,0451373Y,16 place Sainte Beuve,45234,45100,ORLEANS,Ecole primaire publique,Juillet 2012,Manuel,618506.6,6756404.2,02 38 63 08 76,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-publique-gaston-galloux.html
274,Ecole primaire publique Georges Chardon,0451374Z,1 rue des Roses,45234,45100,ORLEANS,Ecole primaire publique,Juillet 2012,Géocodage,618604.5,6754567.2,02 38 56 35 13,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-publique-georges-chardon.html
275,Ecole primaire publique Guillaume Apollinaire,0450285R,59 rue Bannier,45234,45100,ORLEANS,Ecole primaire publique,Juillet 2012,Géocodage,618023.7,6756590.2,02 38 62 83 16,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-publique-guillaume-apollinaire.html
276,Ecole primaire publique Gutenberg,0450293Z,37 rue du Grand Villiers,45234,45100,ORLEANS,Ecole primaire publique,Juillet 2012,Géocodage,620296.171696,6757474.161249,02 38 83 62 46,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-publique-gutenberg.html
277,Ecole primaire publique Henri Poincarré,0451158P,27 rue Henri Poincaré,45234,45100,ORLEANS,Ecole primaire publique,Juillet 2012,Géocodage,620033.8,6747956.6,02 38 63 43 56,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-publique-henri-poincare.html
278,Ecole primaire publique Jacques Andruet du Cerceau,0450296C,10 rue Jeanne d'Arc,45234,45000,ORLEANS,Ecole primaire publique,Juillet 2012,Géocodage,618278.4,6756253.7,02 38 81 05 06,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-publique-jacques-androuet-du-cerceau.html
279,Ecole primaire publique Jardin des plantes,0451091S,3 rue Dante,45234,45100,ORLEANS,Ecole primaire publique,Juillet 2012,Manuel,618506.6,6756404.2,02 38 56 64 59,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-publique-jardin-des-plantes.html
280,Ecole primaire publique Jean Mermoz,0450860R,10 rue Charles Le Chauve,45234,45000,ORLEANS,Ecole primaire publique,Juillet 2012,Géocodage,617362.05,6758682.9,02 38 43 49 77,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-publique-jean-mermoz.html
281,Ecole primaire publique Jean Zay,0450291X,50 rue des Charretiers,45234,45000,ORLEANS,Ecole primaire publique,Juillet 2012,Géocodage,617762.8,6756217.9,02 38 53 86 31,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-publique-jean-zay.html
282,Ecole primaire publique La Cigogne,0451555W,1 bis rue Etienne d'Orves,45234,45100,ORLEANS,Ecole primaire publique,Juillet 2012,Manuel,618506.6,6756404.2,02 38 66 73 17,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-publique-la-cigogne.html
283,Ecole primaire publique Lavoisier,0451093U,2 rue Ampère,45234,45100,ORLEANS,Ecole primaire publique,Juillet 2012,Manuel,618506.6,6756404.2,02 38 64 17 23,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-publique-lavoisier.html
284,Ecole primaire publique Les Aydes,0450876H,2 rue des écoles,45234,45000,ORLEANS,Ecole primaire publique,Juillet 2012,Manuel,618506.6,6756404.2,02 38 73 90 03,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-publique-les-aydes.html
285,Ecole primaire publique Les Guernazelles,0451436S,4 rue des Anciens Combattants,45234,45100,ORLEANS,Ecole primaire publique,Juillet 2012,Manuel,618506.6,6756404.2,02 38 64 19 99,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-publique-les-guernazelles.html
286,Ecole primaire publique Louis Pasteur,0450025H,8 rue Antoine Lavoisier,45234,45100,ORLEANS,Ecole primaire publique,Juillet 2012,Géocodage,619733.75,6748494.7,02 38 63 73 69,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-publique-louis-pasteur.html
287,Ecole primaire publique Madeleine,0451125D,1 rue de l'Ecale,45234,45000,ORLEANS,Ecole primaire publique,Juillet 2012,Géocodage,616464.3,6756211.3,02 38 88 19 68,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-publique-madeleine.html
288,Ecole primaire publique Maxime Perrard,0450524A,45 avenue Dauphiné,45234,45100,ORLEANS,Ecole primaire publique,Juillet 2012,Géocodage,618163.9,6755074.8,02 38 56 64 80,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-publique-maxime-perrard.html
289,Ecole primaire publique Michel de la Fournière,0450289V,80 rue Barrière Saint-Marc,45234,45000,ORLEANS,Ecole primaire publique,Juillet 2012,Géocodage,619803.714562,6758745.980832,02 38 84 48 08,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-publique-michel-de-la-fourniere.html
290,Ecole primaire publique Molière,0450875G,8 rue Molière,45234,45000,ORLEANS,Ecole primaire publique,Juillet 2012,Manuel,618506.6,6756404.2,02 38 54 04 66,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-publique-moliere.html
291,Ecole primaire publique Nécotin,0450922H,19 rue du Nécotin,45234,45000,ORLEANS,Ecole primaire publique,Juillet 2012,Géocodage,620665.75,6759636.1,02 38 84 42 02,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-publique-necotin.html
292,Ecole primaire publique Olympia Cormier,0451570M,19 rue du Château Gaillard,45234,45000,ORLEANS,Ecole primaire publique,Juillet 2012,Manuel,618506.6,6756404.2,02 38 84 20 59,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-publique-olympia-cormier.html
293,Ecole primaire publique Pierre Séguelle,0451540E,1 rue Eloy d'Amerval,45234,45000,ORLEANS,Ecole primaire publique,Juillet 2012,Géocodage,618355.15,6757304.7,02 38 77 13 05,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-publique-pierre-segelle.html
294,Ecole primaire publique Romain Rolland,0450519V,2 rue Jules Ferry,45234,45100,ORLEANS,Ecole primaire publique,Juillet 2012,Géocodage,619840.4,6749097.9,02 38 69 08 41,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-publique-romain-rolland.html
295,Ecole primaire publique,0450913Y,1 rue Alain,45234,45100,ORLEANS,Ecole primaire publique,Juillet 2012,Géocodage,620001.666132,6748336.893478,02 38 63 65 22,http://www.education.gouv.fr/annuaire/45-loiret/orleans/etab/ecole-primaire-speciale-publique.html
296,Ecole primaire publique Jacques Prévert,0451507U,Place Clément Marot,45235,45140,ORMES,Ecole primaire publique,Juillet 2012,Manuel,611797.1,6760844.8,02 38 74 99 45,http://www.education.gouv.fr/annuaire/45-loiret/ormes/etab/ecole-primaire-publique-jacques-prevert.html
297,Ecole primaire publique,0450189L,11 rue de l'Abreuvoir,45238,45250,OUSSON SUR LOIRE,Ecole primaire publique,Juillet 2012,Géocodage,683841.3,6721023.8,02 38 31 00 51,http://www.education.gouv.fr/annuaire/45-loiret/ousson-sur-loire/etab/ecole-primaire-publique.html
298,Ecole primaire publique,0450131Y,Au bourg,45239,45290,OUSSOY EN GATINAIS,Ecole primaire publique,Juillet 2012,Géocodage,673312.15,6756336.25,02 38 96 33 08,http://www.education.gouv.fr/annuaire/45-loiret/oussoy-en-gatinais/etab/ecole-primaire-publique.html
299,Ecole primaire publique,0450715H,Rue des écoles,45240,45480,OUTARVILLE,Ecole primaire publique,Juillet 2012,Manuel,627091,6790564,02 38 39 50 70,http://www.education.gouv.fr/annuaire/45-loiret/outarville/etab/ecole-primaire-publique.html
300,Ecole primaire publique,0451264E,1 Route de Sigloy,45241,45150,OUVROUER LES CHAMPS,Ecole primaire publique,Juillet 2012,Géocodage,638579.709639,6748341.42849,02 38 59 91 88,http://www.education.gouv.fr/annuaire/45-loiret/ouvrouer-les-champs/etab/ecole-primaire-publique.html
301,Ecole primaire publique,0450858N,154 rue Fouchard,45244,45570,OUZOUER SUR LOIRE,Ecole primaire publique,Juillet 2012,Géocodage,661305.9,6740957.8,02 38 35 65 51,http://www.education.gouv.fr/annuaire/45-loiret/ouzouer-sur-loire/etab/ecole-primaire-publique.html
302,Ecole primaire publique Jacques Prévert,0451269K,14 rue de la Flamandière,45245,45250,OUZOUER SUR TREZEE,Ecole primaire publique,Juillet 2012,Géocodage,685534.624961,6730028.647206,02 38 31 92 89,http://www.education.gouv.fr/annuaire/45-loiret/ouzouer-sur-trezee/etab/ecole-primaire-publique-jacques-prevert.html
303,Ecole primaire publique Bourg,0451182R,549 rue Marcel Donette,45247,45700,PANNES,Ecole primaire publique,Juillet 2012,Géocodage,675294.125684,6768666.549611,02 38 87 85 52,http://www.education.gouv.fr/annuaire/45-loiret/pannes/etab/ecole-primaire-publique-bourg.html
304,Ecole primaire publique Georges Braibant,0451183S,250 rue des Pervenches,45247,45700,PANNES,Ecole primaire publique,Juillet 2012,Géocodage,677703.6,6766852.3,02 38 85 63 83,http://www.education.gouv.fr/annuaire/45-loiret/pannes/etab/ecole-primaire-publique-georges-braibant.html
305,Ecole primaire publique Jacqueline Auriol,0451054B,3 boulevard de Verdun,45248,45310,PATAY,Ecole primaire publique,Juillet 2012,Géocodage,602938.8,6772528.3,02 38 80 81 51,http://www.education.gouv.fr/annuaire/45-loiret/patay/etab/ecole-primaire-publique-jacqueline-auriol.html
306,Ecole primaire publique,0450467N,76 rue de l'école,45249,45200,PAUCOURT,Ecole primaire publique,Juillet 2012,Manuel,684586.3,6770533,02 38 85 84 28,http://www.education.gouv.fr/annuaire/45-loiret/paucourt/etab/ecole-primaire-publique.html
307,Ecole primaire publique,0451095W,7 rue de la Mairie,45251,45360,PIERREFITTE ES BOIS,Ecole primaire publique,Juillet 2012,Géocodage,678765.8,6711930.8,02 38 31 08 13,http://www.education.gouv.fr/annuaire/45-loiret/pierrefitte-es-bois/etab/ecole-primaire-publique.html
308,Ecole primaire publique Abbé Regnard,0451096X,2 rue Abbé Regnard,45252,45300,PITHIVIERS,Ecole primaire publique,Juillet 2012,Manuel,644684.7,6786156.7,02 38 30 04 86,http://www.education.gouv.fr/annuaire/45-loiret/pithiviers/etab/ecole-primaire-publique-abbe-regnard.html
309,Ecole primaire publique Clos Beauvoys,0450026J,Rue du Safran,45252,45300,PITHIVIERS,Ecole primaire publique,Juillet 2012,Géocodage,644676.75,6786614.3,02 38 30 09 80,http://www.education.gouv.fr/annuaire/45-loiret/pithiviers/etab/ecole-primaire-publique-clos-beauvoys.html
310,Ecole primaire publique Général de Gaulle,0451097Y,6 place du Général de Gaulle,45252,45300,PITHIVIERS,Ecole primaire publique,Juillet 2012,Manuel,644684.7,6786156.7,02 38 30 04 65,http://www.education.gouv.fr/annuaire/45-loiret/pithiviers/etab/ecole-primaire-publique-general-de-gaulle.html
311,Ecole primaire publique Saint-Aignan,0451266G,3 place Maurice Ravel,45252,45300,PITHIVIERS,Ecole primaire publique,Juillet 2012,Géocodage,645442.2,6786513.25,02 38 30 18 76,http://www.education.gouv.fr/annuaire/45-loiret/pithiviers/etab/ecole-primaire-publique-saint-aignan.html
312,Ecole primaire publique Christian Charbonnier,0450879L,Rue de la Mairie,45253,45300,PITHIVIERS LE VIEIL,Ecole primaire publique,Juillet 2012,Géocodage,641230.2,6785346.3,02 38 30 08 10,http://www.education.gouv.fr/annuaire/45-loiret/pithiviers-le-vieil/etab/ecole-primaire-publique-christian-charbonnier.html
313,Ecole primaire publique,0450924K,Rue du 11 Novembre,45254,45500,POILLY LEZ GIEN,Ecole primaire publique,Juillet 2012,Géocodage,669710.75,6730768.6,02 38 38 06 12,http://www.education.gouv.fr/annuaire/45-loiret/poilly-lez-gien/etab/ecole-primaire-publique.html
314,Ecole primaire publique Louis Collotte,0450496V,19 Route de Château Landon,45255,45490,PREFONTAINES,Ecole primaire publique,Juillet 2012,Géocodage,677108.9,6779050.9,02 38 95 83 50,http://www.education.gouv.fr/annuaire/45-loiret/prefontaines/etab/ecole-primaire-publique-louis-collotte.html
315,Ecole primaire publique,0450605N,11 place du Bourg,45257,45290,PRESSIGNY LES PINS,Ecole primaire publique,Juillet 2012,Géocodage,681279.6,6753412.3,02 38 94 94 31,http://www.education.gouv.fr/annuaire/45-loiret/pressigny-les-pins/etab/ecole-primaire-publique.html
316,Ecole primaire publique,0451328Z,605 rue de la République,45327,45470,TRAINOU,Ecole primaire publique,Juillet 2012,Géocodage,633295.373982,6764019.867409,02 38 65 65 40,http://www.education.gouv.fr/annuaire/45-loiret/trainou/etab/ecole-primaire-publique.html
317,Ecole primaire publique,0450493S,15 rue du Bourg,45328,45490,TREILLES EN GATINAIS,Ecole primaire publique,Juillet 2012,Géocodage,674740.3,6775159.5,02 38 87 91 30,http://www.education.gouv.fr/annuaire/45-loiret/treilles-en-gatinais/etab/ecole-primaire-publique.html
318,Ecole primaire publique,0451205R,2 avenue de la gare,45329,45220,TRIGUERES,Ecole primaire publique,Juillet 2012,Géocodage,698854.5,6759873.5,02 38 94 03 03,http://www.education.gouv.fr/annuaire/45-loiret/trigueres/etab/ecole-primaire-publique.html
319,Ecole primaire publique,0451452J,18 Route de Tigy,45331,45510,VANNES SUR COSSON,Ecole primaire publique,Juillet 2012,Géocodage,640722.7,6737611.5,02 38 58 13 15,http://www.education.gouv.fr/annuaire/45-loiret/vannes-sur-cosson/etab/ecole-primaire-publique.html
320,Ecole primaire publique,0450136D,17 Route de Nogent,45332,45290,VARENNES CHANGY,Ecole primaire publique,Juillet 2012,Géocodage,674703.6,6751700.5,02 38 94 54 15,http://www.education.gouv.fr/annuaire/45-loiret/varennes-changy/etab/ecole-primaire-publique.html
321,Ecole primaire publique Jacques-Yves Cousteau,0450313W,Rue de l'Avenir,45333,45760,VENNECY,Ecole primaire publique,Juillet 2012,Géocodage,629331.15,6761992.85,02 38 75 08 03,http://www.education.gouv.fr/annuaire/45-loiret/vennecy/etab/ecole-primaire-publique-jacques-yves-cousteau.html
322,Ecole primaire publique,0450137E,14 rue du Bourg,45334,45260,VIEILLES MAISONS SUR JOUDRY,Ecole primaire publique,Juillet 2012,Géocodage,658495.4,6754177.5,02 38 26 13 30,http://www.education.gouv.fr/annuaire/45-loiret/vieilles-maisons-sur-joudry/etab/ecole-primaire-publique.html
323,Ecole primaire publique Louis Didier Jousselin,0451571N,Rue de l'Ancienne gare,45335,45510,VIENNE EN VAL,Ecole primaire publique,Juillet 2012,Géocodage,635346.95,6744949.15,02 38 58 83 49,http://www.education.gouv.fr/annuaire/45-loiret/vienne-en-val/etab/ecole-primaire-publique-louis-didier-jousselin.html
324,Ecole primaire publique Jean Vilar,0450440J,5 rue d'Ingre,45075,45380,LA CHAPELLE SAINT MESMIN,Ecole primaire publique,Juillet 2012,Géocodage,613290.9,6755327.4,02 38 72 61 66,http://www.education.gouv.fr/annuaire/45-loiret/la-chapelle-saint-mesmin/etab/ecole-primaire-publique-jean-vilar.html
325,Ecole primaire publique Les Vallées,0451542G,7 avenue des Vallées,45075,45380,LA CHAPELLE SAINT MESMIN,Ecole primaire publique,Juillet 2012,Géocodage,612300.639003,6754848.314381,02 38 43 87 09,http://www.education.gouv.fr/annuaire/45-loiret/la-chapelle-saint-mesmin/etab/ecole-primaire-publique-les-vallees.html
326,Ecole primaire publique,0450597E,73 rue Saint Roch,45077,45230,LA CHAPELLE SUR AVEYRON,Ecole primaire publique,Juillet 2012,Géocodage,689722.422988,6751694.941391,02 38 97 53 87,http://www.education.gouv.fr/annuaire/45-loiret/la-chapelle-sur-aveyron/etab/ecole-primaire-publique.html
327,Ecole primaire publique,0450129W,Au bourg,45112,45260,LA COUR MARIGNY,Ecole primaire publique,Juillet 2012,Géocodage,669832.45,6754977,02 38 96 20 06,http://www.education.gouv.fr/annuaire/45-loiret/la-cour-marigny/etab/ecole-primaire-publique.html
328,Ecole primaire publique,0451561C,44 rue du Bourg,45020,45130,LE BARDON,Ecole primaire publique,Juillet 2012,Géocodage,599006.8,6749960.1,02 38 46 50 13,http://www.education.gouv.fr/annuaire/45-loiret/le-bardon/etab/ecole-primaire-publique.html
